genus,count
Conium,6
Conocalyx,1
Conocarpus,2
Conomitra,1
Conopholis,3
Conophytum,111
Chassalia,122
Conopodium,8
Conospermum,53
Conostephium,14
Conringia,5
Consolea,9
Coopernookia,6
Coptis,14
Corallocarpus,15
Corallodiscus,5
Corbichonia,3
Corchoropsis,3
Cordia,270
Cordylanthus,14
Cordylocarpus,1
Cordylogyne,2
Corema,2
Coriandrum,2
Coris,1
Corispermum,69
Cornulaca,7
Corokia,7
Coronanthera,11
Corpuscularia,8
Correa,13
Corrigiola,11
Eloyella,10
Corryocactus,15
Cortia,3
Cortiella,5
Corylopsis,25
Corynabutilon,7
Corynaea,1
Coryphantha,46
Corytoplectus,12
Coscinium,2
Cosmelia,1
Cosmianthemum,14
Cosmostigma,3
Cossinia,4
Costera,10
Cotinus,8
Cotopaxia,2
Cotyledon,17
Cotylelobium,5
Coula,1
Coulterophytum,4
Coussapoa,50
Coutoubea,5
Cracosna,3
Craibiodendron,5
Craigia,2
Craniolaria,2
Craniospermum,5
Crantzia,4
Craterosiphon,11
Craterostigma,27
Crateva,21
Cratoxylum,7
Crawfurdia,22
Cremersia,1
Cremneria,1
Cremnophila,3
Cremolobus,6
Cremosperma,26
Cremospermopsis,3
Crepidorhopalon,33
Crinodendron,4
Crispiloba,1
Cristaria,22
Crocanthemum,20
Cromidon,12
Crossandra,54
Crossandrella,3
Crossopetalum,35
Crossosoma,3
Crossosperma,2
Crossostemma,1
Crossostylis,12
Greenea,9
Gynochthodes,97
Diplospora,23
Discospermum,13
Coptophyllum,8
Crowea,3
Crucicaryum,1
Leptolaena,9
Crumenaria,4
Melanophylla,8
Mediusella,1
Cryptantha,120
Pentachlaena,4
Perrierodendron,5
Physena,2
Rhodolaena,7
Rhopalocarpus,17
Sarcolaena,8
Cryptocapnos,1
Schizolaena,22
Cryptocarpus,1
Xyloolaena,5
Xerochlamys,8
Cryptomeria,1
Cryptospora,3
Cryptostegia,2
Cryptotaenia,6
Dialyceras,3
Ctenardisia,5
Eremolaena,3
Cubilia,1
Cucurbita,19
Cucurbitella,1
Cuenotia,1
Cuervea,7
Cullenia,4
Cumarinia,1
Cuminum,4
Cumulopuntia,14
Cunninghamia,2
Cunonia,26
Cupania,58
Cuphonotus,2
Cupressus,12
Curarea,9
Curatella,1
Curupira,1
Cuscatlania,1
Cusickiella,2
Cuttsia,1
Cyanothamnus,23
Cyathobasis,1
Cyathodes,4
Asparagus,214
Cyathophylla,2
Cyathopsis,3
Cyathoselinum,1
Cyathula,29
Cybianthus,159
Cyclacanthus,2
Cyclamen,25
Cyclanthera,47
Cyclantheropsis,3
Cyclea,31
Cyclocarya,1
Cycloloma,1
Cyclorhiza,3
Cyclospermum,3
Cycniopsis,2
Cycnium,17
Cylicomorpha,2
Cylindrophyllum,5
Cylindropuntia,50
Cymatocarpus,3
Cymbalaria,17
Cymbaria,4
Cymbocarpum,5
Cymbopetalum,27
Cynanchum,272
Cynarospermum,1
Cyne,6
Cynoglossopsis,2
Cynoglottis,2
Cynosciadium,1
Cyphacanthus,1
Cypholophus,35
Cyphomeris,2
Cypselocarpus,1
Cyrilla,10
Cyrillopsis,2
Asphodeline,17
Cyrtandromoea,12
Cyrtocarpa,4
Cyrtophyllum,5
Cyrtorhyncha,1
Cysticapnos,3
Asphodelus,18
Cystostemon,17
Daboecia,3
Dacrycarpus,9
Dacryodes,71
Dactylaea,2
Dactylanthus,1
Dactyliandra,1
Dactyliophora,3
Dactylocardamum,1
Daenikera,1
Dahliaphyllum,1
Dais,2
Aspidistra,147
Dalrympelea,8
Dampiera,70
Damrongia,11
Dansiea,2
Dapania,3
Asplundia,102
Daphnimorpha,2
Daphnopsis,72
Darcya,4
Darlingia,2
Darlingtonia,1
Darmera,1
Dasispermum,7
Dasistoma,1
Dasynotus,1
Dasysphaera,4
Dasytropis,1
Datisca,2
Daucus,45
Astelia,31
Dayia,5
Deamia,4
Debregeasia,8
Decagonocarpus,2
Decaisnea,2
Decaisnina,25
Decalepis,5
Decanema,1
Decarydendron,4
Decaschistia,15
Astonia,1
Decatoca,1
Decatropis,3
Decazyx,2
Astroloba,11
Decodon,1
Decorsella,1
Dedeckera,1
Deeringia,10
Degenia,1
Deherainia,2
Deianira,7
Deidamia,3
Deilanthe,3
Deinbollia,39
Deinostema,2
Delavaya,1
Delosperma,157
Delphinium,500
Delpinophytum,1
Deltaria,1
Demavendia,1
Demosthenesia,14
Dendrobangia,2
Dendrocnide,41
Dendrokingstonia,3
Dendromecon,2
Dendromyza,30
Dendrophthoe,45
Dendrophthora,132
Dendroportulaca,1
Dendrosicyos,2
Dendrosida,6
Dendrotrophe,7
Denhamia,17
Denmoza,1
Dennettia,1
Depanthus,2
Dermatobotrys,1
Desbordesia,1
Desfontainia,3
Desmidorchis,14
Chlorophytum,196
Clara,3
Clinanthus,23
Desmostachys,2
Desmotes,1
Desplatsia,4
Dethawia,1
Deutzia,71
Deverra,10
Diacidia,11
Colchicum,162
Dialytheca,1
Diamantina,1
Dianthera,41
Conanthera,5
Crinum,115
Crossyne,2
Diapensia,6
Diarthron,17
Diascia,64
Cyrtanthus,58
Diaspis,1
Diastella,7
Diastema,20
Diatenopteryx,2
Dicarpellum,4
Dicarpidium,1
Dicella,7
Dicellostyles,1
Dicentra,8
Diceratella,10
Dichasianthus,1
Dichazothece,1
Dicheranthus,1
Dichocarpum,18
Dichodon,9
Dichosciadium,1
Habranthus,80
Dickinsia,1
Dicladanthera,2
Diclidanthera,6
Diclinanona,3
Diclis,9
Dicoryphe,13
Dicraeanthus,3
Dicranolepis,20
Dicranostegia,1
Dicranostigma,4
Dicraspidia,1
Dicrocaulon,7
Dictamnus,3
Dictyanthus,19
Dictyolimon,3
Dictyoloma,1
Dictyoneura,2
Dicyclophora,1
Dicypellium,2
Didesmandra,1
Didesmus,2
Didiplis,1
Didissandra,8
Didonica,4
Didymanthus,1
Didymaotus,1
Didymocarpus,104
Haemanthus,22
Didymocheton,43
Didymodoxa,2
Didymophysa,3
Didymostigma,3
Dielsiocharis,2
Dielsiothamnus,1
Diervilla,4
Digera,1
Digitalis,35
Digoniopterys,1
Dilkea,13
Dillenia,60
Dilobeia,2
Dilodendron,3
Dilophia,2
Dimocarpus,9
Dimorphanthera,77
Dimorphocarpa,4
Dimorphosciadium,2
Dinemandra,2
Dinosperma,4
Dintera,1
Dinteracanthus,5
Dinteranthus,6
Diogenesia,14
Dioncophyllum,1
Dioon,18
Dioscoreophyllum,3
Diosma,28
Hagenbachia,6
Hannonia,1
Harperocallis,11
Hastingsia,4
Haworthia,57
Diplacus,51
Diplaspis,3
Diplatia,4
Diploclisia,2
Diplocyclos,5
Diplodiscus,11
Diploglottis,11
Diplokeleba,2
Diplolaena,15
Diplolepis,14
Diplopeltis,5
Diplosoma,2
Diplotaenia,5
Diplotaxis,38
Diplusodon,104
Dipoma,1
Diposis,3
Dipterocarpus,68
Dipteronia,2
Diptychocarpus,1
Dirachma,2
Dirca,4
Dirhamphis,2
Disanthus,2
Discaria,7
Dischidanthus,2
Dischidia,115
Dischidiopsis,8
Dischisma,11
Dischistocalyx,12
Disciphania,25
Discocactus,15
Discocalyx,56
Discocapnos,1
Discocnide,1
Discophora,2
Diselma,1
Disepalum,10
Disisocactus,1
Disphyma,5
Dissocarpus,4
Distrianthes,2
Distyliopsis,6
Distylium,16
Ditassa,108
Ditepalanthus,2
Dithyrea,2
Dizygostemon,5
Djaloniella,1
Djinga,2
Dobera,2
Dobinea,2
Dodartia,1
Dodecadenia,1
Dodecahema,1
Doerpfeldia,1
Dolichopetalum,1
Dolichostachys,1
Dolichostemon,1
Dolophragma,3
Dombeya,199
Donatia,2
Donnellsmithia,19
Dontostemon,12
Doona,10
Dopatrium,14
Doratoxylon,5
Dorcoceras,6
Helonias,12
Doryphora,2
Douepea,2
Douradoa,1
Doyerea,1
Doyleanthus,1
Hemerocallis,18
Hemiphylacus,5
Hensmania,3
Drabastrum,1
Dracontomelon,9
Dracophilus,2
Dracophyllum,64
Dracosciadium,2
Draperia,1
Drapetes,1
Dregea,5
Drepananthus,28
Drimycarpus,4
Drimys,7
Actinorhytis,1
Droguetia,7
Drosanthemum,106
Drusa,1
Drymaria,55
Dryobalanops,7
Drypis,1
Duabanga,3
Duboscia,2
Dubouzetia,11
Duckeanthus,1
Duckesia,2
Ducrosia,6
Dudleya,49
Herpolirion,1
Herreria,8
Duguetia,97
Herreriopsis,1
Hesperaloe,8
Hesperocallis,1
Duplipetala,2
Durio,28
Hesperoyucca,2
Dutailliopsis,1
Dutaillyea,3
Duvalia,18
Hessea,13
Duvaliandra,1
Duvaliaranthus,1
Dyerophytum,4
Heteropolygonatum,10
Hexacyrtis,1
Dystaenia,2
Dystovomita,2
Eberlanzia,8
Hieronymiella,10
Ebracteola,4
Ecballium,1
Ecbolium,22
Hippeastrum,97
Echinacanthus,4
Echinocactus,10
Echinocystis,1
Actinostemon,20
Echinomoza,1
Echinopepon,21
Echinophora,11
Echinopsis,30
Hodgsoniola,1
Echinopterys,2
Echinostephia,1
Echiochilon,16
Echiostachys,3
Echium,72
Hosta,22
Ectadium,2
Ectopopterys,1
Ectotropis,2
Edgeworthia,5
Edithcolea,1
Efulensia,2
Ehrendorferia,2
Ehretia,65
Eidothea,2
Eigia,1
Einadia,6
Ekebergia,3
Ekimia,4
Elacholoma,2
Elachyptera,8
Elaeagnus,95
Hyacinthella,17
Hyacinthoides,13
Elaeodendron,39
Elaeosticta,25
Hyacinthus,3
Elaphanthera,1
Elatine,30
Hydrocleys,5
Elatostematoides,25
Elattostachys,20
Hymenocallis,65
Elephantomene,1
Eleutharrhena,1
Eleutherospermum,1
Eleutherostylis,1
Eliea,1
Elingamita,1
Elissarrhena,2
Elliottia,4
Ellipanthus,9
Ellisia,1
Ellisiophyllum,1
Elmera,1
Elodea,9
Elwendia,31
Elytranthe,5
Elytraria,23
Emarhendia,1
Embadium,3
Embelia,140
Emblemantha,1
Emblingia,1
Embolanthera,2
Embothrium,1
Emelianthe,1
Emex,2
Emicocarpus,1
Emmenanthe,1
Emmenosperma,5
Empetrum,4
Emplectanthus,3
Empleuridium,1
Empleurum,3
Enantiophylla,1
Enarganthe,1
Enarthrocarpus,5
Encephalartos,66
Enchylaena,2
Encopella,1
Endiandra,130
Endlicheria,60
Endocaulos,1
Endocomia,4
Endodesmia,1
Endopleura,1
Endressia,2
Enemion,6
Engelhardia,11
Englerocharis,6
Englerodaphne,3
Engomegoma,1
Enicostema,3
Enkianthus,14
Enkleia,3
Hypoxis,92
Entandrophragma,11
Entelea,1
Eomecon,1
Ephedranthus,7
Ephippiandra,7
Epicharis,7
Epifagus,2
Epigaea,4
Epinicereus,1
Epiphyllum,17
Epirixanthes,7
Epistemma,4
Epithelantha,10
Epithema,20
Epixiphium,1
Epixochia,2
Eranthemum,24
Eranthis,9
Erblichia,1
Ercilla,2
Eremalche,3
Eremobium,1
Eremoblastus,1
Eremocarya,2
Eremodaucus,1
Eremogeton,1
Eremomastax,1
Eremophea,2
Eremophyton,1
Eremosyne,1
Eremotropa,1
Erepsia,30
Ergocarpon,1
Eriandra,1
Erianthemum,17
Ipheion,3
Iphigenia,12
Ismene,11
Ixiolirion,4
Liriope,7
Ophiopogon,76
Peliosanthes,38
Petermannia,1
Ranalisma,4
Erigenia,1
Erinocarpus,1
Erinus,2
Eriocapitella,6
Eriodictyon,10
Tecophilaea,2
Zephyra,2
Johnsonia,5
Jaimehintonia,1
Japonolirion,1
Kniphofia,72
Eriolaena,27
Eriosolena,2
Eriostemon,4
Eriostylos,1
Kuntheria,1
Eriotheca,32
Erisma,23
Erismadelphus,2
Eritrichium,78
Kupea,2
Kabuyea,1
Erocallis,1
Lilium,120
Luzuriaga,5
Ertela,2
Eruca,4
Erucaria,10
Erucastrum,27
Leucocoryne,49
Erythranthe,130
Ledebouria,60
Lomandra,53
Erythrochiton,7
Erythropalum,1
Erythrophysa,9
Erythroxylum,270
Lachenalia,135
Lycoris,23
Escallonia,50
Eschscholzia,15
Escobedia,7
Escontria,1
Esenbeckia,36
Espostoa,11
Espostocactus,3
Espostoopsis,1
Esterhazya,6
Esterhuysenia,5
Eubotryoides,1
Eubotrys,3
Eubrachion,2
Euchaetis,23
Euchilus,5
Euchorium,1
Euclidium,1
Eucnide,14
Eucodonia,2
Eucommia,1
Eucryphia,10
Eucrypta,2
Eudema,11
Eudianthe,2
Euglypha,1
Eulychnia,10
Eunomia,4
Burchellia,1
Euphorianthus,1
Euphrasia,251
Burckella,13
Euphronia,3
Euplassa,20
Eupomatia,3
Euptelea,2
Eureiandra,8
Euroschinus,9
Leptochiton,2
Leucojum,3
Lapiedra,1
Limnophyton,3
Limnocharis,2
Euryale,1
Eurycoma,3
Eurycorymbus,1
Luronium,1
Euryodendron,1
Eurytaenia,2
Eusideroxylon,1
Eustegia,5
Eustigma,4
Eustoma,2
Euthemis,2
Ludovia,3
Euxylophora,1
Evonymopsis,4
Evotrochis,7
Exaculum,1
Exbucklandia,3
Excentradenia,4
Exoacantha,1
Exocarpos,26
Exochaenium,22
Exomis,1
Exothea,3
Ezosciadium,1
Facchinia,7
Facheiroa,7
Fadenia,1
Leucocrinum,1
Fagaropsis,4
Fagraea,65
Faguetia,1
Lapageria,1
Falcaria,1
Falcatifolium,7
Fallopia,16
Fanninia,1
Farmeria,2
Faroa,19
Farsetia,27
Fatoua,3
Faucaria,8
Faurea,15
Fegimanra,3
Leopoldia,15
Fendlera,3
Fendlerella,4
Fenerivia,11
Fenestraria,1
Fergania,1
Ferocactus,30
Feroniella,1
Ferulopsis,1
Fevillea,8
Fezia,1
Fibigia,3
Ficalhoa,1
Massonia,29
Muscari,48
Melanthium,4
Maianthemum,40
Burnettia,1
Merwilla,3
Burretiokentia,5
Fieldia,1
Filetia,9
Metanarthecium,1
Filicium,3
Finlaysonia,6
Finschia,4
Firmiana,18
Fischeria,14
Fissistigma,61
Fittonia,2
Fitzroya,1
Flabellaria,1
Flabellariopsis,1
Fleurydora,1
Flindersia,17
Floerkea,1
Floydia,1
Milla,11
Fockea,6
Foeniculum,5
Foleyola,1
Fonkia,1
Forchhammeria,16
Forcipella,6
Forgesia,1
Forsskaolea,7
Forstera,7
Fortunearia,1
Fortuynia,1
Fothergilla,4
Fouquieria,11
Fourraea,1
Franciscodendron,1
Francoa,1
Mathieua,1
Frankenia,77
Franklandia,2
Franklinia,1
Frasera,15
Fraunhofera,1
Butia,25
Fremontodendron,2
Freylinia,10
Freziera,74
Miersia,7
Friesodielsia,49
Frithia,2
Froelichia,15
Froelichiella,1
Froesia,5
Froesiodendron,3
Frommia,1
Froriepia,1
Fryxellia,1
Milligania,5
Fuernrohria,1
Fuertesia,1
Fuertesimalva,16
Fumana,20
Fumaria,57
Fumariola,1
Funifera,4
Fusaea,2
Fusispermum,3
Gaiadendron,2
Galagania,6
Galax,1
Galitzkya,3
Gallesia,1
Galpinia,1
Galvezia,6
Gamanthus,5
Gambelia,4
Gamocarpha,13
Ganophyllum,2
Muilla,3
Gardneria,5
Garnieria,1
Garuga,4
Gasteranthus,40
Gastrocotyle,3
Medeola,1
Butyagrus,3
Gayophytum,9
Geijera,8
Geissanthus,52
Geissoloma,1
Geleznowia,6
Gelsemium,4
Genianthus,18
Geniostemon,5
Geniostoma,49
Nothoscordum,91
Narcissus,123
Nolina,30
Genlisea,30
Nerine,26
Byrsophyllum,2
Bystropogon,10
Notholirion,4
Gentianopsis,21
Gentianothamnus,1
Geocarpon,7
Geocaryum,4
Geocaulon,1
Geochorda,2
Geococcus,1
Geohintonia,1
Narthecium,8
Nanuza,3
Gerardiina,2
Namophila,1
Gerrardanthus,5
Gesneria,70
Nietneria,2
Namaquanula,2
Gesnouinia,1
Getonia,1
Gevuina,1
Ghaznianthus,1
Ghikaea,1
Gibbaeum,18
Gibbsia,2
Gilesia,1
Gilia,39
Giliastrum,10
Gillbeea,3
Gilmania,1
Ginalloa,9
Gingidia,12
Ginoria,13
Girardinia,3
Gironniera,6
Gisekia,7
Gjellerupia,1
Glandonia,3
Glastaria,1
Glaucidium,1
Glaucium,24
Gleadovia,5
Glehnia,1
Glekia,1
Glenniea,8
Glia,3
Glinus,10
Glischrothamnus,1
Globimetula,13
Globularia,32
Globulariopsis,7
Gloeocarpus,1
Glossocalyx,1
Glossochilus,1
Glossoloma,31
Glossopetalon,2
Glossostelma,12
Glossostemon,1
Glossostigma,6
Glottiphyllum,16
Gloxinella,1
Gloxinera,3
Gloxinia,7
Gloxiniopsis,1
Glumicalyx,6
Gluta,35
Glycosmis,54
Glyphaea,2
Neoastelia,1
Glyptostrobus,1
Cabomba,6
Ornithogalum,200
Godoya,2
Goethalsia,1
Goldbachia,7
Gomortega,1
Gomphandra,44
Gomphocarpus,20
Gomphostigma,2
Gongrodiscus,3
Gongronema,8
Gongrospermum,1
Gongylocarpus,2
Gongylosciadium,1
Gongylotaxis,1
Goniocheton,4
Goniodiscus,1
Goniolimon,21
Goniostemma,3
Gonocalyx,11
Gonocarpus,41
Gonocaryum,11
Gonostegia,11
Gonystylus,32
Goodallia,1
Goodmania,1
Gordonia,22
Gosela,1
Gossypioides,2
Gossypium,55
Gouania,71
Goupia,2
Goyazia,3
Graderia,4
Graellsia,9
Grahamia,1
Grajalesia,1
Grammosciadium,4
Granitites,1
Graphandra,1
Graptopetalum,17
Graptophyllum,16
Grayia,3
Greeneocharis,2
Greenwayodendron,6
Grevea,3
Ornithoglossum,9
Greyia,3
Grielum,4
Grisollea,3
Gronovia,2
Grubbia,3
Guaiacum,6
Guapira,69
Guazuma,5
Guichenotia,17
Guiera,1
Guilfoylia,1
Guilleminea,8
Guindilia,3
Guioa,72
Guiraoa,1
Gunniopsis,14
Gurania,48
Gyminda,4
Gymnacranthera,7
Gymnanthera,2
Gymnema,52
Oziroe,5
Gymnemopsis,5
Gymnocarpos,11
Gymnophragma,1
Gymnopodium,2
Gymnospermium,11
Gymnostachyum,51
Gymnostemon,1
Gymnosteris,2
Gymnostoma,14
Gymnotheca,3
Gynatrix,2
Gynotroches,1
Gypsacanthus,1
Gypsophila,149
Gyrandra,6
Gyranthera,3
Gyrinops,9
Gyrocarpus,5
Gyrocaryum,1
Gyrocheilos,6
Gyrogyne,1
Gyroptera,3
Gyrostelma,1
Gyrostemon,13
Gyrotaenia,5
Haageocereus,17
Haagespostoa,3
Haberlea,1
Habrosia,1
Hachettea,1
Hackelia,54
Haematocarpus,2
Haematostaphis,1
Pseudomuscari,7
Halacsya,1
Halerpestes,9
Halesia,2
Halfordia,1
Halgania,17
Pseudogaltonia,2
Paris,27
Halimocnemis,6
Halleria,5
Halocarpus,3
Halocnemum,2
Halopeplis,3
Halophytum,1
Pasithea,1
Halosarcia,6
Halostachys,1
Halothamnus,10
Haloxylon,9
Hamadryas,5
Puschkinia,3
Hammeria,3
Petrosavia,2
Hampea,21
Hanburia,7
Hannafordia,3
Hannoa,2
Hanseniella,2
Haplanthodes,4
Haplanthus,4
Haplocoelopsis,1
Haplocoelum,5
Haplolobus,30
Haplophyllum,72
Paradisea,2
Haplosciadium,1
Haptanthus,1
Harmandia,1
Polygonatum,76
Harmsia,2
Harpagocarpus,1
Harpagophytum,2
Harperella,1
Harpochilus,3
Harpullia,28
Harrimanella,2
Harrisia,20
Harrisinopsis,1
Harrisonia,3
Hartleya,1
Hartliella,5
Hartmanthus,2
Hartogiopsis,1
Harungana,3
Harveya,29
Hatiora,3
Haussknechtia,1
Havetiopsis,1
Haya,1
Hebanthe,6
Hebenstretia,25
Hebepetalum,3
Heberdenia,1
Hectorella,1
Hedbergia,3
Hedraianthera,1
Hedycarya,16
Hedyosmum,45
Prosartes,6
Pauridia,35
Heimia,4
Heisteria,38
Heladena,2
Helia,8
Phormium,2
Philesia,1
Heliamphora,18
Helianthostylis,2
Helicanthes,2
Helicia,111
Heliciopsis,14
Helicostylis,8
Helicteres,73
Helietta,11
Helinus,5
Heliocarpus,13
Heliocarya,1
Heliochia,3
Heliophila,100
Heliorhipsalis,1
Helioselenius,2
Pleea,1
Posidonia,10
Phyllospadix,6
Heliphyllum,3
Potamogeton,169
Helleborus,16
Helmontia,4
Helosciadium,8
Helosis,3
Hemandradenia,2
Hemiboea,45
Hemichaena,5
Hemichroa,1
Hemicrambe,3
Hemigraphis,35
Hemipogon,9
Hemistylus,4
Hemsleya,26
Henckelia,79
Hennecartia,1
Henrya,3
Henslowia,3
Hepatica,9
Heppiella,4
Heptaptera,8
Prospero,18
Herbstia,1
Hereroa,28
Peltophyllum,2
Herissantia,5
Heritiera,40
Hermbstaedtia,13
Hernandia,26
Herniaria,33
Herpetacanthus,21
Herrania,18
Hesperis,53
Hesperochiron,5
Heteradelphia,2
Heterocaryum,2
Heterochroa,6
Heteromorpha,8
Heterosamara,5
Heterostachys,2
Heterostemma,42
Heuchera,46
Hexalobus,5
Hexapora,1
Pseudotrillium,1
Hexaspora,1
Hexatheca,5
Heynea,2
Heynella,1
Hibbertia,326
Hibiscadelphus,9
Proiphys,5
Pseudoprospero,1
Hicksbeachia,2
Phaedranassa,10
Hiernia,1
Hildegardia,12
Hilleria,3
Hilliella,10
Hippocratea,4
Hippophae,8
Hippuris,4
Hiptage,47
Hiraea,81
Hirschfeldia,1
Hladnikia,1
Hochreutinera,2
Hodgsonia,2
Hohenackeria,2
Hoheria,7
Holigarna,9
Hollandaea,4
Hollermayera,1
Holographis,18
Holoptelea,2
Holoregmia,1
Holosteum,6
Holzneria,2
Homalocarpus,6
Homalosciadium,1
Honckenya,1
Hoodia,13
Hoodiapelia,1
Hoodiorbea,1
Hoodiotriche,1
Hooglandia,1
Hopea,121
Pentastemona,2
Hoplestigma,2
Hoppea,2
Hormathophylla,10
Hornea,1
Hornschuchia,12
Hornungia,4
Horovitzia,1
Horsfieldia,106
Horstrissea,1
Hortia,10
Hortonia,3
Hosiea,2
Hottonia,2
Houttuynia,1
Hovenia,4
Howittia,1
Placea,6
Phycella,5
Hua,1
Hualania,1
Huberodendron,4
Hudsonia,3
Pamianthe,2
Huertea,4
Hugonia,48
Huidobria,1
Hulemacanthus,2
Hullettia,2
Humbertiella,7
Humbertioturraea,7
Humiria,4
Humiriastrum,16
Humulus,7
Huodendron,5
Hyalocalyx,2
Hyalolaena,9
Hyalosepalum,5
Hybanthus,51
Hydnora,7
Hydrangea,91
Hydrobryum,33
Hydrocotyle,191
Hydrolea,14
Hydrophyllum,10
Hydrostachys,22
Hydrotriche,4
Hylenaea,3
Hylomecon,4
Hylomyza,3
Plagiolirion,1
Hymenandra,16
Hymenidium,39
Pyrolirion,8
Hymenolaena,3
Hymenosporum,1
Hypecoum,17
Hypelate,1
Hyperbaena,23
Hypericum,525
Pancratium,23
Hypoestes,140
Hypolobus,1
Hypseocharis,6
Hypsophila,2
Ibatia,38
Iberis,31
Ibervillea,8
Ibicella,2
Icacina,5
Petronymphe,2
Ichthyostoma,1
Idahoa,1
Idertia,1
Idiospermum,1
Ildefonsia,1
Ileostylus,1
Paramongaia,1
Iliamna,8
Iljinia,1
Illecebrum,1
Illicium,38
Indagator,1
Indomelothria,2
Indorouchera,1
Inversodicraea,35
Iodes,21
Ionopsidium,8
Ipomopsis,29
Irania,5
Iresine,38
Irlbachia,8
Irvingbaileya,1
Irvingia,9
Iryanthera,22
Ruscus,7
Romnalda,4
Rohdea,19
Isatis,97
Rauhia,4
Ischnolepis,2
Isidodendron,1
Resnova,6
Isodendrion,4
Isopogon,37
Reineckea,1
Isopyrum,4
Isotheca,1
Itea,21
Ivanjohnstonia,1
Ixerba,1
Ixonanthes,3
Ripogonum,6
Kyphocarpa,3
Rhodophiala,25
Pachysandra,3
Quamoclidion,1
Quapoya,4
Rhodolirium,2
Quassia,2
Quetzalia,8
Quezeliantha,1
Quiabentia,2
Quidproquo,1
Quinchamalium,2
Quintinia,26
Quivisianthe,1
Rabiea,6
Ruppia,11
Radamaea,4
Radiola,1
Radlkofera,1
Radyera,2
Raffenaldia,2
Randonia,1
Ranopisoa,1
Viscainoa,2
Desmaria,1
Schelhammera,2
Schickendantziella,1
Scilla,89
Quillaja,2
Schoenocaulon,26
Scytopetalum,4
Schizocarphus,1
Schoenolirion,3
Sandersonia,1
Sagittaria,40
Speirantha,1
Scadoxus,9
Stenomesson,18
Sprekelia,2
Streptopus,11
Stypandra,2
Stawellia,2
Stenanthium,6
Caladium,19
Sphaeradenia,53
Schultesiophytum,1
Stelestylis,4
Smilax,261
Strumaria,27
Stuckenia,10
Sciaphila,49
Simethis,1
Sternbergia,8
Stemona,26
Spetaea,1
Sararanga,2
Soridium,1
Syringodium,2
Stichoneuron,5
Scoliopus,2
Semele,3
Ambilobea,1
Araracuara,1
Sowerbaea,5
Acunaeanthus,1
Triglochin,26
Tofieldia,14
Triuridopsis,2
Tulipa,95
Thoracocarpus,1
Trichlora,4
Tristagma,22
Toxicoscordion,8
Tulbaghia,28
Tricyrtis,24
Erythrostemon,32
Indodalzellia,1
Lasjia,5
Lemaireocereus,2
Micronychia,10
Mwasumbia,1
Neokochia,2
Nothorites,1
Pachebergia,1
Pilgerina,1
Pseudoridolfia,1
Roifia,1
Siphonandra,5
Staufferia,1
Virotia,6
Wiborgiella,10
Stenogonum,2
Thelionema,3
Thysanotus,53
Petroselinum,1
Grafia,1
Trachyandra,59
Trillium,56
Tricoryne,10
Triuris,4
Spirabutilon,1
Traubia,1
Scaraboides,1
Stevenia,8
Thyrsacanthus,7
Tabaroa,1
Vania,4
Vlokia,2
Billburttia,2
Cristonia,2
Chautemsia,1
Tupistra,26
Dielsiodoxa,6
Eremitilla,1
Gereaua,1
Litostigma,4
Montitega,1
Polemanniopsis,2
Sargentodoxa,1
Triantha,4
Maclaudia,1
Sanguisorba,38
Equisetum,41
Lycopodium,11
Oubanguia,3
Pierrina,1
Selaginella,760
Allophylastrum,1
Ezoloba,1
Prunus,389
Spirobassia,1
Herpetospermum,4
Androcalva,33
Alchemilla,776
Liebigia,12
Leobordea,49
Muellera,32
Microchirita,55
Cotoneaster,270
Theropogon,1
Ceratopteris,9
Crataegus,277
Cephalophis,1
Rubus,1784
Eokochia,1
Ivania,2
Hondurodendron,1
Tripladenia,1
Spiraea,153
Triteleia,17
Kuramosciadium,1
Lophogyne,13
Paragoodia,1
Petrocodon,56
Punotia,1
Triteleiopsis,1
Sohnreyia,5
Trihesperus,2
Trochantha,2
Yasunia,2
Trichopetalum,2
Stegnosperma,4
Ungernia,10
Urceolina,26
Urceocharis,1
Uvularia,5
Vellozia,132
Veratrum,26
Vagaria,2
Veltheimia,2
Wurmbea,54
Whiteheadia,1
Walleria,3
Wiesneria,3
Worsleya,1
Xanthorrhoea,28
Xerophyllum,2
Xeronema,2
Xerolirion,1
Yucca,51
Zannichellia,6
Zephyranthes,87
Zagrosia,1
Zostera,15
Kihansia,2
Martellidendron,6
Zigadenus,1
Thalassodendron,3
Odontostomum,1
Acanthocarpus,7
Acanthochlamys,1
Acis,9
Agapanthus,7
Agave,273
Agrostocrinum,2
Alania,1
Albidella,4
Albuca,169
Aletris,24
Alisma,14
Allium,965
Alrawia,2
Alstroemeria,145
Althenia,10
Amana,6
Amaryllis,3
Amianthium,1
Ammocharis,7
Amphibolis,2
Androstephium,2
Anemarrhena,1
Anthericum,9
Anticlea,10
Aphyllanthes,1
Apodolirion,6
Aponogeton,61
Arachnitis,1
Arnocrinum,3
Arthropodium,9
Baeometra,1
Baldellia,3
Barbacenia,111
Barbaceniopsis,4
Barnardia,2
Beaucarnea,12
Behnia,1
Bellevalia,73
Adelonema,16
Beschorneria,8
Bessera,3
Blandfordia,4
Bloomeria,3
Bomarea,129
Boophone,2
Borya,12
Bowiea,1
Brimeura,3
Brodiaea,17
Brunsvigia,19
Bulbine,82
Bulbinella,25
Burchardia,6
