binominal,F01286,F01287,F01289,F01290,F00004,F00043,F00645
Ardisia depressa,Ardisia,depressa,Primulaceae,Ericales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Eurya japonica,Eurya,japonica,Pentaphylacaceae,Ericales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Diospyros strigosa,Diospyros,strigosa,Ebenaceae,Ericales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Barringtonia racemosa,Barringtonia,racemosa,Lecythidaceae,Ericales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Myrsine seguinii,Myrsine,seguinii,Primulaceae,Ericales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Betula albosinensis,Betula,albosinensis,Betulaceae,Fagales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Carpinus cordata,Carpinus,cordata,Betulaceae,Fagales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Betula dahurica,Betula,dahurica,Betulaceae,Fagales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Lithocarpus fenestratus,Lithocarpus,fenestratus,Fagaceae,Fagales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Quercus aliena,Quercus,aliena,Fagaceae,Fagales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Quercus variabilis,Quercus,variabilis,Fagaceae,Fagales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Quercus wutaishanica,Quercus,wutaishanica,Fagaceae,Fagales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,EM
Aidia oxyodonta,Aidia,oxyodonta,Rubiaceae,Gentianales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Ginkgo biloba,Ginkgo,biloba,Ginkgoaceae,Ginkgoales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Fraxinus chinensis,Fraxinus,chinensis,Oleaceae,Lamiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Syringa reticulata,Syringa,reticulata,Oleaceae,Lamiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM + EM
Cryptocarya concinna,Cryptocarya,concinna,Lauraceae,Laurales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Machilus breviflora,Machilus,breviflora,Lauraceae,Laurales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Machilus shweliensis,Machilus,shweliensis,Lauraceae,Laurales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Ocotea lancifolia,Ocotea,lancifolia,Lauraceae,Laurales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Cinnamomum camphora,Cinnamomum,camphora,Lauraceae,Laurales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Lindera communis,Lindera,communis,Lauraceae,Laurales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Goniothalamus griffithii,Goniothalamus,griffithii,Annonaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Liriodendron chinense,Liriodendron,chinense,Magnoliaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Magnolia championii,Magnolia,championii,Magnoliaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Magnolia macclurei,Magnolia,macclurei,Magnoliaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Magnolia maudiae,Magnolia,maudiae,Magnoliaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Magnolia ernestii,Magnolia,ernestii,Magnoliaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Magnolia odora,Magnolia,odora,Magnoliaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Knema erratica,Knema,erratica,Myristicaceae,Magnoliales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Populus cathayana,Populus,cathayana,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM + EM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM + EM
Alchornea tiliifolia,Alchornea,tiliifolia,Euphorbiaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Macaranga sampsonii,Macaranga,sampsonii,Euphorbiaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Sterculia nobilis,Sterculia,nobilis,Malvaceae,Malvales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Tilia mandshurica,Tilia,mandshurica,Malvaceae,Malvales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Tilia mongolica,Tilia,mongolica,Malvaceae,Malvales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Memecylon nigrescens,Memecylon,nigrescens,Melastomataceae,Myrtales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Syzygium hancei,Syzygium,hancei,Myrtaceae,Myrtales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Syzygium levinei,Syzygium,levinei,Myrtaceae,Myrtales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Syzygium szemaoense,Syzygium,szemaoense,Myrtaceae,Myrtales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Larix gmelinii,Larix,gmelinii,Pinaceae,Pinales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Picea meyeri,Picea,meyeri,Pinaceae,Pinales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Picea wilsonii,Picea,wilsonii,Pinaceae,Pinales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Pinus armandii,Pinus,armandii,Pinaceae,Pinales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Pinus tabuliformis,Pinus,tabuliformis,Pinaceae,Pinales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EM
Dacrycarpus imbricatus,Dacrycarpus,imbricatus,Podocarpaceae,Pinales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Ulmus macrocarpa,Ulmus,macrocarpa,Ulmaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Ulmus davidiana,Ulmus,davidiana,Ulmaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM + EM
Malus baccata,Malus,baccata,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Pyrus betulifolia,Pyrus,betulifolia,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Sanguisorba officinalis,Sanguisorba,officinalis,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Aphanamixis polystachya,Aphanamixis,polystachya,Meliaceae,Sapindales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Dysoxylum excelsum,Dysoxylum,excelsum,Meliaceae,Sapindales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Acronychia pedunculata,Acronychia,pedunculata,Rutaceae,Sapindales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Canarium album,Canarium,album,Burseraceae,Sapindales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Acer davidii,Acer,davidii,Sapindaceae,Sapindales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM
Acer truncatum,Acer,truncatum,Sapindaceae,Sapindales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM + EM
Rhodoleia championii,Rhodoleia,championii,Hamamelidaceae,Saxifragales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Dicranopteris linearis,Dicranopteris,linearis,Gleicheniaceae,Gleicheniales,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",C3,
Acacia auriculiformis,Acacia,auriculiformis,Fabaceae,Fabales,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",C3,
Gordonia axillaris,Gordonia,axillaris,Theaceae,Ericales,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",,
Cunninghamia lanceolata,Cunninghamia,lanceolata,Cupressaceae,Pinales,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",C3,
Magnolia baillonii,Magnolia,baillonii,Magnoliaceae,Magnoliales,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",C3,
Endospermum chinense,Endospermum,chinense,Euphorbiaceae,Malpighiales,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",C3,
Cryptocarya chinensis,Cryptocarya,chinensis,Lauraceae,Laurales,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",C3,
Abies fargesii,Abies,fargesii,Pinaceae,Pinales,"Pu X, Yin C, Xioa Q, Qiao M, Liu Q. 2016. Fine roots branch orders of Abies faxoniana respond differentially to warming in a subalpine coniferous forest ecosystem. Agroforestry Systems online article. doi:10.1007/s10457-016-9970-7",C3,
Quercus robur,Quercus,robur,Fagaceae,Fagales," Zadworny M, McCormack ML, Rawlik K, Jagodzinski AM. 2015. Seasonal variation in chemistry, but not morphology, in roots of Quercus robur growing in different soil types. Tree Physiology 35: 644-652.",C3,
Acer negundo,Acer,negundo,Sapindaceae,Sapindales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Acer rubrum,Acer,rubrum,Sapindaceae,Sapindales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Acer saccharum,Acer,saccharum,Sapindaceae,Sapindales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Carya glabra,Carya,glabra,Juglandaceae,Fagales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Juglans nigra,Juglans,nigra,Juglandaceae,Fagales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Liriodendron tulipifera,Liriodendron,tulipifera,Magnoliaceae,Magnoliales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Pinus strobus,Pinus,strobus,Pinaceae,Pinales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Pinus virginiana,Pinus,virginiana,Pinaceae,Pinales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Populus tremuloides,Populus,tremuloides,Salicaceae,Malpighiales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Quercus alba,Quercus,alba,Fagaceae,Fagales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Quercus rubra,Quercus,rubra,Fagaceae,Fagales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Sassafras albidum,Sassafras,albidum,Lauraceae,Laurales,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",C3,
Pinus elliottii,Pinus,elliottii,Pinaceae,Pinales,"Kou L, Guo D, Yang H, Gao W, Li S. 2015. Growth, morphological traits and mycorrhizal colonization of fine roots respond differently to nitrogen addition in a slash pine plantation in subtropical China. Plant Soil 391: 207-218.",C3,
Salix gordejevii,Salix,gordejevii,Salicaceae,Malpighiales,"Huang G, Zhao  X-Y, Zhao H-L, Huang Y-X, Zuo X-A. 2010. Linking root morphology, longevity and function to root branch order: a case study in three shrubs. Plant Soil 336: 197-208.",C3,
Artemisia halodendron,Artemisia,halodendron,Asteraceae,Asterales,"Huang G, Zhao  X-Y, Zhao H-L, Huang Y-X, Zuo X-A. 2010. Linking root morphology, longevity and function to root branch order: a case study in three shrubs. Plant Soil 336: 197-208.",C3,
Caragana microphylla,Caragana,microphylla,Fabaceae,Fabales,"Huang G, Zhao  X-Y, Zhao H-L, Huang Y-X, Zuo X-A. 2010. Linking root morphology, longevity and function to root branch order: a case study in three shrubs. Plant Soil 336: 197-208.",C3,
Pinus sylvestris,Pinus,sylvestris,Pinaceae,Pinales,"Zadworny M, McCormack ML, Mucha J, Reich PB, Oleksyn. 2016. Scots pine fine roots adjust along a 2000-km latitudinal climatic gradient. New Phytologist 212: 389-399. Zadworny M, McCormack ML, Zytkowiak R, Karolewski P, Mucha J, Oleksyn J. 2017. Patterns of structural and defense investments in fine roots of Scots pine (Pinus sylvestris L.) across a strong temperature and latitudinal gradient in Europe. Global Change Biology 23: 1218-1231.",C3,
Cupressus funebris,Cupressus,funebris,Cupressaceae,Pinales,"Su Y, Li X, Liu Y, Li J, Yin H, Wang Z. 2015. Fine root morphology and biomass characteristics at preliminary stage of gap border trees of reformed low beneficial Cupressus funebris forests. Acta Botanica Boreali-Occidentalia Sinica 35: 0587-0593.",C3,
Cunninghamia lanceolata,Cunninghamia,lanceolata,Cupressaceae,Pinales,"Wang Z-H, Li R-X, Guan Z-W. 2013. Effects of thinning on fine-root morphology, biomass and N concentration of different branch orders of Chinese fir. Chinese Journal of Applied Ecology 24: 1487-1493.",C3,
Chamaecyparis obtusa,Chamaecyparis,obtusa,Cupressaceae,Pinales,"Doi R, Tanikawa T, Miyatani K, Hirano Y. 2017. Intraspecific variation in morphological traits of root branch orders in Chamaecyparis obtusa. Plant Soil 416: 503-513.",C3,
Acer pictum,Acer,pictum,Sapindaceae,Sapindales,"Razaq M, Zhang P, Shen H, Salahuddin. 2017. Influence of nitrogen and phosphorous on the growth and root morphology of Acer mono. PLoS ONE 12: e0171321.",C3,
Platycladus orientalis,Platycladus,orientalis,Cupressaceae,Pinales,"Li R, Peng T, Liu N, Wang D, Jiangang M, Guan Q. 2013. Response of carbon storage, fine root biomass and morphology to thinning in Platycladus orientalis plantation. Journal of Northeast Forestry university 41: 34-38.",C3,
Juglans mandshurica,Juglans,mandshurica,Juglandaceae,Fagales,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",C3,
Fraxinus mandshurica,Fraxinus,mandshurica,Oleaceae,Lamiales,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",C3,
Phellodendron amurense,Phellodendron,amurense,Rutaceae,Sapindales,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",C3,
Larix gmelinii,Larix,gmelinii,Pinaceae,Pinales,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",C3,
Pinus koraiensis,Pinus,koraiensis,Pinaceae,Pinales,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",C3,
Picea koraiensis,Picea,koraiensis,Pinaceae,Pinales,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",C3,
Larix gmelinii,Larix,gmelinii,Pinaceae,Pinales,"Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815",C3,EM
Juglans mandshurica,Juglans,mandshurica,Juglandaceae,Fagales,"Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815",C3,AM
Acer saccharum,Acer,saccharum,Sapindaceae,Sapindales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Juniperus monosperma,Juniperus,monosperma,Cupressaceae,Pinales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Liriodendron tulipifera,Liriodendron,tulipifera,Magnoliaceae,Magnoliales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Picea glauca,Picea,glauca,Pinaceae,Pinales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Pinus edulis,Pinus,edulis,Pinaceae,Pinales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Pinus elliottii,Pinus,elliottii,Pinaceae,Pinales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Pinus resinosa,Pinus,resinosa,Pinaceae,Pinales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Populus balsamifera,Populus,balsamifera,Salicaceae,Malpighiales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Quercus alba,Quercus,alba,Fagaceae,Fagales,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",C3,
Acer saccharum,Acer,saccharum,Sapindaceae,Sapindales,Valverde et al (unpublished),C3,
Aesculus hippocastanum,Aesculus,hippocastanum,Sapindaceae,Sapindales,Valverde et al (unpublished),,
Aesculus parviflora,Aesculus,parviflora,Sapindaceae,Sapindales,Valverde et al (unpublished),C3,
Asimina triloba,Asimina,triloba,Annonaceae,Magnoliales,Valverde et al (unpublished),,
Catalpa bignonioides,Catalpa,bignonioides,Bignoniaceae,Lamiales,Valverde et al (unpublished),C3,
Cercidiphyllum japonicum,Cercidiphyllum,japonicum,Cercidiphyllaceae,Saxifragales,Valverde et al (unpublished),C3,
Chionanthus virginicus,Chionanthus,virginicus,Oleaceae,Lamiales,Valverde et al (unpublished),C3,
Cornus florida,Cornus,florida,Cornaceae,Cornales,Valverde et al (unpublished),C3,
Diospyros virginiana,Diospyros,virginiana,Ebenaceae,Ericales,Valverde et al (unpublished),C3,
Fraxinus americana,Fraxinus,americana,Oleaceae,Lamiales,Valverde et al (unpublished),C3,
Gleditsia triacanthos,Gleditsia,triacanthos,Fabaceae,Fabales,Valverde et al (unpublished),C3,
Halesia tetraptera,Halesia,tetraptera,Styracaceae,Ericales,Valverde et al (unpublished),,
Hamamelis virginiana,Hamamelis,virginiana,Hamamelidaceae,Saxifragales,Valverde et al (unpublished),,
Ilex opaca,Ilex,opaca,Aquifoliaceae,Aquifoliales,Valverde et al (unpublished),C3,
Juglans nigra,Juglans,nigra,Juglandaceae,Fagales,Valverde et al (unpublished),C3,
Koelreuteria paniculata,Koelreuteria,paniculata,Sapindaceae,Sapindales,Valverde et al (unpublished),C3,
