binominal,F01286,F01287,F01289,F01290,F00004_,F00043,F00645_,source,raw_state_record_from_publication,Dataset,OrigValueStr,F00004,F00645,references,referencesDataset,mycorrhizalAssociationType
Larix gmelinii,Larix,gmelinii,Pinaceae,Pinales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,EcM,Akhmetzhanova et al. 2012,EcM,Global 15N Database,EcM,"Ouimette A, Guo DL, Hobbie E, and Gu JC. 2012. Insights into root growth, function, and mycorrhizal abundance from chemical and isotopic data across root orders. Plant soil 367:313-326.",AM,"Ouimette A, Guo DL, Hobbie E, and Gu JC. 2012. Insights into root growth, function, and mycorrhizal abundance from chemical and isotopic data across root orders. Plant soil 367:313-326.",,AM
Lithocarpus chiungchungensis,Lithocarpus,chiungchungensis,Fagaceae,Fagales,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",,EcM,,,Independent evolutionary changes in fine-root traits among main clades during the diversification of,EcM,,,"Valverde-Barrantes O J, Horning A L, Smemo K A, Blackwood C B. 2016. Phylogenetically structured traits in root systems influence arbuscular mycorrhizal colonization in woody angiosperms. Plant and Soil, 404:1-12",,AM
Malus baccata,Malus,baccata,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,NM,FRED - Fine Root Ecology Database,AM/NM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Malus baccata,Malus,baccata,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,NM,Mycorrhizal Intensity Database Across the Former Soviet Union,AM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Malus baccata,Malus,baccata,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,AM,Mycorrhizal Intensity Database Across the Former Soviet Union,AM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Malus baccata,Malus,baccata,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,AM,FRED - Fine Root Ecology Database,AM/NM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Matteuccia struthiopteris,Matteuccia,struthiopteris,Onocleaceae,Polypodiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,mycorrhizal,Akhmetzhanova et al. 2012,AM,Mycorrhizal Intensity Database Across the Former Soviet Union,AM,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",AM,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,AM
Phellodendron amurense,Phellodendron,amurense,Rutaceae,Sapindales,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",C3,AM,Akhmetzhanova et al. 2012,NM,FRED - Fine Root Ecology Database,AM/NM,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",AM,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",,AM
Phellodendron amurense,Phellodendron,amurense,Rutaceae,Sapindales,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",C3,AM,Akhmetzhanova et al. 2012,NM,Mycorrhizal Intensity Database Across the Former Soviet Union,AM,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",AM,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",,AM
Phellodendron amurense,Phellodendron,amurense,Rutaceae,Sapindales,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",C3,AM,Akhmetzhanova et al. 2012,AM,FRED - Fine Root Ecology Database,AM/NM,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",AM,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",,AM
Phellodendron amurense,Phellodendron,amurense,Rutaceae,Sapindales,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",C3,AM,Akhmetzhanova et al. 2012,AM,Mycorrhizal Intensity Database Across the Former Soviet Union,AM,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",AM,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",,AM
Pinus sylvestris,Pinus,sylvestris,Pinaceae,Pinales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,EcM,Wang&Qiu2006,EcM/NM,Abisko & Sheffield Database,EcM,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",EcM,"Goebel M, Hobbie SE, Bulaj B, Zadworny M, Archibald DD, Oleksyn J, Reich PB, Eissenstat DM. 2011. Decomposition of the finest root branching orders: linking belowground dynamics to fine-root function and structure. Ecological Monographs 81: 89-102.",,EcM
Pinus sylvestris,Pinus,sylvestris,Pinaceae,Pinales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,EcM,Akhmetzhanova et al. 2012,EcM,Abisko & Sheffield Database,EcM,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",EcM,"Goebel M, Hobbie SE, Bulaj B, Zadworny M, Archibald DD, Oleksyn J, Reich PB, Eissenstat DM. 2011. Decomposition of the finest root branching orders: linking belowground dynamics to fine-root function and structure. Ecological Monographs 81: 89-102.",,EcM
Populus cathayana,Populus,cathayana,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,,,Mycorrhiza Database,EcM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Populus cathayana,Populus,cathayana,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,,,FRED - Fine Root Ecology Database,AM/EcM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Populus deltoides,Populus,deltoides,Salicaceae,Malpighiales," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",C3,AM,Wang&Qiu2006,AM,Mycorrhizal Intensity Database Across the Former Soviet Union,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",AM,"Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",,AM
Populus deltoides,Populus,deltoides,Salicaceae,Malpighiales," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",C3,AM,Wang&Qiu2006,AM,Mycorrhizal Intensity Database Across the Former Soviet Union,EcM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",AM,"Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",,AM
Populus deltoides,Populus,deltoides,Salicaceae,Malpighiales," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",C3,AM,Akhmetzhanova et al. 2012,EcM,Mycorrhizal Intensity Database Across the Former Soviet Union,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",AM,"Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",,AM
Populus deltoides,Populus,deltoides,Salicaceae,Malpighiales," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",C3,AM,Akhmetzhanova et al. 2012,EcM,Mycorrhizal Intensity Database Across the Former Soviet Union,EcM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",AM,"Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",,AM
Populus koreana,Populus,koreana,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,,,,,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Functional Ecology 32: 29-39",,AM/EcM
Prunus avium,Prunus,avium,Rosaceae,Rosales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM,Akhmetzhanova et al. 2012,EcM,FRED - Fine Root Ecology Database,NM,,,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",,AM
Prunus avium,Prunus,avium,Rosaceae,Rosales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM,Akhmetzhanova et al. 2012,EcM,Ecological Flora of the British Isles,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Prunus avium,Prunus,avium,Rosaceae,Rosales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM,Akhmetzhanova et al. 2012,EcM,BIOPOP: Functional Traits for Nature Conservation,EcM,,,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",,AM
Prunus avium,Prunus,avium,Rosaceae,Rosales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM,Akhmetzhanova et al. 2012,EcM,FRED - Fine Root Ecology Database,NM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
