binominal,root_order,RD,SRL,references,genus,species,family,order,state
Cydonia_oblonga,,-0.9182927345448282,2.2425130299388965,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cydonia,oblonga,Rosaceae,Rosales,AM
Cyperus_difformis,,-0.6674794338113675,4.195245147157833,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Cyperus,difformis,Cyperaceae,Poales,NMAM
Cytisus_grandiflorus,,-0.2984060358147566,1.1790898931449363,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cytisus,grandiflorus,Fabaceae,Fabales,AM
Dacrycarpus_dacrydioides,,-0.5039101966079766,2.8782873307037025,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Dacrycarpus,dacrydioides,Podocarpaceae,Pinales,AM
Dacrydium_cupressinum,,-0.672834879248067,3.2849865081609457,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Dacrydium,cupressinum,Podocarpaceae,Pinales,AM
Dacrydium_gracile,,-0.6022101855678432,2.8637767814029216,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Dacrydium,gracile,Podocarpaceae,Pinales,AM
Dacrydium_pectinatum,,-0.5807117512301572,2.705563779182268,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Dacrydium,pectinatum,Podocarpaceae,Pinales,AM
Dactylis_glomerata,,-1.5883836306715444,5.8174593452660055,"<ArrowStringArray>
[                                                                    'Ryser P, Lambers H. 1995. Root and leaf attributes accounting for the performance of fast and slow-growing grasses at different nutrient supply. Plant and Soil 170: 251-265, 1995.',
                                                                     'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                               'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219',
    'Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                                                                                                                                                                                 'Comas - Pasture species']
Length: 6, dtype: str",Dactylis,glomerata,Poaceae,Poales,AM
Dalea_purpurea,,-0.9786981920027721,3.9247991068600374,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",Dalea,purpurea,Fabaceae,Fabales,AM
Danthonia_intermedia,,-0.9744496460476871,2.7450339821360643,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Danthonia,intermedia,Poaceae,Poales,AM
Daucus_carota,,-1.6269474565705004,5.8395161225355094,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                    'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 3, dtype: str",Daucus,carota,Apiaceae,Apiales,AM
Deschampsia_cespitosa,,-1.7147984280919266,4.852030263919617,"<ArrowStringArray>
['Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219']
Length: 1, dtype: str",Deschampsia,cespitosa,Poaceae,Poales,AM
Descurainia_sophia,,-2.0722673379318355,5.1278286821668875,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Descurainia,sophia,Brassicaceae,Brassicales,NM
Desmodium_canadense,,-1.0788096613719298,4.836281906951478,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Desmodium,canadense,Fabaceae,Fabales,AM
Dicksonia_squarrosa,,-0.416563973274428,2.803815831516592,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Dicksonia,squarrosa,Dicksoniaceae,Cyatheales,AM
Digitaria_setigera,,-1.0356374895067213,3.586015818654697,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Digitaria,setigera,Poaceae,Poales,AM
Doellingeria_umbellata,,-1.0376112671107107,4.744941478302148,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Doellingeria,umbellata,Asteraceae,Asterales,AM
Dovyalis_abyssinica,,-0.4780358009429998,2.3758355547336385,"<ArrowStringArray>
['Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.']
Length: 1, dtype: str",Dovyalis,abyssinica,Salicaceae,Malpighiales,AM
Draba_nemorosa,,-2.007306943920637,5.604183683891964,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Draba,nemorosa,Brassicaceae,Brassicales,NM
Dysoxylum_spectabile,,-0.08204192700361639,2.0624450465768707,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Dysoxylum,spectabile,Meliaceae,Sapindales,AM
Echinacea_serotina,,-0.8915981192837836,3.5553480614894135,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Echinacea,serotina,Asteraceae,Asterales,AM
Eclipta_prostrata,,-0.7194911558995473,3.4210000089583352,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Eclipta,prostrata,Asteraceae,Asterales,NMAM
Ehrharta_stipoides,,-1.7282920177308394,5.2733117457256995,"<ArrowStringArray>
['Hill JO, Simpson RJ, Moore AD, Chapman DF. 2006. Morphology and response of roots of pasture species to phosphorus and nitrogen nutrition. Plant and Soil 286: 7-19.']
Length: 1, dtype: str",Ehrharta,stipoides,Poaceae,Poales,AM
Ekebergia_capensis,,-0.3011050927839216,1.9892432737616872,"<ArrowStringArray>
['Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.']
Length: 1, dtype: str",Ekebergia,capensis,Meliaceae,Sapindales,AM
Elaeagnus_commutata,,-0.920298753271694,2.917456692508743,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Elaeagnus,commutata,Elaeagnaceae,Rosales,AM
Elaeocarpus_dentatus,,-0.5211164887848129,3.3367627618187212,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Elaeocarpus,dentatus,Elaeocarpaceae,Oxalidales,AM
Elaeocarpus_hookerianus,,-0.8581790688169395,3.5092922518629455,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Elaeocarpus,hookerianus,Elaeocarpaceae,Oxalidales,AM
Elymus_canadensis,,-1.74325506016844,5.098901371555127,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 2, dtype: str",Elymus,canadensis,Poaceae,Poales,AM
Elymus_lanceolatus,,-1.5087482869191498,4.551559169124093,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Elymus,lanceolatus,Poaceae,Poales,AM
Elymus_repens,,-1.1912997042025673,4.663275528495375,"<ArrowStringArray>
[                                   'Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                                            'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.',
                                                                                                                                                                                                                             'Craine J. Unpublished data.']
Length: 4, dtype: str",Elymus,repens,Poaceae,Poales,AM
Elymus_riparius,,-1.8244892938509738,5.299063020678885,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Elymus,riparius,Poaceae,Poales,AM
Elymus_virginicus,,-1.6250351096105256,5.642148918759129,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090', 'Comas - Pasture species']
Length: 2, dtype: str",Elymus,virginicus,Poaceae,Poales,AM
Ephedra_fragilis,,-0.6789813257443353,1.2210552998275395,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Ephedra,fragilis,Ephedraceae,Gnetales,AM
Eragrostis_trichodes,,-1.5606477482646683,4.290459441148391,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Eragrostis,trichodes,Poaceae,Poales,NMAM
Erigeron_canadensis,,-1.0498221244986778,4.77912349311153,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Erigeron,canadensis,Asteraceae,Asterales,AM
Erigeron_glabellus,,-1.1847149888114397,3.9811057282116824,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Erigeron,glabellus,Asteraceae,Asterales,AM
Erigeron_pumilus,,-1.6947235067164608,4.437386082817152,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Erigeron,pumilus,Asteraceae,Asterales,AM
Erysimum_inconspicuum,,-2.104554242494911,5.885458494246953,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Erysimum,inconspicuum,Brassicaceae,Brassicales,NM
Eucalyptus_grandis,,-0.9505222458837194,3.2622681366723527,"<ArrowStringArray>
['Germon A, Guerrini IA, Bordron B, Bouillet J-P, Nouvellon Y, de Moraes Goncalves JL, Jourdan C Paula RR, Laclau J-P. 2018. Consequences of mixing Acacia mangium and Eucalyptus grandis trees on soil exploration by fine-roots down to a depth of 17 m. Plant Soil 424: 203-220.']
Length: 1, dtype: str",Eucalyptus,grandis,Myrtaceae,Myrtales,EcMAM
Euphorbia_cyparissias,,-0.3581045367483269,1.8468787684491346,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Euphorbia,cyparissias,Euphorbiaceae,Malpighiales,AM
Eurotia_lanata,,-1.4045601699267831,4.37709589063546,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Eurotia,lanata,Amaranthaceae,Caryophyllales,AM
Fagus_grandifolia,,-0.5125189758696612,2.9809269817890933,"<ArrowStringArray>
[                                                                                                                                                   'Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.',
 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.',
                                                                                                                                            'Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.']
Length: 3, dtype: str",Fagus,grandifolia,Fagaceae,Fagales,EcM
Fagus_sylvatica,,-0.9192162786827301,3.2326123571815595,"<ArrowStringArray>
[                                 'Kubisch P, Hertel D, Leuschner C. 2015. Do ectomycorrhizal and arbuscular mycorrhizal temperate tree species systematically differ in root order-related fine root morphology and biomass? Frontiers in Plant Science 6(64): 1-12.',
 'Hertel D, Strecker T, Muller-Haubold H, Leuschner C. 2013. Fine root biomass and dynamics in beech forests across a precipitation gradient â is optimal resource partitioning theory applicable to water-limited mature trees? Journal of Ecology 101: 1183-1200.',
                                                                                       'Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.',
                                                                                                     'Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.',
                                               'Weemstra M, Sterck FJ, Visser EJW, Kuyper TW, Goudzwaard L, Mommer L. 2017. Fine-root trait plasticity of beech (Fagus sylvatica) and spruce (Picea abies) forests on two contrasting soils. Plant Soil 415: 175-188.',
                                                                                                  'Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.',
                          'Klingenberg E, Leuschner C. 2018. A belowground perspective of temperate old-growth forests: Fine root system structure in beech primeval and production forests. Forest Ecology and Management. Forest Ecology and Management 425: 68-74.']
Length: 7, dtype: str",Fagus,sylvatica,Fagaceae,Fagales,EcM
Fallopia_convolvulus,,-1.3862943611198906,5.303304908059076,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Fallopia,convolvulus,Polygonaceae,Caryophyllales,NMAM
Festuca_arundinacea,,-1.4034913859484122,5.324563186555312,"<ArrowStringArray>
[                                                              'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                                                                                                                                                                                 'Comas - Pasture species']
Length: 3, dtype: str",Festuca,arundinacea,Poaceae,Poales,AM
Festuca_christianii-bernardii,,-1.4034405199548612,5.271703847697988,"<ArrowStringArray>
[                       'Perez-Ramos IM, Volaire F, Fattet M, Blanchard A, Roumet C. Tradeoffs between functional strategies for resource-use and drought-survival in Mediterranean rangeland species. Environmental and Experimental Botany 87: 126-136.',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Festuca,christianii-bernardii,Poaceae,Poales,AM
Festuca_hallii,,-1.6001808911714235,4.418167587152136,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Festuca,hallii,Poaceae,Poales,AM
Festuca_ovina,,-1.5371172508544744,4.529206647181052,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 2, dtype: str",Festuca,ovina,Poaceae,Poales,AM
Festuca_rubra,,-1.6519975268528966,5.189655109840973,"<ArrowStringArray>
[                                   'Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285',
                                                               'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Festuca,rubra,Poaceae,Poales,AM
Ficus_carica,,-1.0000120724285002,3.0623500711846616,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Ficus,carica,Moraceae,Rosales,AM
Ficus_tikoua,,-0.5887871652357024,1.8794650496471605,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Ficus,tikoua,Moraceae,Rosales,AM
Fragaria_virginiana,,-1.7567785003328094,5.480531035188941,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Fragaria,virginiana,Rosaceae,Rosales,AM
Fraxinus_angustifolia,,-0.7818964304125747,2.937420688479367,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Fraxinus,angustifolia,Oleaceae,Lamiales,AM
Fraxinus_nigra,,-0.5509148621262682,3.2953635102374483,"<ArrowStringArray>
['Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 1, dtype: str",Fraxinus,nigra,Oleaceae,Lamiales,AM
Fuchsia_excorticata,,-1.0700664819963401,4.431153827467956,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Fuchsia,excorticata,Onagraceae,Myrtales,AM
Fumana_thymifolia,,-0.8833396317344692,1.7075845310126203,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Fumana,thymifolia,Cistaceae,Malvales,EcM
Gahnia_procera,,-1.1394342831883648,4.072439726834051,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Gahnia,procera,Cyperaceae,Poales,NMAM
Gahnia_xanthocarpa,,-0.7765287894989963,3.8199077165203406,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Gahnia,xanthocarpa,Cyperaceae,Poales,NMAM
Galearia_maingayi,,-0.6011150951134516,1.7291067837174938,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Galearia,maingayi,Pandaceae,Malpighiales,AM
Galium_boreale,,-1.7265336843103476,5.15235633994251,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Galium,boreale,Rubiaceae,Gentianales,NMAM
Genista_hirsuta,,-0.8415601857027184,2.4158881056500805,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Genista,hirsuta,Fabaceae,Fabales,AM
Genista_triacanthos,,-0.8679173212010655,2.5533958239963295,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Genista,triacanthos,Fabaceae,Fabales,AM
Gentiana_andrewsii,,-1.171182981502945,4.859812404361672,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Gentiana,andrewsii,Gentianaceae,Gentianales,AM
Geranium_rotundifolium,,-1.3509272172825992,5.428577790382191,"<ArrowStringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",Geranium,rotundifolium,Geraniaceae,Geraniales,AM
Gleichenia_microphylla,,-1.3093333199837622,3.756538102587751,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Gleichenia,microphylla,Gleicheniaceae,Gleicheniales,AM
Gliricidia_sepium,,-0.2930296787783762,3.475067230228611,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Gliricidia,sepium,Fabaceae,Fabales,AM
