binominal,root_order,RD,SRL,references,genus,species,family,order,state
Solidago_canadensis,,-1.5813364823232257,6.046421490121615,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Solidago,canadensis,Asteraceae,Asterales,AM
Solidago_missouriensis,,-1.1278866303423978,4.607294958060293,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Solidago,missouriensis,Asteraceae,Asterales,AM
Solidago_nemoralis,,-1.0028703838886068,5.764657181120432,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Comas - Pasture species']
Length: 2, dtype: str",Solidago,nemoralis,Asteraceae,Asterales,AM
Solidago_ptarmicoides,,-0.941608539858445,3.5263605246161616,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Solidago,ptarmicoides,Asteraceae,Asterales,AM
Solidago_rigida,,-0.729036753247427,3.586696471228973,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285',
                                                         'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.',
                                                                                                                                                                                          'Craine J. Unpublished data.']
Length: 3, dtype: str",Solidago,rigida,Asteraceae,Asterales,AM
Solidago_speciosa,,-0.9675840262617056,3.828641396489095,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Solidago,speciosa,Asteraceae,Asterales,AM
Sophora_microphylla,,-0.6643653791344931,3.267919444914978,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Sophora,microphylla,Fabaceae,Fabales,AM
Sorghastrum_nutans,,-1.3093333199837622,4.672828834461906,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Sorghastrum,nutans,Poaceae,Poales,AM
Sphaeralcea_coccinea,,-1.1510641486705337,4.1833313048084735,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Sphaeralcea,coccinea,Malvaceae,Malvales,AM
Sporobolus_heterolepis,,-1.0498221244986778,3.9512437185814275,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Sporobolus,heterolepis,Poaceae,Poales,AM
Stauracanthus_genistoides,,-0.816445396904439,2.5758454344059665,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Stauracanthus,genistoides,Fabaceae,Fabales,AM
Sticherus_cunninghamii,,-1.2378743560016174,2.8213788864092133,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Sticherus,cunninghamii,Gleicheniaceae,Gleicheniales,AM
Stipa_comata,,-1.5216232860523249,4.70389731137906,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Stipa,comata,Poaceae,Poales,AM
Stipa_krylovii,,-1.3093333199837622,4.746669748261791,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Stipa,krylovii,Poaceae,Poales,AM
Stipa_pennata,,-0.9369468409423073,3.9280901425386214,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Stipa,pennata,Poaceae,Poales,AM
Stipa_purpurea,,-0.527632742082372,0.03683325004534898,"<ArrowStringArray>
['Hong J, Ma X, Yan Y, Zhang X, Wang X. 2017. Which root traits determine nitrogen uptake by alpine plant species on the Tibetan Plateau? Plant Soil, in press. ']
Length: 1, dtype: str",Stipa,purpurea,Poaceae,Poales,AM
Stipa_spartea,,-1.3878956424868645,4.016647616554643,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Stipa,spartea,Poaceae,Poales,AM
Symphoricarpos_occidentalis,,-1.1944075872235103,3.893871976060932,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Symphoricarpos,occidentalis,Caprifoliaceae,Dipsacales,AM
Symphyotrichum_ciliolatum,,-1.7406861990440543,4.71076309414069,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Symphyotrichum,ciliolatum,Asteraceae,Asterales,AM
Symphyotrichum_ericoides,,-1.1199380753828623,4.491497441499515,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",Symphyotrichum,ericoides,Asteraceae,Asterales,AM
Symphyotrichum_falcatum,,-1.1673837560953204,4.13519143659285,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Symphyotrichum,falcatum,Asteraceae,Asterales,AM
Symphyotrichum_laeve,,-1.2039728043259361,4.48863636973214,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,laeve,Asteraceae,Asterales,AM
Symphyotrichum_novae-angliae,,-0.7765287894989963,3.9512437185814275,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,novae-angliae,Asteraceae,Asterales,AM
Symphyotrichum_oolentangiense,,-1.0498221244986778,4.465908118654584,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,oolentangiense,Asteraceae,Asterales,AM
Symphyotrichum_puniceum,,-1.2729656758128873,4.955827057601261,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,puniceum,Asteraceae,Asterales,AM
Syzygium_castaneum,,-0.7258582186077502,3.295399059743442,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,castaneum,Myrtaceae,Myrtales,AM
Syzygium_kunstleri,,-0.6145670804370882,3.0724849596523827,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,kunstleri,Myrtaceae,Myrtales,AM
Syzygium_maire,,-1.1034740880850173,4.267999807329096,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Syzygium,maire,Myrtaceae,Myrtales,AM
Syzygium_malaccense,,-1.2039728043259361,5.0795392727434665,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Syzygium,malaccense,Myrtaceae,Myrtales,AM
Syzygium_napiforme,,-0.8559602709658569,3.2558199100079093,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,napiforme,Myrtaceae,Myrtales,AM
Syzygium_pachysepalum,,-0.7011793522572096,2.9680612716289456,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,pachysepalum,Myrtaceae,Myrtales,AM
Syzygium_subdecussatum,,-0.4242657375718818,2.452792293230743,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,subdecussatum,Myrtaceae,Myrtales,AM
Tanaecium_pyramidatum,,-0.33678361735516227,2.966051958452808,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Tanaecium,pyramidatum,Bignoniaceae,Lamiales,AM
Taraxacum_campylodes,,-1.3798402338800921,5.2339855443800944,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                    'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090',
                                                                                                                                                                                                                                 'Comas - Pasture species',
                                                                                            'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 4, dtype: str",Taraxacum,campylodes,Asteraceae,Asterales,AM
Terminalia_amazonia,,-0.47658662231622245,2.5408591540055725,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Terminalia,amazonia,Combretaceae,Myrtales,AM
Ternstroemia_coriacea,,-0.27575350158650713,2.191122665144751,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Ternstroemia,coriacea,Pentaphylacaceae,Ericales,AM
Tetractomia_tetrandra,,-0.6866682144622362,3.6368951315477167,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Tetractomia,tetrandra,Rutaceae,Sapindales,AM
Teucrium_chamaedrys,,-1.156771202841642,4.885109863301713,"<ArrowStringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",Teucrium,chamaedrys,Lamiaceae,Lamiales,AM
Teucrium_charidemi,,-0.7959554005416274,1.2958499515570632,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Teucrium,charidemi,Lamiaceae,Lamiales,AM
Teucrium_fruticans,,-0.9641032490961401,2.7007519797555455,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Teucrium,fruticans,Lamiaceae,Lamiales,AM
Themeda_triandra,,-0.9942522733438669,4.1198498526304625,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Themeda,triandra,Poaceae,Poales,AM
Theobroma_cacao,,-0.579818495252942,3.4671238280745746,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Theobroma,cacao,Malvaceae,Malvales,AM
