binominal,F00056,F00679,F00727,F00004,F01286,F01287,F01289,F01290
Quercus suber,,0.345325,19.01307903,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Quercus,suber,Fagaceae,Fagales
Quintinia serrata,,0.3749,36.9481821375,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Quintinia,serrata,Paracryphiaceae,Paracryphiales
Ranunculus acris,,0.31,6.93,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 1, dtype: str",Ranunculus,acris,Ranunculaceae,Ranunculales
Rapanea australis,,0.405725,38.21212743,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Rapanea,australis,Primulaceae,Ericales
Rapanea divaricata,,0.3798166666666667,38.493833351666666,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Rapanea,divaricata,Primulaceae,Ericales
Ratibida pinnata,,0.44,56.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Ratibida,pinnata,Asteraceae,Asterales
Raukaua simplex,,0.36,31.8,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Raukaua,simplex,Araliaceae,Apiales
Rhamnus alaternus,,0.360625,16.15363044,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rhamnus,alaternus,Rhamnaceae,Rosales
Rhamnus lycioides,,0.318925,25.0890102,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rhamnus,lycioides,Rhamnaceae,Rosales
Rhododendron ponticum,,0.4272,17.37239566,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rhododendron,ponticum,Ericaceae,Ericales
Rhopalostylis sapida,,0.5126999999999999,22.273911252727274,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Rhopalostylis,sapida,Arecaceae,Arecales
Rhus chinensis,,0.698,5.36,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Rhus,chinensis,Anacardiaceae,Sapindales
Rhus typhina,,0.45,75.9,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.']
Length: 1, dtype: str",Rhus,typhina,Anacardiaceae,Sapindales
Rosa arkansana,,0.30555,41.52607134,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Rosa,arkansana,Rosaceae,Rosales
Rosa canina,,0.520525,12.6910533,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rosa,canina,Rosaceae,Rosales
Rosmarinus officinalis,,0.4243333333333334,11.791323485000001,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rosmarinus,officinalis,Lamiaceae,Lamiales
Rubia peregrina,,0.36250000000000004,104.1,"<ArrowStringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",Rubia,peregrina,Rubiaceae,Gentianales
Rubus allegheniensis,,0.194953059,26.21754555,"<ArrowStringArray>
['Caplan JS, Stone BWG, Faillace CA, Lafond JJ, Baumgarten JM, Mozdzer TJ, Dighton J, Meiners SJ, Grabosky JC, Ehrenfeld JG. 2017. Nutrient foraging strategies are associated with productivity and population growth in forest shrubs. Annals of Botany 119: 977-988.']
Length: 1, dtype: str",Rubus,allegheniensis,Rosaceae,Rosales
Rubus corchorifolius,,0.3,445.9,"<ArrowStringArray>
['Fu X, Wang J, Wang H, Dai X, Yang F, Zhao M. 2016. Response of the fine root production, phenology, and turnover rate of six shrub species from a subtropical forest to a soil moisture gradient and shading. Plant Soil 399: 135-146. ']
Length: 1, dtype: str",Rubus,corchorifolius,Rosaceae,Rosales
Rubus phoenicolasius,,0.22201385366666668,24.42402532,"<ArrowStringArray>
['Caplan JS, Stone BWG, Faillace CA, Lafond JJ, Baumgarten JM, Mozdzer TJ, Dighton J, Meiners SJ, Grabosky JC, Ehrenfeld JG. 2017. Nutrient foraging strategies are associated with productivity and population growth in forest shrubs. Annals of Botany 119: 977-988.']
Length: 1, dtype: str",Rubus,phoenicolasius,Rosaceae,Rosales
Rubus ulmifolius,,0.331959375,19.58026971,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rubus,ulmifolius,Rosaceae,Rosales
Rudbeckia hirta,,0.26374,297.15906531999997,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Rudbeckia,hirta,Asteraceae,Asterales
Rumex acetosa,,0.31,4.86,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 1, dtype: str",Rumex,acetosa,Polygonaceae,Caryophyllales
Rumex acetosella,,0.34,127.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Rumex,acetosella,Polygonaceae,Caryophyllales
Rungia pectinata,,0.444,18.47,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Rungia,pectinata,Acanthaceae,Lamiales
Rytidosperma caespitosum,,0.271,168.7,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Rytidosperma,caespitosum,Poaceae,Poales
Rytidosperma carphoides,,0.314,106.94999999999999,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Rytidosperma,carphoides,Poaceae,Poales
Rytidosperma pallidum,,0.463,41.599999999999994,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Rytidosperma,pallidum,Poaceae,Poales
Rytidosperma richardsonii,,0.20993748983333335,182.15906809166665,"<ArrowStringArray>
['Hill JO, Simpson RJ, Moore AD, Chapman DF. 2006. Morphology and response of roots of pasture species to phosphorus and nitrogen nutrition. Plant and Soil 286: 7-19.']
Length: 1, dtype: str",Rytidosperma,richardsonii,Poaceae,Poales
Salix atrocinerea,,0.379825,23.66340095,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Salix,atrocinerea,Salicaceae,Malpighiales
Sambucus canadensis,,0.40923999999999994,175.53813897999999,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Sambucus,canadensis,Adoxaceae,Dipsacales
Sanguisorba minor,,0.591324791,82.19547811833333,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.',
                                                                                                                                                                                                                                 'Comas - Pasture species']
Length: 4, dtype: str",Sanguisorba,minor,Rosaceae,Rosales
Schefflera digitata,,0.589175,45.29769569375,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Schefflera,digitata,Araliaceae,Apiales
Schizachyrium scoparium,,0.38405500000000004,53.878694195,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Craine J. Unpublished data.']
Length: 2, dtype: str",Schizachyrium,scoparium,Poaceae,Poales
Serissa japonica,,0.33,507.2,"<ArrowStringArray>
['Fu X, Wang J, Wang H, Dai X, Yang F, Zhao M. 2016. Response of the fine root production, phenology, and turnover rate of six shrub species from a subtropical forest to a soil moisture gradient and shading. Plant Soil 399: 135-146. ']
Length: 1, dtype: str",Serissa,japonica,Rubiaceae,Gentianales
Shorea acuminata,,0.418045,27.48305451,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Shorea,acuminata,Dipterocarpaceae,Malvales
Shorea leprosula,,0.341835294,24.9992726,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Shorea,leprosula,Dipterocarpaceae,Malvales
Shorea multiflora,,0.8817,1.940391478,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Shorea,multiflora,Dipterocarpaceae,Malvales
Sibbaldianthe bifurca,,0.265,51.66,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Sibbaldianthe,bifurca,Rosaceae,Rosales
Sida acuta,,0.408,19.09,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Sida,acuta,Malvaceae,Malvales
Sideritis pusilla,,0.314675,7.149525656,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Sideritis,pusilla,Lamiaceae,Lamiales
Silene rupestris,,0.576,17.65,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Silene,rupestris,Caryophyllaceae,Caryophyllales
Smilax aspera,,0.47006875,10.288543799,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Smilax,aspera,Smilacaceae,Liliales
Solanum americanum,,0.413,42.08,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Solanum,americanum,Solanaceae,Solanales
Solidago canadensis,,0.2057,422.59804968,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Solidago,canadensis,Asteraceae,Asterales
Solidago missouriensis,,0.323716667,100.2127031,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Solidago,missouriensis,Asteraceae,Asterales
Solidago nemoralis,,0.36682499999999996,318.82972445,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Comas - Pasture species']
Length: 2, dtype: str",Solidago,nemoralis,Asteraceae,Asterales
Solidago ptarmicoides,,0.39,34.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Solidago,ptarmicoides,Asteraceae,Asterales
Solidago rigida,,0.48237341100000003,36.114573113333336,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285',
                                                         'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.',
                                                                                                                                                                                          'Craine J. Unpublished data.']
Length: 3, dtype: str",Solidago,rigida,Asteraceae,Asterales
Solidago speciosa,,0.38,46.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Solidago,speciosa,Asteraceae,Asterales
Sophora microphylla,,0.5146000000000001,26.25665406,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Sophora,microphylla,Fabaceae,Fabales
Sorghastrum nutans,,0.27,107.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Sorghastrum,nutans,Poaceae,Poales
Sphaeralcea coccinea,,0.3163,65.5839699,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Sphaeralcea,coccinea,Malvaceae,Malvales
Sporobolus heterolepis,,0.35,52.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Sporobolus,heterolepis,Poaceae,Poales
Stauracanthus genistoides,,0.442,13.14242352,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Stauracanthus,genistoides,Fabaceae,Fabales
Sticherus cunninghamii,,0.29,16.8,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Sticherus,cunninghamii,Gleicheniaceae,Gleicheniales
Stipa comata,,0.218357143,110.3765069,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Stipa,comata,Poaceae,Poales
Stipa krylovii,,0.27,115.2,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Stipa,krylovii,Poaceae,Poales
Stipa pennata,,0.3918223068,50.809845382000006,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Stipa,pennata,Poaceae,Poales
Stipa purpurea,,0.59,1.03752,"<ArrowStringArray>
['Hong J, Ma X, Yan Y, Zhang X, Wang X. 2017. Which root traits determine nitrogen uptake by alpine plant species on the Tibetan Plateau? Plant Soil, in press. ']
Length: 1, dtype: str",Stipa,purpurea,Poaceae,Poales
Stipa spartea,,0.2496,55.51468701,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Stipa,spartea,Poaceae,Poales
Symphoricarpos occidentalis,,0.302883333,49.10063542,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Symphoricarpos,occidentalis,Caprifoliaceae,Dipsacales
Symphyotrichum ciliolatum,,0.1754,111.1369355,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Symphyotrichum,ciliolatum,Asteraceae,Asterales
Symphyotrichum ericoides,,0.32630000000000003,89.255,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",Symphyotrichum,ericoides,Asteraceae,Asterales
Symphyotrichum falcatum,,0.31118,62.50155501,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Symphyotrichum,falcatum,Asteraceae,Asterales
Symphyotrichum laeve,,0.3,89.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,laeve,Asteraceae,Asterales
Symphyotrichum novae-angliae,,0.46,52.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,novae-angliae,Asteraceae,Asterales
Symphyotrichum oolentangiense,,0.35,87.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,oolentangiense,Asteraceae,Asterales
Symphyotrichum puniceum,,0.28,142.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Symphyotrichum,puniceum,Asteraceae,Asterales
Syzygium castaneum,,0.48390909090909096,26.98818181818182,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,castaneum,Myrtaceae,Myrtales
Syzygium kunstleri,,0.540875,21.5955,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,kunstleri,Myrtaceae,Myrtales
Syzygium maire,,0.33171666666666666,71.37872154333333,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Syzygium,maire,Myrtaceae,Myrtales
Syzygium malaccense,,0.3,160.7,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Syzygium,malaccense,Myrtaceae,Myrtales
Syzygium napiforme,,0.424875,25.940875,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,napiforme,Myrtaceae,Myrtales
Syzygium pachysepalum,,0.496,19.454166666666666,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,pachysepalum,Myrtaceae,Myrtales
Syzygium subdecussatum,,0.65425,11.620750000000001,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Syzygium,subdecussatum,Myrtaceae,Myrtales
Tanaecium pyramidatum,,0.7140633341,19.4151163985,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Tanaecium,pyramidatum,Bignoniaceae,Lamiales
Taraxacum campylodes,,0.25161875,187.5387600625,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                    'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090',
                                                                                                                                                                                                                                 'Comas - Pasture species',
                                                                                            'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 4, dtype: str",Taraxacum,campylodes,Asteraceae,Asterales
Terminalia amazonia,,0.6208991421000001,12.690569442000001,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Terminalia,amazonia,Combretaceae,Myrtales
Ternstroemia coriacea,,0.759,8.94525,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Ternstroemia,coriacea,Pentaphylacaceae,Ericales
