binominal,state,F00679,F00727,F01286,F01287,F01289,F01290
Potentilla_acaulis,AM,0.24,84.315,Potentilla,acaulis,Rosaceae,Rosales
Potentilla_arguta,AM,0.3563166665,48.26818366,Potentilla,arguta,Rosaceae,Rosales
Potentilla_neumanniana,AM,0.4050379196666667,61.688939685,Potentilla,neumanniana,Rosaceae,Rosales
Potentilla_tanacetifolia,AM,0.25,69.11500000000001,Potentilla,tanacetifolia,Rosaceae,Rosales
Prionostemma_aspera,AM,0.6937513080000001,12.471204271,Prionostemma,aspera,Celastraceae,Celastrales
Prumnopitys_ferruginea,AM,0.8839461538461539,6.979458385846153,Prumnopitys,ferruginea,Podocarpaceae,Pinales
Prumnopitys_taxifolia,AM,0.7502000000000001,11.000643818857142,Prumnopitys,taxifolia,Podocarpaceae,Pinales
Prunella_vulgaris,AM,0.2309333333333333,261.4658699166667,Prunella,vulgaris,Lamiaceae,Lamiales
Prunus_serotina,AM,0.6328870967741935,20.557309837032257,Prunus,serotina,Rosaceae,Rosales
Prunus_virginiana,AM,0.356,53.49628026199999,Prunus,virginiana,Rosaceae,Rosales
Pseudopanax_crassifolius,AM,0.670125,24.09663212625,Pseudopanax,crassifolius,Araliaceae,Apiales
Pseudosclerochloa_rupestris,NMAM,0.164,142.6318101,Pseudosclerochloa,rupestris,Poaceae,Poales
Pseudotsuga_menziesii,EcM,0.57,24.7,Pseudotsuga,menziesii,Pinaceae,Pinales
Pseudowintera_colorata,AM,0.8361428571428571,13.577646933428571,Pseudowintera,colorata,Winteraceae,Canellales
Pterocarpus_indicus,AM,1.0,4.6000000000000005,Pterocarpus,indicus,Fabaceae,Fabales
Pueraria_stricta,AM,0.659,4.96,Pueraria,stricta,Fabaceae,Fabales
Pycnanthemum_virginianum,AM,0.34,84.0,Pycnanthemum,virginianum,Lamiaceae,Lamiales
Pyrus_bourgaeana,AM,0.42915,9.300307144,Pyrus,bourgaeana,Rosaceae,Rosales
Quercus_bicolor,EcM,0.5418454545454545,31.59566990818182,Quercus,bicolor,Fagaceae,Fagales
Quercus_canariensis,EcM,0.41375,12.84111203,Quercus,canariensis,Fagaceae,Fagales
Quercus_coccifera,EcM,0.472945833,9.962760294,Quercus,coccifera,Fagaceae,Fagales
Quercus_faginea,EcM,0.507925,8.208044292,Quercus,faginea,Fagaceae,Fagales
Quercus_glauca,EcM,0.22,65.31,Quercus,glauca,Fagaceae,Fagales
Quercus_ilex,EcM,0.5502375,7.357025472,Quercus,ilex,Fagaceae,Fagales
Quercus_lowii,EcM,0.367,30.974,Quercus,lowii,Fagaceae,Fagales
Quercus_macrocarpa,EcM,0.28756,47.63544702,Quercus,macrocarpa,Fagaceae,Fagales
Quercus_palustris,EcM,0.50335,37.708195365,Quercus,palustris,Fagaceae,Fagales
Quercus_suber,EcM,0.345325,19.01307903,Quercus,suber,Fagaceae,Fagales
Quintinia_serrata,AM,0.3749,36.9481821375,Quintinia,serrata,Paracryphiaceae,Paracryphiales
Ranunculus_acris,AM,0.31,6.93,Ranunculus,acris,Ranunculaceae,Ranunculales
Rapanea_australis,AM,0.405725,38.21212743,Rapanea,australis,Primulaceae,Ericales
Rapanea_divaricata,AM,0.3798166666666667,38.493833351666666,Rapanea,divaricata,Primulaceae,Ericales
Ratibida_pinnata,AM,0.44,56.0,Ratibida,pinnata,Asteraceae,Asterales
Raukaua_simplex,AM,0.36,31.8,Raukaua,simplex,Araliaceae,Apiales
Rhamnus_alaternus,AM,0.360625,16.15363044,Rhamnus,alaternus,Rhamnaceae,Rosales
Rhamnus_lycioides,AM,0.318925,25.0890102,Rhamnus,lycioides,Rhamnaceae,Rosales
Rhododendron_ponticum,ErM,0.4272,17.37239566,Rhododendron,ponticum,Ericaceae,Ericales
Rhopalostylis_sapida,AM,0.5126999999999999,22.273911252727277,Rhopalostylis,sapida,Arecaceae,Arecales
Rhus_chinensis,AM,0.698,5.36,Rhus,chinensis,Anacardiaceae,Sapindales
Rhus_typhina,AM,0.45,75.9,Rhus,typhina,Anacardiaceae,Sapindales
Rosa_arkansana,AM,0.30555,41.52607134,Rosa,arkansana,Rosaceae,Rosales
Rosa_canina,AM,0.520525,12.6910533,Rosa,canina,Rosaceae,Rosales
Rosmarinus_officinalis,AM,0.4243333333333334,11.791323485,Rosmarinus,officinalis,Lamiaceae,Lamiales
Rubia_peregrina,AM,0.3625,104.1,Rubia,peregrina,Rubiaceae,Gentianales
Rubus_allegheniensis,AM,0.194953059,26.21754555,Rubus,allegheniensis,Rosaceae,Rosales
Rubus_corchorifolius,AM,0.3,445.9,Rubus,corchorifolius,Rosaceae,Rosales
Rubus_phoenicolasius,AM,0.2220138536666666,24.42402532,Rubus,phoenicolasius,Rosaceae,Rosales
Rubus_ulmifolius,AM,0.331959375,19.58026971,Rubus,ulmifolius,Rosaceae,Rosales
Rudbeckia_hirta,AM,0.26374,297.15906532,Rudbeckia,hirta,Asteraceae,Asterales
Rumex_acetosa,NMAM,0.31,4.86,Rumex,acetosa,Polygonaceae,Caryophyllales
Rumex_acetosella,NMAM,0.34,127.0,Rumex,acetosella,Polygonaceae,Caryophyllales
Rungia_pectinata,AM,0.444,18.47,Rungia,pectinata,Acanthaceae,Lamiales
Rytidosperma_caespitosum,AM,0.271,168.7,Rytidosperma,caespitosum,Poaceae,Poales
Rytidosperma_carphoides,AM,0.314,106.95,Rytidosperma,carphoides,Poaceae,Poales
Rytidosperma_pallidum,AM,0.463,41.6,Rytidosperma,pallidum,Poaceae,Poales
Rytidosperma_richardsonii,AM,0.2099374898333333,182.15906809166663,Rytidosperma,richardsonii,Poaceae,Poales
Salix_atrocinerea,EcMAM,0.379825,23.66340095,Salix,atrocinerea,Salicaceae,Malpighiales
Sambucus_canadensis,AM,0.4092399999999999,175.53813898,Sambucus,canadensis,Adoxaceae,Dipsacales
Sanguisorba_minor,AM,0.591324791,82.19547811833333,Sanguisorba,minor,Rosaceae,Rosales
Schefflera_digitata,AM,0.589175,45.29769569375,Schefflera,digitata,Araliaceae,Apiales
Schizachyrium_scoparium,AM,0.384055,53.878694195,Schizachyrium,scoparium,Poaceae,Poales
Serissa_japonica,AM,0.33,507.2,Serissa,japonica,Rubiaceae,Gentianales
Shorea_acuminata,EcM,0.418045,27.48305451,Shorea,acuminata,Dipterocarpaceae,Malvales
Shorea_leprosula,EcM,0.341835294,24.9992726,Shorea,leprosula,Dipterocarpaceae,Malvales
Shorea_multiflora,EcM,0.8817,1.940391478,Shorea,multiflora,Dipterocarpaceae,Malvales
Sibbaldianthe_bifurca,AM,0.265,51.66,Sibbaldianthe,bifurca,Rosaceae,Rosales
Sida_acuta,AM,0.408,19.09,Sida,acuta,Malvaceae,Malvales
Sideritis_pusilla,AM,0.314675,7.149525656,Sideritis,pusilla,Lamiaceae,Lamiales
Silene_rupestris,NMAM,0.576,17.65,Silene,rupestris,Caryophyllaceae,Caryophyllales
Smilax_aspera,AM,0.47006875,10.288543799,Smilax,aspera,Smilacaceae,Liliales
Solanum_americanum,AM,0.413,42.08,Solanum,americanum,Solanaceae,Solanales
Solidago_canadensis,AM,0.2057,422.59804968,Solidago,canadensis,Asteraceae,Asterales
Solidago_missouriensis,AM,0.323716667,100.2127031,Solidago,missouriensis,Asteraceae,Asterales
Solidago_nemoralis,AM,0.3668249999999999,318.82972445,Solidago,nemoralis,Asteraceae,Asterales
Solidago_ptarmicoides,AM,0.39,34.0,Solidago,ptarmicoides,Asteraceae,Asterales
Solidago_rigida,AM,0.482373411,36.114573113333336,Solidago,rigida,Asteraceae,Asterales
Solidago_speciosa,AM,0.38,46.0,Solidago,speciosa,Asteraceae,Asterales
Sophora_microphylla,AM,0.5146000000000001,26.25665406,Sophora,microphylla,Fabaceae,Fabales
Sorghastrum_nutans,AM,0.27,107.0,Sorghastrum,nutans,Poaceae,Poales
Sphaeralcea_coccinea,AM,0.3163,65.5839699,Sphaeralcea,coccinea,Malvaceae,Malvales
Sporobolus_heterolepis,AM,0.35,52.0,Sporobolus,heterolepis,Poaceae,Poales
Stauracanthus_genistoides,AM,0.442,13.14242352,Stauracanthus,genistoides,Fabaceae,Fabales
Sticherus_cunninghamii,AM,0.29,16.8,Sticherus,cunninghamii,Gleicheniaceae,Gleicheniales
Stipa_comata,AM,0.218357143,110.3765069,Stipa,comata,Poaceae,Poales
Stipa_krylovii,AM,0.27,115.2,Stipa,krylovii,Poaceae,Poales
Stipa_pennata,AM,0.3918223068,50.809845382000006,Stipa,pennata,Poaceae,Poales
Stipa_purpurea,AM,0.59,1.03752,Stipa,purpurea,Poaceae,Poales
Stipa_spartea,AM,0.2496,55.51468701,Stipa,spartea,Poaceae,Poales
Symphoricarpos_occidentalis,AM,0.302883333,49.10063542,Symphoricarpos,occidentalis,Caprifoliaceae,Dipsacales
Symphyotrichum_ciliolatum,AM,0.1754,111.1369355,Symphyotrichum,ciliolatum,Asteraceae,Asterales
Symphyotrichum_ericoides,AM,0.3263,89.255,Symphyotrichum,ericoides,Asteraceae,Asterales
Symphyotrichum_falcatum,AM,0.31118,62.50155501,Symphyotrichum,falcatum,Asteraceae,Asterales
Symphyotrichum_laeve,AM,0.3,89.0,Symphyotrichum,laeve,Asteraceae,Asterales
Symphyotrichum_novae-angliae,AM,0.46,52.0,Symphyotrichum,novae-angliae,Asteraceae,Asterales
Symphyotrichum_oolentangiense,AM,0.35,87.0,Symphyotrichum,oolentangiense,Asteraceae,Asterales
Symphyotrichum_puniceum,AM,0.28,142.0,Symphyotrichum,puniceum,Asteraceae,Asterales
Syzygium_castaneum,AM,0.4839090909090909,26.98818181818182,Syzygium,castaneum,Myrtaceae,Myrtales
Syzygium_kunstleri,AM,0.540875,21.5955,Syzygium,kunstleri,Myrtaceae,Myrtales
Syzygium_maire,AM,0.3317166666666666,71.37872154333333,Syzygium,maire,Myrtaceae,Myrtales
Syzygium_malaccense,AM,0.3,160.7,Syzygium,malaccense,Myrtaceae,Myrtales
Syzygium_napiforme,AM,0.424875,25.940875,Syzygium,napiforme,Myrtaceae,Myrtales
Syzygium_pachysepalum,AM,0.496,19.454166666666666,Syzygium,pachysepalum,Myrtaceae,Myrtales
Syzygium_subdecussatum,AM,0.65425,11.62075,Syzygium,subdecussatum,Myrtaceae,Myrtales
Tanaecium_pyramidatum,AM,0.7140633341,19.4151163985,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
Taraxacum_campylodes,AM,0.25161875,187.5387600625,Taraxacum,campylodes,Asteraceae,Asterales
Terminalia_amazonia,AM,0.6208991421000001,12.690569442,Terminalia,amazonia,Combretaceae,Myrtales
Ternstroemia_coriacea,AM,0.759,8.94525,Ternstroemia,coriacea,Pentaphylacaceae,Ericales
Tetractomia_tetrandra,AM,0.50325,37.97375,Tetractomia,tetrandra,Rutaceae,Sapindales
Teucrium_chamaedrys,AM,0.3145,132.305,Teucrium,chamaedrys,Lamiaceae,Lamiales
Teucrium_charidemi,AM,0.45115,3.654100463,Teucrium,charidemi,Lamiaceae,Lamiales
Teucrium_fruticans,AM,0.381325,14.89092519,Teucrium,fruticans,Lamiaceae,Lamiales
Themeda_triandra,AM,0.37,61.55,Themeda,triandra,Poaceae,Poales
Theobroma_cacao,AM,0.56,32.044444444444444,Theobroma,cacao,Malvaceae,Malvales
Thermopsis_rhombifolia,AM,0.248125,103.9024606,Thermopsis,rhombifolia,Fabaceae,Fabales
Thuja_occidentalis,AM,0.31598,108.999387474,Thuja,occidentalis,Cupressaceae,Pinales
Thymelaea_hirsuta,AM,0.3998,5.337819642,Thymelaea,hirsuta,Thymelaeaceae,Malvales
Thymus_dolomiticus,AM,0.3442664448,64.59730806,Thymus,dolomiticus,Lamiaceae,Lamiales
Thymus_hyemalis,AM,0.417275,4.951101427,Thymus,hyemalis,Lamiaceae,Lamiales
Thymus_mastichina,AM,0.280925,21.28351979,Thymus,mastichina,Lamiaceae,Lamiales
Tilia_americana,EcM,0.447375,100.84931738,Tilia,americana,Malvaceae,Malvales
Tordylium_maximum,AM,0.281,267.86,Tordylium,maximum,Apiaceae,Apiales
Toxicoscordion_venenosum,AM,0.3483,82.315,Toxicoscordion,venenosum,Melanthiaceae,Liliales
Tragopogon_dubius,AM,0.2848,114.6341667,Tragopogon,dubius,Asteraceae,Asterales
Trichophorum_cespitosum,NMAM,0.425,35.47,Trichophorum,cespitosum,Cyperaceae,Poales
Trifolium_angustifolium,AM,0.4079999999999999,128.06,Trifolium,angustifolium,Fabaceae,Fabales
Trifolium_dubium,AM,0.287,189.0,Trifolium,dubium,Fabaceae,Fabales
Trifolium_hirtum,AM,0.288356067,271.19236565,Trifolium,hirtum,Fabaceae,Fabales
Trifolium_incarnatum,AM,0.275261944,263.07977725,Trifolium,incarnatum,Fabaceae,Fabales
Trifolium_pratense,AM,0.2673428571428571,151.18660230285715,Trifolium,pratense,Fabaceae,Fabales
Trifolium_purpureum,AM,0.3388213924,200.3561972,Trifolium,purpureum,Fabaceae,Fabales
Trifolium_repens,AM,0.326666667,501.891035,Trifolium,repens,Fabaceae,Fabales
Trifolium_spumosum,AM,0.3110110545,245.69566595,Trifolium,spumosum,Fabaceae,Fabales
Trifolium_subterraneum,AM,0.4033123033695652,138.67253094413044,Trifolium,subterraneum,Fabaceae,Fabales
Trisetum_flavescens,AM,0.212,318.77,Trisetum,flavescens,Poaceae,Poales
Tristaniopsis_clementis,EcMAM,0.3125,39.996625,Tristaniopsis,clementis,Myrtaceae,Myrtales
Tristaniopsis_elliptica,EcMAM,0.29725,41.42625,Tristaniopsis,elliptica,Myrtaceae,Myrtales
Triticum_durum,AM,0.5,37.42,Triticum,durum,Poaceae,Poales
Tsuga_canadensis,EcM,0.5,19.3,Tsuga,canadensis,Pinaceae,Pinales
Ulex_parviflorus,AM,0.3731791665,9.189147922,Ulex,parviflorus,Fabaceae,Fabales
Ulmus_minor,AM,0.34785,19.93477395,Ulmus,minor,Ulmaceae,Rosales
Ulmus_rubra,AM,0.37,79.1,Ulmus,rubra,Ulmaceae,Rosales
Vaccinium_bracteatum,ErM,0.26,550.9,Vaccinium,bracteatum,Ericaceae,Ericales
Vepris_nobilis,AM,0.75,6.35,Vepris,nobilis,Rutaceae,Sapindales
Verbascum_thapsus,AM,0.33,60.0,Verbascum,thapsus,Scrophulariaceae,Lamiales
Verbena_hastata,AM,0.32,92.0,Verbena,hastata,Verbenaceae,Lamiales
Vernonia_fasciculata,AM,0.31,123.0,Vernonia,fasciculata,Asteraceae,Asterales
Veronica_persica,NMAM,0.262,496.275,Veronica,persica,Plantaginaceae,Lamiales
Veronicastrum_virginicum,AM,0.3,131.0,Veronicastrum,virginicum,Plantaginaceae,Lamiales
Viburnum_dentatum,AM,0.5365283126666666,8.616808372,Viburnum,dentatum,Adoxaceae,Dipsacales
Viburnum_tinus,AM,0.453275,11.2699308,Viburnum,tinus,Adoxaceae,Dipsacales
Vicia_americana,AM,0.3631783335,165.48592215,Vicia,americana,Fabaceae,Fabales
Vicia_villosa,AM,0.43,60.0,Vicia,villosa,Fabaceae,Fabales
Viola_adunca,AM,0.24115,83.2199336,Viola,adunca,Violaceae,Malpighiales
Viola_thomasiana,AM,0.408,31.0,Viola,thomasiana,Violaceae,Malpighiales
Vitex_lucens,AM,0.5437833333333334,41.355838515,Vitex,lucens,Lamiaceae,Lamiales
Vitis_vulpina,AM,0.6784642857142857,21.186656121285715,Vitis,vulpina,Vitaceae,Vitales
Vulpia_bromoides,AM,0.2945,417.75,Vulpia,bromoides,Poaceae,Poales
Weinmannia_blumei,AM,0.2325,79.00325000000001,Weinmannia,blumei,Cunoniaceae,Oxalidales
Weinmannia_racemosa,AM,0.3785714285714285,54.95096051285714,Weinmannia,racemosa,Cunoniaceae,Oxalidales
Weinmannia_silvicola,AM,0.38312,44.072685026,Weinmannia,silvicola,Cunoniaceae,Oxalidales
Withania_frutescens,AM,0.3918,5.831896907,Withania,frutescens,Solanaceae,Solanales
Xanthophyllum_tenue,AM,0.4357499999999999,25.22925,Xanthophyllum,tenue,Polygalaceae,Fabales
Zizia_aurea,AM,0.31,100.0,Zizia,aurea,Apiaceae,Apiales
