binominal,state,F00679,F00727,F01286,F01287,F01289,F01290
Picea_glauca,EcM,0.23,39.0,Picea,glauca,Pinaceae,Pinales
Picea_koraiensis,EcM,0.3279288185,54.366752715,Picea,koraiensis,Pinaceae,Pinales
Picea_meyeri,EcM,0.279044118,48.49432024,Picea,meyeri,Pinaceae,Pinales
Picea_wilsonii,EcM,0.264039409,66.49294054,Picea,wilsonii,Pinaceae,Pinales
Pinus_armandii,EcM,0.2781363504999999,45.19595901,Pinus,armandii,Pinaceae,Pinales
Pinus_edulis,EcM,0.38,20.0,Pinus,edulis,Pinaceae,Pinales
Pinus_elliottii,EcM,0.3005555554999999,45.20777777833334,Pinus,elliottii,Pinaceae,Pinales
Pinus_koraiensis,EcM,0.4912225062,23.823450728,Pinus,koraiensis,Pinaceae,Pinales
Pinus_massoniana,EcM,0.2909,59.85230769,Pinus,massoniana,Pinaceae,Pinales
Pinus_palustris,EcM,0.35,32.9,Pinus,palustris,Pinaceae,Pinales
Pinus_pumila,EcM,0.2823,53.1400472,Pinus,pumila,Pinaceae,Pinales
Pinus_resinosa,EcM,0.25,32.0,Pinus,resinosa,Pinaceae,Pinales
Pinus_strobus,EcM,0.26,33.440000000000005,Pinus,strobus,Pinaceae,Pinales
Pinus_sylvestris,EcM,0.32954351621875,32.105391925625,Pinus,sylvestris,Pinaceae,Pinales
Pinus_tabuliformis,EcM,0.2084337792222222,84.52238504222221,Pinus,tabuliformis,Pinaceae,Pinales
Pinus_virginiana,EcM,0.2299999999999999,33.14666666666667,Pinus,virginiana,Pinaceae,Pinales
Pistacia_chinensis,AM,0.23907,90.48,Pistacia,chinensis,Anacardiaceae,Sapindales
Platanus_acerifolia,AM,0.2820609,23.93,Platanus,acerifolia,Platanaceae,Proteales
Platanus_occidentalis,AM,0.48675,11.9773904,Platanus,occidentalis,Platanaceae,Proteales
Platycladus_orientalis,AM,0.3641666666666667,17.706666666666667,Platycladus,orientalis,Cupressaceae,Pinales
Podocarpus_chinensis,AM,0.79,15.4,Podocarpus,chinensis,Podocarpaceae,Pinales
Podocarpus_neriifolius,AM,0.2398667,106.9029829,Podocarpus,neriifolius,Podocarpaceae,Pinales
Populus_balsamifera,EcMAM,0.16,90.0,Populus,balsamifera,Salicaceae,Malpighiales
Populus_cathayana,EcMAM,0.2221986166666666,155.94455491666668,Populus,cathayana,Salicaceae,Malpighiales
Populus_deltoides,EcMAM,0.25304561,87.2551465,Populus,deltoides,Salicaceae,Malpighiales
Populus_koreana,EcMAM,0.21495,190.85129666666668,Populus,koreana,Salicaceae,Malpighiales
Populus_tremula,EcMAM,0.1762222826666666,329.2071340333333,Populus,tremula,Salicaceae,Malpighiales
Populus_tremuloides,EcMAM,0.2,49.6175,Populus,tremuloides,Salicaceae,Malpighiales
Populus_trichocarpa,EcMAM,0.1471504683333333,327.4607889666667,Populus,trichocarpa,Salicaceae,Malpighiales
Prunus_alabamensis,AM,0.1935,143.1475794,Prunus,alabamensis,Rosaceae,Rosales
Prunus_armeniaca,AM,0.443,33.74603524,Prunus,armeniaca,Rosaceae,Rosales
Prunus_avium,AM,0.2005625,142.0840804,Prunus,avium,Rosaceae,Rosales
Prunus_padus,AM,0.1471,246.2047059,Prunus,padus,Rosaceae,Rosales
Prunus_persica,AM,0.1465,76.26136809666667,Prunus,persica,Rosaceae,Rosales
Prunus_sargentii,AM,0.15857724,81.442719665,Prunus,sargentii,Rosaceae,Rosales
Prunus_sibirica,AM,0.228423742,110.1123957,Prunus,sibirica,Rosaceae,Rosales
Psychotria_asiatica,AM,0.20865,87.78890000000001,Psychotria,asiatica,Rubiaceae,Gentianales
Pteridium_aquilinum,AM,0.2511,109.2390984,Pteridium,aquilinum,Dennstaedtiaceae,Polypodiales
Pterospermum_acerifolium,AM,0.28074,25.66,Pterospermum,acerifolium,Malvaceae,Malvales
Pyrus_betulifolia,AM,0.476089015,17.68724614,Pyrus,betulifolia,Rosaceae,Rosales
Quercus_alba,EcM,0.1699999999999999,73.07000000000001,Quercus,alba,Fagaceae,Fagales
Quercus_aliena,EcM,0.1746922255,101.25977734,Quercus,aliena,Fagaceae,Fagales
Quercus_asymmetrica,EcM,0.34704,45.18,Quercus,asymmetrica,Fagaceae,Fagales
Quercus_mongolica,EcM,0.218030525,99.19425233,Quercus,mongolica,Fagaceae,Fagales
Quercus_multinervis,EcM,0.231575,77.13546392,Quercus,multinervis,Fagaceae,Fagales
Quercus_oxyodon,EcM,0.181225,173.8745652,Quercus,oxyodon,Fagaceae,Fagales
Quercus_robur,EcM,0.2313150838333333,36.08750965666667,Quercus,robur,Fagaceae,Fagales
Quercus_rubra,EcM,0.1666666666666666,64.19666666666667,Quercus,rubra,Fagaceae,Fagales
Quercus_serrata,EcM,0.1831875,128.324,Quercus,serrata,Fagaceae,Fagales
Quercus_variabilis,EcM,0.13962585,80.16390306,Quercus,variabilis,Fagaceae,Fagales
Quercus_wutaishanica,EcM,0.2878335403333333,55.25902850333333,Quercus,wutaishanica,Fagaceae,Fagales
Rhamnus_davurica,AM,0.1805,180.7463913,Rhamnus,davurica,Rhamnaceae,Rosales
Rhaphiolepis_indica,AM,0.14481,86.79,Rhaphiolepis,indica,Rosaceae,Rosales
Rhododendron_hypoglaucum,ErM,0.142675,163.4402532,Rhododendron,hypoglaucum,Ericaceae,Ericales
Rhodoleia_championii,AM,0.305,46.556,Rhodoleia,championii,Hamamelidaceae,Saxifragales
Rosa_acicularis,AM,0.2912,55.8341358,Rosa,acicularis,Rosaceae,Rosales
Rosa_xanthina,AM,0.1844,186.3612731,Rosa,xanthina,Rosaceae,Rosales
Rubus_crataegifolius,AM,0.1511,283.6918182,Rubus,crataegifolius,Rosaceae,Rosales
Rubus_idaeus,AM,0.18105,171.7289074,Rubus,idaeus,Rosaceae,Rosales
Rubus_irritans,AM,0.177,192.6685185,Rubus,irritans,Rosaceae,Rosales
Rubus_rosifolius,AM,0.1182833,319.4613514,Rubus,rosifolius,Rosaceae,Rosales
Salix_caprea,EcMAM,0.114778325,126.5460541,Salix,caprea,Salicaceae,Malpighiales
Salix_gordejevii,EcMAM,0.14,191.69,Salix,gordejevii,Salicaceae,Malpighiales
Salix_pierotii,EcMAM,0.223677975,170.7865423,Salix,pierotii,Salicaceae,Malpighiales
Salix_raddeana,EcMAM,0.1209,331.0473003,Salix,raddeana,Salicaceae,Malpighiales
Salix_viminalis,EcMAM,0.1407333,318.6970162,Salix,viminalis,Salicaceae,Malpighiales
Salvia_chinensis,AM,0.1592,329.3590909,Salvia,chinensis,Lamiaceae,Lamiales
Sambucus_williamsii,AM,0.3187065215,128.8462327,Sambucus,williamsii,Adoxaceae,Dipsacales
Sanguisorba_officinalis,AM,0.396125,49.53,Sanguisorba,officinalis,Rosaceae,Rosales
Sanicula_orthacantha,AM,0.194725,151.7144068,Sanicula,orthacantha,Apiaceae,Apiales
Saprosma_ternatum,AM,0.14506,116.95,Saprosma,ternatum,Rubiaceae,Gentianales
Sarcandra_glabra,AM,0.50064585,30.488125795,Sarcandra,glabra,Chloranthaceae,Chloranthales
Sassafras_albidum,NMAM,0.546357592,16.483576665999998,Sassafras,albidum,Lauraceae,Laurales
Saussurea_amurensis,AM,0.2011,245.9616667,Saussurea,amurensis,Asteraceae,Asterales
Saussurea_mongolica,AM,0.2174,150.705102,Saussurea,mongolica,Asteraceae,Asterales
Saussurea_nivea,AM,0.2677,117.4566,Saussurea,nivea,Asteraceae,Asterales
Schefflera_heptaphylla,AM,0.27055,157.4859091,Schefflera,heptaphylla,Araliaceae,Apiales
Schefflera_minutistellata,AM,0.33263,37.91,Schefflera,minutistellata,Araliaceae,Apiales
Schima_superba,AM,0.2055110999999999,139.6830414,Schima,superba,Theaceae,Ericales
Schima_wallichii,AM,0.23986,98.43,Schima,wallichii,Theaceae,Ericales
Schoepfia_jasminodora,AM,0.19095,81.48262136,Schoepfia,jasminodora,Schoepfiaceae,Santalales
Smilax_trinervula,AM,0.3091333,109.7159016,Smilax,trinervula,Smilacaceae,Liliales
Solidago_decurrens,AM,0.248225,202.88375,Solidago,decurrens,Asteraceae,Asterales
Sorbus_aucuparia,AM,0.198026316,59.77889504,Sorbus,aucuparia,Rosaceae,Rosales
Sorbus_discolor,AM,0.203825,120.93926035,Sorbus,discolor,Rosaceae,Rosales
Spiraea_dahurica,AM,0.1222667,290.9055016,Spiraea,dahurica,Rosaceae,Rosales
Spiraea_pubescens,AM,0.3721,150.1653333,Spiraea,pubescens,Rosaceae,Rosales
Sterculia_lanceolata,AM,0.2448283499999999,98.13110215,Sterculia,lanceolata,Malvaceae,Malvales
Sterculia_nobilis,AM,0.249752475,96.32,Sterculia,nobilis,Malvaceae,Malvales
Strobilanthes_dimorphotricha,AM,0.2688,136.4411732,Strobilanthes,dimorphotricha,Acanthaceae,Lamiales
Strobilanthes_villosum,AM,0.2319556,187.4048069,Strobilanthes,villosum,Acanthaceae,Lamiales
Styphnolobium_japonicum,AM,0.28424425,36.817559200000005,Styphnolobium,japonicum,Fabaceae,Fabales
Styrax_suberifolius,AM,0.27965,54.45407407,Styrax,suberifolius,Styracaceae,Ericales
Syringa_reticulata,AM,0.2351224345,117.64142561666668,Syringa,reticulata,Oleaceae,Lamiales
Syzygium_acuminatissimum,AM,0.34,47.12491803,Syzygium,acuminatissimum,Myrtaceae,Myrtales
Syzygium_globiflorum,AM,0.19611,40.88,Syzygium,globiflorum,Myrtaceae,Myrtales
Syzygium_hancei,AM,0.1397099185,94.50055374,Syzygium,hancei,Myrtaceae,Myrtales
Syzygium_jambos,AM,0.22475,144.2353309,Syzygium,jambos,Myrtaceae,Myrtales
Syzygium_levinei,AM,0.1463499999999999,122.6715,Syzygium,levinei,Myrtaceae,Myrtales
Syzygium_szemaoense,AM,0.195,59.37103448,Syzygium,szemaoense,Myrtaceae,Myrtales
Thalictrum_simplex,AM,0.1997,259.0515625,Thalictrum,simplex,Ranunculaceae,Ranunculales
Tilia_amurensis,EcM,0.2074,131.046438,Tilia,amurensis,Malvaceae,Malvales
Tilia_cordata,EcM,0.312476868,33.15790831,Tilia,cordata,Malvaceae,Malvales
Tilia_mandshurica,EcM,0.268273241,87.05811174,Tilia,mandshurica,Malvaceae,Malvales
Tilia_mongolica,EcM,0.186502347,68.711451,Tilia,mongolica,Malvaceae,Malvales
Tilia_oliveri,EcM,0.206975,149.6261111,Tilia,oliveri,Malvaceae,Malvales
Trachelospermum_axillare,AM,0.2914,77.518501835,Trachelospermum,axillare,Apocynaceae,Gentianales
Ulmus_americana,AM,0.159790555,71.7698153,Ulmus,americana,Ulmaceae,Rosales
Ulmus_davidiana,AM,0.228679918,117.0544180325,Ulmus,davidiana,Ulmaceae,Rosales
Ulmus_laciniata,AM,0.120857901,134.1510846,Ulmus,laciniata,Ulmaceae,Rosales
Ulmus_macrocarpa,AM,0.222440945,65.21726451,Ulmus,macrocarpa,Ulmaceae,Rosales
Ulmus_pumila,AM,0.2162291555,114.54961013,Ulmus,pumila,Ulmaceae,Rosales
Vaccinium_corymbosum,ErM,0.051033175,840.0962914,Vaccinium,corymbosum,Ericaceae,Ericales
Vaccinium_mandarinorum,ErM,0.07812,106.71,Vaccinium,mandarinorum,Ericaceae,Ericales
Veratrum_nigrum,AM,0.3396,126.313532905,Veratrum,nigrum,Melanthiaceae,Liliales
Veronica_spuria,NMAM,0.1867,226.9158333,Veronica,spuria,Plantaginaceae,Lamiales
Vitis_amurensis,AM,0.27505,104.01133692,Vitis,amurensis,Vitaceae,Vitales
Vitis_vinifera,AM,0.146488889,0.0493,Vitis,vinifera,Vitaceae,Vitales
Wendlandia_uvariifolia,AM,0.22417,45.27,Wendlandia,uvariifolia,Rubiaceae,Gentianales
Abies_alba,EcM,0.553,32.026666666666664,Abies,alba,Pinaceae,Pinales
Acer_campestre,AM,0.421,30.97,Acer,campestre,Sapindaceae,Sapindales
Achillea_millefolium,AM,0.222836666625,346.981437555,Achillea,millefolium,Asteraceae,Asterales
Adinandra_millettii,AM,0.45,218.0,Adinandra,millettii,Pentaphylacaceae,Ericales
Afrocarpus_falcatus,AM,0.76,11.56,Afrocarpus,falcatus,Podocarpaceae,Pinales
Agastache_foeniculum,AM,0.42,40.0,Agastache,foeniculum,Lamiaceae,Lamiales
Agathis_australis,AM,0.6294866666666666,13.9891627026,Agathis,australis,Araucariaceae,Pinales
Agathis_kinabaluensis,AM,0.74525,11.3275,Agathis,kinabaluensis,Araucariaceae,Pinales
Aglaia_exstipulata,AM,0.91585,2.010440401,Aglaia,exstipulata,Meliaceae,Sapindales
Aglaia_odoratissima,AM,0.84445,5.218592881,Aglaia,odoratissima,Meliaceae,Sapindales
Agropyron_cristatum,AM,0.23,181.9,Agropyron,cristatum,Poaceae,Poales
Agrostis_capillaris,AM,0.1933333333333333,138.12,Agrostis,capillaris,Poaceae,Poales
Agrostis_scabra,AM,0.21,140.0,Agrostis,scabra,Poaceae,Poales
Aira_elegantissima,NMAM,0.2279999999999999,760.85,Aira,elegantissima,Poaceae,Poales
Alchemilla_alpina,AM,0.374,45.36,Alchemilla,alpina,Rosaceae,Rosales
Alectryon_excelsus,AM,0.464925,36.83291825,Alectryon,excelsus,Sapindaceae,Sapindales
Aleurites_moluccana,AM,0.95,8.15,Aleurites,moluccana,Euphorbiaceae,Malpighiales
Alliaria_petiolata,NM,0.1672,512.69283768,Alliaria,petiolata,Brassicaceae,Brassicales
Allium_bidentatum,AM,0.5,28.865,Allium,bidentatum,Amaryllidaceae,Asparagales
Allium_tenuissimum,AM,0.4,48.81,Allium,tenuissimum,Amaryllidaceae,Asparagales
Allium_textile,AM,0.310783333,187.854852,Allium,textile,Amaryllidaceae,Asparagales
Allophylus_abyssinicus,AM,0.55,10.55,Allophylus,abyssinicus,Sapindaceae,Sapindales
Alnus_glutinosa,EcM,0.385725,26.72894237,Alnus,glutinosa,Betulaceae,Fagales
Alopecurus_pratensis,AM,0.22,239.5,Alopecurus,pratensis,Poaceae,Poales
Alseis_blackiana,AM,0.6526802834,12.7987840795,Alseis,blackiana,Rubiaceae,Gentianales
Alternanthera_sessilis,NMAM,0.292,46.03,Alternanthera,sessilis,Amaranthaceae,Caryophyllales
Ambrosia_artemisiifolia,AM,0.36,129.0,Ambrosia,artemisiifolia,Asteraceae,Asterales
Amelanchier_alnifolia,AM,0.376066667,20.87559975,Amelanchier,alnifolia,Rosaceae,Rosales
Anaxagorea_javanica,AM,0.81165,6.49032739,Anaxagorea,javanica,Annonaceae,Magnoliales
Andropogon_gerardii,AM,0.31,56.0,Andropogon,gerardii,Poaceae,Poales
Androsace_occidentalis,AM,0.114871429,207.4558225,Androsace,occidentalis,Primulaceae,Ericales
Anemone_cylindrica,AM,0.36,52.0,Anemone,cylindrica,Ranunculaceae,Ranunculales
Anemone_patens,AM,0.36985,33.15708162,Anemone,patens,Ranunculaceae,Ranunculales
Antennaria_neglecta,AM,0.27495,124.7339737,Antennaria,neglecta,Asteraceae,Asterales
Antennaria_parvifolia,AM,0.34955,44.93859194,Antennaria,parvifolia,Asteraceae,Asterales
Anthoxanthum_odoratum,AM,0.2219999999999999,199.985,Anthoxanthum,odoratum,Poaceae,Poales
Anthyllis_cytisoides,AM,0.286325,9.400956655,Anthyllis,cytisoides,Fabaceae,Fabales
Anthyllis_terniflora,AM,0.363875,6.026853632,Anthyllis,terniflora,Fabaceae,Fabales
Apodytes_dimidiata,AM,0.55,12.9,Apodytes,dimidiata,Icacinaceae,Icacinales
Aporosa_subcaudata,AM,0.4968,11.26847418,Aporosa,subcaudata,Phyllanthaceae,Malpighiales
Aquilegia_vulgaris,AM,0.1766,458.0479562,Aquilegia,vulgaris,Ranunculaceae,Ranunculales
Arbutus_unedo,EcM,0.499883333,12.11686106,Arbutus,unedo,Ericaceae,Ericales
Arctotheca_calendula,AM,0.2370988761666666,244.38817394166665,Arctotheca,calendula,Asteraceae,Asterales
Arenaria_serpyllifolia,NMAM,0.2415,627.505,Arenaria,serpyllifolia,Caryophyllaceae,Caryophyllales
Aristida_ramosa,AM,0.4475,80.15,Aristida,ramosa,Poaceae,Poales
Aristotelia_serrata,AM,0.3604,74.97195770875,Aristotelia,serrata,Elaeocarpaceae,Oxalidales
Armeria_velutina,NMAM,0.508425,10.50547346,Armeria,velutina,Plumbaginaceae,Caryophyllales
Arnica_fulgens,AM,0.51545,15.88176348,Arnica,fulgens,Asteraceae,Asterales
Arnica_sororia,AM,0.2433,76.88083333,Arnica,sororia,Asteraceae,Asterales
Arrhenatherum_elatius,AM,0.229,180.03,Arrhenatherum,elatius,Poaceae,Poales
Artemisia_barrelieri,AM,0.42485,5.072936944,Artemisia,barrelieri,Asteraceae,Asterales
Artemisia_cana,AM,0.31,55.91952402,Artemisia,cana,Asteraceae,Asterales
Artemisia_codonocephala,AM,0.573,12.26,Artemisia,codonocephala,Asteraceae,Asterales
Artemisia_frigida,AM,0.3097622222222222,64.32791316222222,Artemisia,frigida,Asteraceae,Asterales
Artemisia_ludoviciana,AM,0.335842857,84.362318135,Artemisia,ludoviciana,Asteraceae,Asterales
Arthraxon_hispidus,AM,0.598,13.06,Arthraxon,hispidus,Poaceae,Poales
Ascarina_lucida,AM,0.53,22.2,Ascarina,lucida,Chloranthaceae,Chloranthales
Asclepias_incarnata,AM,0.36,70.0,Asclepias,incarnata,Apocynaceae,Gentianales
Asclepias_syriaca,AM,0.43,48.0,Asclepias,syriaca,Apocynaceae,Gentianales
Asclepias_tuberosa,AM,0.5,23.0,Asclepias,tuberosa,Apocynaceae,Gentianales
Asplenium_bulbiferum,NMAM,0.43,31.8,Asplenium,bulbiferum,Aspleniaceae,Polypodiales
Astelia_fragrans,AM,0.94,12.9,Astelia,fragrans,Asteliaceae,Asparagales
Astelia_nervosa,AM,0.95,14.5,Astelia,nervosa,Asteliaceae,Asparagales
Aster_laevis,AM,0.3481,34.02240493,Aster,laevis,Asteraceae,Asterales
Aster_lanceolatus,AM,0.36,68.0,Aster,lanceolatus,Asteraceae,Asterales
Astragalus_aboriginum,AM,0.2159,42.98205128,Astragalus,aboriginum,Fabaceae,Fabales
Astragalus_agrestis,AM,0.38865,20.82529397,Astragalus,agrestis,Fabaceae,Fabales
Astragalus_bisulcatus,AM,0.3546,90.49333333,Astragalus,bisulcatus,Fabaceae,Fabales
Astragalus_canadensis,AM,0.42,34.0,Astragalus,canadensis,Fabaceae,Fabales
Astragalus_pelecinus,AM,0.279099456,264.2387351,Astragalus,pelecinus,Fabaceae,Fabales
Astragalus_scaberrimus,AM,0.285,59.845,Astragalus,scaberrimus,Fabaceae,Fabales
Astrantia_minor,AM,0.647,10.57,Astrantia,minor,Apiaceae,Apiales
Atractylis_humilis,AM,0.392875,5.510878614,Atractylis,humilis,Asteraceae,Asterales
Ballota_hirsuta,AM,0.354775,5.291243511,Ballota,hirsuta,Lamiaceae,Lamiales
Baptisia_alba,AM,0.24,319.0,Baptisia,alba,Fabaceae,Fabales
Bauhinia_championii,AM,0.472,8.93,Bauhinia,championii,Fabaceae,Fabales
Beilschmiedia_tarairi,AM,0.8698,8.885214920777777,Beilschmiedia,tarairi,Lauraceae,Laurales
Beilschmiedia_tawa,AM,0.79984,8.0760694922,Beilschmiedia,tawa,Lauraceae,Laurales
Berberis_thunbergii,AM,0.287571867,28.52520317,Berberis,thunbergii,Berberidaceae,Ranunculales
Berteroa_incana,NM,0.19,237.0,Berteroa,incana,Brassicaceae,Brassicales
Betula_alleghaniensis,EcM,0.24,79.3,Betula,alleghaniensis,Betulaceae,Fagales
Betula_lenta,EcM,0.27,109.7,Betula,lenta,Betulaceae,Fagales
Betula_pendula,EcM,0.288625,67.5,Betula,pendula,Betulaceae,Fagales
Bituminaria_bituminosa,AM,0.41214396825,112.61477522,Bituminaria,bituminosa,Fabaceae,Fabales
Blechnum_chambersii,AM,0.41,32.4,Blechnum,chambersii,Blechnaceae,Polypodiales
Blechnum_discolor,AM,0.36,26.3,Blechnum,discolor,Blechnaceae,Polypodiales
Blechnum_fluviatile,AM,0.31,42.9,Blechnum,fluviatile,Blechnaceae,Polypodiales
Blechnum_novae-zelandiae,AM,0.33,28.0,Blechnum,novae-zelandiae,Blechnaceae,Polypodiales
Blechnum_procerum,AM,0.27,31.1,Blechnum,procerum,Blechnaceae,Polypodiales
Blumeodendron_tokbrai,AM,0.4535,24.8057927,Blumeodendron,tokbrai,Euphorbiaceae,Malpighiales
Bothriochloa_macra,AM,0.365,99.25,Bothriochloa,macra,Poaceae,Poales
Bouteloua_curtipendula,AM,0.32,65.0,Bouteloua,curtipendula,Poaceae,Poales
Brachypodium_phoenicoides,AM,0.3386666666666666,132.99333333333334,Brachypodium,phoenicoides,Poaceae,Poales
Brachypodium_pinnatum,AM,0.181,236.5,Brachypodium,pinnatum,Poaceae,Poales
Brachypodium_sylvaticum,AM,0.13,161.0,Brachypodium,sylvaticum,Poaceae,Poales
Bromus_catharticus,AM,0.30525,208.9771407,Bromus,catharticus,Poaceae,Poales
Bromus_erectus,AM,0.2805714285714286,102.82142857142856,Bromus,erectus,Poaceae,Poales
Bromus_hordeaceus,AM,0.1802565589166666,311.71100864166664,Bromus,hordeaceus,Poaceae,Poales
Bromus_inermis,AM,0.213,168.26606763285713,Bromus,inermis,Poaceae,Poales
Bromus_madritensis,AM,0.2749999999999999,341.0566666666667,Bromus,madritensis,Poaceae,Poales
Calamagrostis_canadensis,AM,0.22,249.0,Calamagrostis,canadensis,Poaceae,Poales
Calamovilfa_longifolia,NMAM,0.48,33.0,Calamovilfa,longifolia,Poaceae,Poales
Caldcluvia_rosifolia,AM,0.3606384615384615,51.98859503769231,Caldcluvia,rosifolia,Cunoniaceae,Oxalidales
Calluna_vulgaris,ErM,0.3166,13.62532988,Calluna,vulgaris,Ericaceae,Ericales
Calpurnia_aurea,AM,0.53,16.95,Calpurnia,aurea,Fabaceae,Fabales
Campanula_rotundifolia,AM,0.141566667,536.7006127,Campanula,rotundifolia,Campanulaceae,Asterales
Carex_doisutepensis,NMAM,0.656,23.05,Carex,doisutepensis,Cyperaceae,Poales
Carex_filifolia,NMAM,0.181971429,107.557439,Carex,filifolia,Cyperaceae,Poales
Carex_flacca,NMAM,0.4108403519999999,60.76410026,Carex,flacca,Cyperaceae,Poales
Carex_humilis,NMAM,0.2735,85.7425,Carex,humilis,Cyperaceae,Poales
Carex_korshinskyi,NMAM,0.245,252.55,Carex,korshinskyi,Cyperaceae,Poales
Carex_lasiocarpa,NMAM,0.23,252.0,Carex,lasiocarpa,Cyperaceae,Poales
Carex_moorcroftii,NMAM,0.58,0.32278,Carex,moorcroftii,Cyperaceae,Poales
Carex_nigra,NMAM,0.32,9.14,Carex,nigra,Cyperaceae,Poales
Carex_obtusata,NMAM,0.165411111,101.4145355,Carex,obtusata,Cyperaceae,Poales
Carpinus_caroliniana,EcM,0.6308812500000001,20.891868058625,Carpinus,caroliniana,Betulaceae,Fagales
Carpodetus_serratus,AM,0.516975,31.33961094875,Carpodetus,serratus,Rousseaceae,Asterales
Carya_cordiformis,EcM,0.6100434782608696,22.68994793069565,Carya,cordiformis,Juglandaceae,Fagales
Carya_ovata,EcM,0.5815979797979798,21.495863374545458,Carya,ovata,Juglandaceae,Fagales
Ceiba_pentandra,AM,1.0,7.1,Ceiba,pentandra,Malvaceae,Malvales
Celtis_australis,AM,0.281675,22.54309961,Celtis,australis,Cannabaceae,Rosales
Centaurea_pectinata,AM,0.5391140318,43.555110272,Centaurea,pectinata,Asteraceae,Asterales
Cerastium_arvense,NMAM,0.188766667,91.58154988,Cerastium,arvense,Caryophyllaceae,Caryophyllales
Cerastium_fontanum,NMAM,0.28,7.2,Cerastium,fontanum,Caryophyllaceae,Caryophyllales
Cercis_canadensis,AM,0.55,27.1,Cercis,canadensis,Fabaceae,Fabales
Chamaecrista_fasciculata,AM,0.34,70.0,Chamaecrista,fasciculata,Fabaceae,Fabales
Chamaerhodos_erecta,AM,0.235,105.5,Chamaerhodos,erecta,Rosaceae,Rosales
Chenopodium_album,NMAM,0.2057999999999999,141.95347025,Chenopodium,album,Amaranthaceae,Caryophyllales
Chionanthus_mildbraedii,AM,0.59,9.46,Chionanthus,mildbraedii,Oleaceae,Lamiales
Chloris_anomala,AM,0.564,19.98,Chloris,anomala,Poaceae,Poales
Chomelia_psilocarpa,AM,0.5407242797,18.963417044,Chomelia,psilocarpa,Rubiaceae,Gentianales
Chondrosum_gracile,AM,0.205358333,88.35631532,Chondrosum,gracile,Poaceae,Poales
Cichorium_intybus,AM,0.354266667,378.8856063,Cichorium,intybus,Asteraceae,Asterales
Cinnamomum_subcuneatum,AM,0.8524,10.1092,Cinnamomum,subcuneatum,Lauraceae,Laurales
Cistus_albidus,EcM,0.4331,6.9656777945,Cistus,albidus,Cistaceae,Malvales
Cistus_crispus,EcM,0.43924375,12.42905362,Cistus,crispus,Cistaceae,Malvales
Cistus_ladanifer,EcM,0.393275,9.270114972,Cistus,ladanifer,Cistaceae,Malvales
Cistus_libanotis,EcM,0.4262125,10.36421952,Cistus,libanotis,Cistaceae,Malvales
Cistus_monspeliensis,EcM,0.546541667,9.903725198,Cistus,monspeliensis,Cistaceae,Malvales
Cistus_salviifolius,EcM,0.4488375,9.6589299615,Cistus,salviifolius,Cistaceae,Malvales
Citrus_aurantium,AM,0.63925,20.7,Citrus,aurantium,Rutaceae,Sapindales
Citrus_trifoliata,AM,0.485,32.6,Citrus,trifoliata,Rutaceae,Sapindales
Cleistogenes_squarrosa,AM,0.225,213.95,Cleistogenes,squarrosa,Poaceae,Poales
Clinopodium_nepeta,AM,0.2695,129.1,Clinopodium,nepeta,Lamiaceae,Lamiales
Clitoria_javitensis,AM,0.7245389264,12.4291588609,Clitoria,javitensis,Fabaceae,Fabales
Coccoloba_excelsa,EcM,0.4118470268,18.485974099,Coccoloba,excelsa,Polygonaceae,Caryophyllales
Coccoloba_manzinellensis,EcM,0.4798507361,12.1648002616,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
Cocos_nucifera,AM,0.55,20.9,Cocos,nucifera,Arecaceae,Arecales
Coffea_arabica,AM,0.76,9.0825,Coffea,arabica,Rubiaceae,Gentianales
Comandra_umbellata,AM,0.321385714,31.36179282,Comandra,umbellata,Santalaceae,Santalales
Combretum_collinum,AM,0.53,12.49,Combretum,collinum,Combretaceae,Myrtales
Combretum_decandrum,AM,0.6236583272,10.577993364,Combretum,decandrum,Combretaceae,Myrtales
Coprosma_ciliata,AM,0.2,91.5,Coprosma,ciliata,Rubiaceae,Gentianales
Coprosma_foetidissima,AM,0.37,44.5,Coprosma,foetidissima,Rubiaceae,Gentianales
Coprosma_linariifolia,AM,0.5583428571428571,22.283399722857144,Coprosma,linariifolia,Rubiaceae,Gentianales
Coprosma_lucida,AM,0.45,26.0,Coprosma,lucida,Rubiaceae,Gentianales
Coprosma_rhamnoides,AM,0.2,158.3,Coprosma,rhamnoides,Rubiaceae,Gentianales
Coreopsis_palmata,AM,0.33,113.0,Coreopsis,palmata,Asteraceae,Asterales
Coriaria_arborea,AM,0.31,27.4,Coriaria,arborea,Coriariaceae,Cucurbitales
Coronilla_juncea,AM,0.3001,7.815522897,Coronilla,juncea,Fabaceae,Fabales
Coronilla_minima,AM,0.5372136606000001,40.442674992,Coronilla,minima,Fabaceae,Fabales
Corynocarpus_laevigatus,AM,0.588,23.799507734,Corynocarpus,laevigatus,Corynocarpaceae,Cucurbitales
Crataegus_monogyna,AM,0.431175,10.08847613,Crataegus,monogyna,Rosaceae,Rosales
Crepis_foetida,AM,0.2835,296.13,Crepis,foetida,Asteraceae,Asterales
Crepis_sancta,AM,0.29,326.0,Crepis,sancta,Asteraceae,Asterales
Crepis_tectorum,AM,0.34,119.0,Crepis,tectorum,Asteraceae,Asterales
