binominal,F01286,F01287,F00679_mean,F00679_sem,F00727_mean,F00727_sem,F00709_mean,F00709_sem
Castanopsis_fissa,Castanopsis,fissa,-1.583132110853322,0.007974844896054711,4.484338196609429,0.3284282787291737,-0.9364013379419118,0.3202151985180948
Castanopsis_fleuryi,Castanopsis,fleuryi,-0.726472610302933,0.037510053935474706,2.627277883914418,0.14511897778980057,-0.9128327591708496,0.1892781703046072
Castanopsis_hystrix,Castanopsis,hystrix,-0.6912894576779697,0.11904837170452154,2.496955057509593,0.23745209425337718,-0.7735832591617505,0.08002715770997369
Castanopsis_indica,Castanopsis,indica,-0.3627376757728085,0.0358465423837079,1.7740022431840508,0.10607837754434372,-0.6820281493610927,0.0431866914435847
Castanopsis_wattii,Castanopsis,wattii,-1.82504741609423,,4.52526080275979,,-0.6733445532637656,
Catalpa_bignonioides,Catalpa,bignonioides,-1.1042043145365323,0.4199438494428448,3.377881690824099,0.2401061626785333,-2.148573606462026,0.054239340720810714
Catostemma_sclerophyllum,Catostemma,sclerophyllum,-0.23319388716771114,,1.8531680973566984,,-1.0996127890016931,
Catunaregam_spinosa,Catunaregam,spinosa,-1.3587181053497872,,4.38502214365368,,-0.9675840262617056,
Caulophyllum_robustum,Caulophyllum,robustum,-1.0277811079075183,,4.518592891171162,,-2.2244203229266644,
Cecropia_angustifolia,Cecropia,angustifolia,-0.6415808269811775,0.10699374724838849,3.032468571375829,0.2952290352692496,-1.5088133469025597,0.24363282026687266
Cedrela_montana,Cedrela,montana,-0.5281832298767709,0.03838499888447184,2.906987007874816,0.09070193877607201,-1.6091175594038523,0.02959818684152153
Cedrus_libani,Cedrus,libani,-0.6896312053927866,0.06315449527186467,2.538626425662939,0.16442751354607904,-0.8771624314405044,0.03259913994068756
Celtis_australis,Celtis,australis,-1.2670013549319075,,3.1154290151287816,,-0.26594116144304236,
Celtis_sinensis,Celtis,sinensis,-1.963046135002048,,4.727387818712341,,-0.4780358009429998,
Celtis_tetrandra,Celtis,tetrandra,-0.6569130981615798,0.17353773283679766,2.6926689337193577,0.3025932226491631,-0.9924573333800174,0.1504201860509846
Celtis_timorensis,Celtis,timorensis,-0.8497340906148217,0.09470182325935038,2.9396063278021436,0.37302838128185994,-0.9723324604876344,0.22184239265003688
Cenchrus_americanus,Cenchrus,americanus,-1.5141277326297755,,4.997212273764115,,-1.7147984280919266,
Centaurea_pectinata,Centaurea,pectinata,-0.7861743913396423,0.17448855205821026,3.6706470258579724,0.9315080903088109,-2.2249178109266423,0.38871354369771144
Centronia_laurifolia,Centronia,laurifolia,-1.1814861844387388,0.017479754939965602,4.006592491853891,0.0869006426936827,-1.4074635656095253,0.052919334075833026
Cephalotaxus_harringtonii,Cephalotaxus,harringtonii,-0.32696079129566946,0.10941566502229849,2.566190670031177,0.21104932862716042,-1.7792112045436348,0.19146562695365968
Cerastium_arvense,Cerastium,arvense,-1.667243592764639,,4.517229830868229,,-0.7208747902983628,
Cercidiphyllum_japonicum,Cercidiphyllum,japonicum,-1.5139860466157036,0.6642767320410327,3.084095430821941,0.22469973850324287,-1.7419368919204297,0.09064457182788063
Cercis_canadensis,Cercis,canadensis,-0.5978370007556204,,3.299533727885655,,-1.8388510767619055,
Cestrum_schlechtendalii,Cestrum,schlechtendalii,-0.5424883042748321,,2.406474867141604,,-1.079710781965047,
Chamaecrista_fasciculata,Chamaecrista,fasciculata,-1.0788096613719298,,4.248495242049359,,-1.8325814637483102,
Chamaecyparis_obtusa,Chamaecyparis,obtusa,-0.8766965532109995,0.035124552056722755,3.0934781855983053,0.13379061872639345,-0.4594420638235712,0.13568455715650085
Chamaecyparis_pisifera,Chamaecyparis,pisifera,-0.7356266489883941,0.06285163792963559,3.101419381464311,0.20572507887195324,-1.6656301984226853,0.11883953273932703
Chamaerhodos_erecta,Chamaerhodos,erecta,-1.4483961628495439,0.021279807209397924,4.6584071837425824,0.02464954090257931,-1.515161859161805,0.045485889102863324
Chassalia_subnuda,Chassalia,subnuda,-1.1147416705979933,,3.385067999732272,,-1.0023934309275668,
Chenopodium_album,Chenopodium,album,-1.339554923552413,0.24084613506284988,3.845405777054173,0.49687614500701366,-0.8688021009487464,0.20688866474544032
Chionanthus_virginicus,Chionanthus,virginicus,-0.9135703085745628,0.6815475443653998,2.460434343198335,0.17020938047880127,-1.7799215188207367,0.03266940211111892
Chloranthus_henryi,Chloranthus,henryi,-0.7721903879003982,,3.6183868591394077,,-1.826024060587772,
Choerospondias_axillaris,Choerospondias,axillaris,-1.0182900158289738,0.1774749078876441,3.6048879766401036,0.43086999430863926,-1.2418050587136384,0.12163793696018488
Chomelia_psilocarpa,Chomelia,psilocarpa,-0.6177996326439165,0.025629800888697422,2.9294632176724784,0.053465866318066615,-1.451792392100446,0.027592919664238998
Chomelia_tenuiflora,Chomelia,tenuiflora,-0.7465479572870606,,2.372111155642656,,-0.6051363032372319,
Chromolucuma_rubriflora,Chromolucuma,rubriflora,-0.7614260213132397,,3.1557230098629323,,-1.7092582477163114,
Chrysojasminum_fruticans,Chrysojasminum,fruticans,-0.7999531848777546,,2.6862280519037403,,-0.8180204148748554,
Chrysophyllum_sanguinolentum,Chrysophyllum,sanguinolentum,-0.5656338602609858,,2.2375130962503307,,-0.9263410677276565,
Chrysopsis_villosa,Chrysopsis,villosa,-1.516403046466911,,4.649990266460689,,-1.3781642363321869,
Cibotium_barometz,Cibotium,barometz,-1.3933189760568552,,4.430282550681985,,-1.39971738010068,
Cichorium_intybus,Cichorium,intybus,-1.0377053528236775,,5.937234329179472,,-3.8844582774103893,
Cinnamomum_austro-sinensis,Cinnamomum,austro-sinensis,-0.7686159278294528,0.0991706632712665,3.385383132958841,0.18318124114928924,-1.5480207339246403,0.012627014340028053
Cinnamomum_camphora,Cinnamomum,camphora,-0.6175117917865762,0.14812473123978193,3.1847527451325304,0.4988969257059876,-1.6560234642551717,0.2507271333140304
Cinnamomum_chekiangense,Cinnamomum,chekiangense,-0.35956217845786614,0.1188265233452549,1.5215220617832537,0.6401139979462573,-0.5317745240960396,0.43296425190735954
Cinnamomum_contractum,Cinnamomum,contractum,-0.3003115433005887,0.07036220201833364,2.1850237555137384,0.1825921269277407,-1.1563146326750575,0.10346293327621792
Cinnamomum_glanduliferum,Cinnamomum,glanduliferum,-0.15591334390722808,,1.3944693608167504,,-0.7462679458610079,
Cinnamomum_iners,Cinnamomum,iners,-0.16202429415321618,0.03428143445996331,2.297929491851307,0.08558974621422741,-1.697501714272386,0.07051541523865018
Cinnamomum_micranthum,Cinnamomum,micranthum,-0.6411851405804825,0.11780649985103607,1.9953709268640736,0.44448424184664315,-0.5348027792437244,0.37522933339674064
Cinnamomum_parthenoxylon,Cinnamomum,parthenoxylon,-0.861946171016896,0.09116031735497235,3.5777881873258064,0.2586085985610105,-1.62825301487284,0.07622101111695065
Cistus_albidus,Cistus,albidus,-0.8414658865964156,0.09681486316935471,1.8137628340961145,0.515206268562149,-0.2614216619195451,0.11467176048140795
Cistus_calycinus,Cistus,calycinus,-0.660486398320397,,1.881847792780877,,-0.20738841534561062,
Cistus_crispus,Cistus,crispus,-0.8227007808152502,,2.52003676585818,,-0.4854802470367222,
Cistus_halimifolius,Cistus,halimifolius,-0.8786939327095946,,2.2403200814738007,,-0.14866829161881567,
Cistus_ladanifer,Cistus,ladanifer,-0.9332461662735686,,2.226795782089849,,-0.09861089457487265,
Cistus_libanotis,Cistus,libanotis,-0.8528172307941627,,2.3383594434867416,,-0.2058152534813036,
Cistus_monspeliensis,Cistus,monspeliensis,-0.6041447309050415,,2.2929109689902534,,-0.47328745189432575,
Cistus_salviifolius,Cistus,salviifolius,-0.8090345584211255,0.12618418333854842,2.2596921416676787,0.12816487417577416,-0.24263696245967348,0.049222843246381424
Clarisia_biflora,Clarisia,biflora,-1.3158599572027003,0.3240371627161084,3.5195215827065,0.6048620177198917,-0.6465129454456633,0.04297792357540503
Clarisia_racemosa,Clarisia,racemosa,-0.7168588399241516,0.10639702598281414,2.5189335707500056,0.17430730833154803,-0.8432433484044549,0.038441854394265396
Cleidion_brevipetiolatum,Cleidion,brevipetiolatum,-0.20738915447579034,0.07033842681620928,2.059307592138552,0.10672392499719918,-1.3876840409890816,0.03277454265886103
Cleistogenes_squarrosa,Cleistogenes,squarrosa,-1.4919018513443585,0.022225881285416915,5.363262094707084,0.0704599088471567,-2.1637692246949056,0.043505688494814836
Clethra_revoluta,Clethra,revoluta,-0.8846138277159378,0.024010503059618906,3.3655473215091996,0.08429573809429536,-1.3557989033189308,0.06861883298253613
Clinopodium_nepeta,Clinopodium,nepeta,-1.3167682984712803,,4.867534450455582,,-1.973281345851445,
Clitoria_javitensis,Clitoria,javitensis,-0.3320908857174568,0.04717475297490419,2.4519572179868576,0.1205707610378547,-1.545703885561525,0.06493411444264761
Clusia_alata,Clusia,alata,-0.26905798545773313,0.19783971638691708,1.8057675664608657,0.22144646919828012,-1.022794097010698,0.17473217504264002
Clusia_ducuoides,Clusia,ducuoides,-0.40337763563545326,0.12171853130049827,2.089218596105725,0.17559099136092418,-1.042887065687794,0.1269197129803187
Clusia_elliptica,Clusia,elliptica,-0.20522451154794816,0.036707319188771084,1.995280679165501,0.09843092505996971,-1.3486771125814603,0.0609072522700866
Coccoloba_excelsa,Coccoloba,excelsa,-0.893596050598466,0.038332768211241576,2.8619165562470945,0.11057117089649628,-0.8326528945192175,0.07305521121478263
Coccoloba_manzinellensis,Coccoloba,manzinellensis,-0.7475444118984569,0.053692018377097375,2.4229047981383323,0.13342210035777946,-0.6857444131429531,0.07004929404639453
Comandra_umbellata,Comandra,umbellata,-1.1351132759510045,,3.445590362853224,,-1.0941579250920628,
Combretum_collinum,Combretum,collinum,-0.6348782724359695,,2.5249283241374862,,-0.941608539858445,
Combretum_decandrum,Combretum,decandrum,-0.4793298879842286,0.04029567284570171,2.3488677609905575,0.046261960112492256,-1.148136423478285,0.06277746745755407
Convallaria_majalis,Convallaria,majalis,-0.8681583130692135,0.03942047820291994,4.214463484124426,0.20561594120149884,-2.1809690898968976,0.22717671657099756
Coprosma_ciliata,Coprosma,ciliata,-1.6094379124341003,,4.516338972281476,,-1.0788096613719298,
Coprosma_foetidissima,Coprosma,foetidissima,-0.9942522733438669,,3.7954891891721947,,-1.5606477482646683,
Coprosma_linariifolia,Coprosma,linariifolia,-0.5874723985432795,0.03938174916255076,3.0924400247664363,0.06219784661098794,-1.663046544165497,0.11028067816344145
Coprosma_lucida,Coprosma,lucida,-0.7985076962177716,,3.258096538021482,,-1.4696759700589417,
Coprosma_rhamnoides,Coprosma,rhamnoides,-1.6094379124341003,,5.064491966886966,,-1.6094379124341003,
Cordiera_myrciifolia,Cordiera,myrciifolia,-0.6088060321261943,,2.6034301519721073,,-0.7657178733947807,
Coreopsis_palmata,Coreopsis,palmata,-1.1086626245216111,,4.727387818712341,,-2.3025850929940455,
Coriaria_arborea,Coriaria,arborea,-1.171182981502945,,3.3105430133940246,,-0.7765287894989963,
Coriaria_nepalensis,Coriaria,nepalensis,-0.8209805520698302,,3.4438022240442625,,-1.5652480993864386,
Cornus_bretschneideri,Cornus,bretschneideri,-0.8395529192869574,0.1339063639175836,3.056283427414941,0.43636481185639675,-1.1329922308002012,0.175340075280807
Cornus_controversa,Cornus,controversa,-0.4253362377505763,,2.6876847819083753,,-1.5961615792599948,
Cornus_florida,Cornus,florida,-0.9891068810187917,0.5846149049648669,2.85371411038287,0.42201470738431013,-1.6888825272342565,0.2117862567954059
Cornus_kousa,Cornus,kousa,-0.970351008724099,,3.943419006364818,,-1.7643604967696704,
Cornus_officinalis,Cornus,officinalis,-0.6492652821945684,0.1839210420246782,2.3498030827464826,0.49784775079133725,-0.8097080258788223,0.17833276666118325
Cornus_ulotricha,Cornus,ulotricha,-0.492515122207834,,2.5869264582422264,,-1.358953328934706,
Coronilla_juncea,Coronilla,juncea,-1.2036395265358157,,2.056111871040096,,-0.5289693909317653,
Coronilla_minima,Coronilla,minima,-0.8666584245111052,0.24796249726567163,3.710978956070728,0.736955245965159,-1.7809392464049438,0.30509551609889696
Corylus_ferox,Corylus,ferox,-1.373575588712116,,4.2238506926503625,,-1.2332068313793185,
Corylus_sieboldiana,Corylus,sieboldiana,-1.581175325685677,0.09351247017749763,4.865887111951576,0.21662614853994944,-1.4526825815071318,0.028731502755105165
Corynocarpus_laevigatus,Corynocarpus,laevigatus,-0.5371466662443168,0.037604213766702095,3.1455763097245484,0.07018496490746443,-1.8259416124398542,0.04719314647351655
Corythophora_alta,Corythophora,alta,-0.7985076962177716,,2.4915511925066687,,-0.5242486440981314,
Cotoneaster_acutifolius,Cotoneaster,acutifolius,-1.5925807953676774,,4.631792642548199,,-1.2039728043259361,
Cotoneaster_adpressus,Cotoneaster,adpressus,-1.4120225096926218,,4.483807694240553,,-1.432507206031779,
Cotoneaster_multiflorus,Cotoneaster,multiflorus,-1.4711988682103345,,4.984803505157494,,-1.769250478028886,
Couepia_magnoliifolia,Couepia,magnoliifolia,-1.3280254529959148,,3.1467351470905185,,-0.3930425881096072,
Crataegus_monogyna,Crataegus,monogyna,-0.8412412388046728,,2.3113937952094306,,-0.35561938552230143,
Crataegus_pinnatifida,Crataegus,pinnatifida,-1.540145085938151,,4.65663128004649,,-1.3051567539906619,
Cratoxylum_cochinchinense,Cratoxylum,cochinchinense,-2.1126261090708796,,3.48216274048526,,-0.8915981192837836,
Crepis_foetida,Crepis,foetida,-1.3625778345025745,,5.707110264748875,,-2.631089159966082,
Crepis_tectorum,Crepis,tectorum,-1.0788096613719298,,4.77912349311153,,-2.4079456086518722,
Critoniopsis_floribunda,Critoniopsis,floribunda,-0.7870804635505597,0.1084277291410669,3.106769862006809,0.39574146347378014,-1.2900500255993421,0.18024657179151493
Critoniopsis_pycnantha,Critoniopsis,pycnantha,-0.5706672151119345,0.04510896258348636,2.7629913839997458,0.10635152222808467,-1.3806132965379143,0.12452554819516932
Croton_kongensis,Croton,kongensis,-0.354385703142263,0.08640871355237231,2.029836561011527,0.20573706456495625,-0.9479102221225996,0.0995617535859256
Cryptocarya_acutifolia,Cryptocarya,acutifolia,-0.060388681106810636,0.018023232971063213,1.558912869928693,0.046648118362180885,-1.1723262655391289,0.03941958443880272
Cryptocarya_brachythyrsa,Cryptocarya,brachythyrsa,-0.11533603163924813,,1.8677904879038763,,-1.3755119132058362,
Cryptocarya_chinensis,Cryptocarya,chinensis,-0.3427233276940606,0.10450602587018361,2.1447239829364455,0.2549534664385031,-1.2324481165816366,0.13337621261360263
Cryptocarya_concinna,Cryptocarya,concinna,-0.5466201808071081,0.1188349763759233,2.5467463400213837,0.40180260768921316,-1.1689093578522558,0.18166885837393804
Cryptocarya_yunnanensis,Cryptocarya,yunnanensis,-0.05483236744706358,0.005994813712205625,1.4714836842122132,0.06878387554877181,-1.044720078103108,0.08270872701781762
Cryptomeria_japonica,Cryptomeria,japonica,-0.5356464229183926,0.13903001917647617,3.1273824773613894,0.2864497923019535,-1.7924603292539734,0.033196510683241906
Cunninghamia_lanceolata,Cunninghamia,lanceolata,-0.6744475450665427,0.06051780104102035,2.2405692260997823,0.1665307859376781,-2.1954021202152023,0.11096270881842794
Cyathea_smithii,Cyathea,smithii,-1.171182981502945,,3.40452517175483,,-0.916290731874155,
Cycas_nathorstii,Cycas,nathorstii,-0.1441270107393119,,2.4585957728055012,,-1.6619240653630176,
Cycas_panzhihuaensis,Cycas,panzhihuaensis,-0.08291688196578931,0.04226848383514229,2.13565887891789,0.1954997602385068,-1.5875142662394381,0.11993512672877736
Cydonia_oblonga,Cydonia,oblonga,-0.9182927345448282,,2.2425130299388965,,-0.06875190230807043,
Cystopteris_sudetica,Cystopteris,sudetica,-0.7601864417437215,0.2177335503480658,5.137250860765675,0.26193422613549533,-2.7016294267533163,0.25617908852612464
Cytisus_grandiflorus,Cytisus,grandiflorus,-0.2984060358147566,,1.1790898931449363,,-0.2323726689041977,
Dacrycarpus_dacrydioides,Dacrycarpus,dacrydioides,-0.5146768826346811,0.04685849776218115,2.847306660145156,0.0783881786550099,-1.5711619511995585,0.03335739653508698
Dacrycarpus_imbricatus,Dacrycarpus,imbricatus,-0.8112852475855218,0.08413353948300185,3.1673446222005417,0.14311825384041943,-1.2873280518664967,0.1045860186218149
Dacrydium_balansae,Dacrydium,balansae,-0.7768248123661531,0.3194686811457389,2.54228415244824,0.39783462092926836,-0.7896384432398539,0.08246594189426427
Dacrydium_cupressinum,Dacrydium,cupressinum,-0.6878905575619254,0.04855946804357802,3.153594826999186,0.11998791687268616,-1.5687385975645811,0.03288601514617884
Dacrydium_gracile,Dacrydium,gracile,-0.6138096227116069,0.0755752933185265,2.8059927195654413,0.17898035624131825,-1.2556057779145449,0.06835373444299533
Dacrydium_pectinatum,Dacrydium,pectinatum,-0.5832467256964567,0.041110047891518155,2.703777635339484,0.03421031723226753,-1.2709992604976807,0.06396625113899176
Dacryodes_peruviana,Dacryodes,peruviana,-0.817803785159501,,3.1129613971627506,,-1.2362134016675241,
Dactylis_glomerata,Dactylis,glomerata,-1.7039504694141379,0.21020211916620718,5.737129297747365,0.14753051879337473,-2.223977719953272,0.5501646736236868
Dalea_purpurea,Dalea,purpurea,-0.9856632117128601,0.11816264400813709,3.902213863915832,0.21333440980189544,-1.5341514831944132,0.10703512755426735
Danthonia_intermedia,Danthonia,intermedia,-0.9744496460476871,,2.7450339821360643,,-0.5389965013041156,
Daphniphyllum_pentandrum,Daphniphyllum,pentandrum,-1.2999943494238988,,4.145923991344203,,-1.3139736995402644,
Daucus_carota,Daucus,carota,-1.3704210119636004,,5.953243334287785,,-2.551046452292545,
Decaspermum_gracilentum,Decaspermum,gracilentum,-1.8620746431430808,,4.158726821151369,,-0.8675005677047231,
Dendropanax_dentigerus,Dendropanax,dentigerus,-2.0612087734187763,,5.4083710520356005,,-0.8754687365539,
Deschampsia_cespitosa,Deschampsia,cespitosa,-1.7147984280919266,,4.852030263919617,,-1.4271163556401458,
Descurainia_sophia,Descurainia,sophia,-2.0722673379318355,,5.1278286821668875,,-0.7444404749474959,
Desmodium_canadense,Desmodium,canadense,-1.0788096613719298,,4.836281906951478,,-2.4079456086518722,
Deutzia_glabrata,Deutzia,glabrata,-1.6928195213731514,,5.368792365008639,,-1.7307987702448195,
Deutzia_grandiflora,Deutzia,grandiflora,-1.196177635990391,0.41201105704327723,4.7150992624797565,0.8674584149478838,-2.037017191520201,0.00028676444909425664
Dicksonia_squarrosa,Dicksonia,squarrosa,-0.4428272007181467,0.07213867592945823,2.775978990306104,0.07092507496489481,-1.6467497412018457,0.09051976376564225
Dicranopteris_linearis,Dicranopteris,linearis,-1.0870875627208005,0.25571672824728203,3.057123186617279,0.5196790403313641,-0.6630356422909786,0.05279117406454236
Dicranopteris_pedata,Dicranopteris,pedata,-1.5874318321714858,,4.394205548089184,,-0.9942522733438669,
Didymocheton_spectabilis,Didymocheton,spectabilis,-0.0888057746625549,0.08347413395784747,2.0571134596496528,0.07236703882348273,-1.6253383785896032,0.09520890244409229
Dioon_rzedowskii,Dioon,rzedowskii,-0.33277285794003,0.18046307495526442,2.7571337208259337,0.2931596245603836,-1.4486374906476593,0.13886258058475562
Dioscorea_nipponica,Dioscorea,nipponica,-1.6004781710626284,,5.5768851853391865,,-2.1541650878757723,
Diospyros_strigosa,Diospyros,strigosa,-0.7608453301926887,0.1721108019731373,2.8593729063030446,0.5084293608136062,-1.0961177540176241,0.1952766699996557
Diospyros_virginiana,Diospyros,virginiana,-1.1074261991388965,0.7298606529981498,3.076008444893159,0.11778087509693036,-2.044342703809923,0.039183588052765096
Diplospora_dubia,Diplospora,dubia,-1.1996488328458814,,4.423027436687124,,-1.7966494517281293,
Dovyalis_abyssinica,Dovyalis,abyssinica,-0.4780358009429998,,2.3758355547336385,,-1.1086626245216111,
Draba_nemorosa,Draba,nemorosa,-2.007306943920637,,5.604183683891964,,-0.6931471805599453,
Dracophyllum_longifolium,Dracophyllum,longifolium,-1.5146448508957375,0.023870329724285953,4.805099672677307,0.16106874033160418,-1.5118010551814427,0.11736413464942906
Drymocallis_arguta,Drymocallis,arguta,-1.0537874674071013,0.20981739711257238,3.6845683321811924,0.6400458944577692,-0.8644830835498185,0.2749511996385463
Dryopteris_lepidopoda,Dryopteris,lepidopoda,-1.6101047997540257,,4.809019966164863,,-1.3745983232171646,
Dryopteris_sparsa,Dryopteris,sparsa,-1.621235006910137,0.10543921566198343,5.196051354566677,0.32053939003060794,-1.6937492689815035,0.10493064538279184
Dussia_tessmannii,Dussia,tessmannii,-0.8942846516115405,,2.3821233962462887,,-0.3505035505074508,
Echinacea_serotina,Echinacea,serotina,-0.8915981192837836,,3.5553480614894135,,-1.5141277326297755,
Ekebergia_capensis,Ekebergia,capensis,-0.3011050927839216,,1.9892432737616872,,-0.941608539858445,
Elaeagnus_commutata,Elaeagnus,commutata,-0.920298753271694,,2.917456692508743,,-0.8399177525013457,
Elaeocarpus_dentatus,Elaeocarpus,dentatus,-0.5266500237284903,0.04242171421693805,3.313308538357276,0.09086571292825787,-1.991339641518594,0.03325136056298202
Elaeocarpus_dubius,Elaeocarpus,dubius,-1.2200311701369002,0.13561760086860342,4.017770295345738,0.3169026429446731,-1.154157884196343,0.13250663666436147
Elaeocarpus_glabripetalus,Elaeocarpus,glabripetalus,-1.0527190299444982,0.1460133097288441,3.8749189713022054,0.3530605506011566,-1.4870232806714447,0.0521240967601527
Elaeocarpus_hookerianus,Elaeocarpus,hookerianus,-0.8592177869792756,0.020466507819009213,3.5075901136364265,0.02577373439822737,-1.5523213399383629,0.026153116346349453
Elaeocarpus_sylvestris,Elaeocarpus,sylvestris,-1.3262997667460406,0.04671130590778071,3.717423748019715,0.28808770970070513,-0.8439955532738783,0.1471398003676966
Eleutherococcus_senticosus,Eleutherococcus,senticosus,-1.493879571799828,,5.263640884001318,,-2.014903023042265,
Elymus_canadensis,Elymus,canadensis,-1.4696759700589417,,5.662960480135946,,-2.4079456086518722,
Elymus_lanceolatus,Elymus,lanceolatus,-1.5087482869191498,,4.551559169124093,,-1.1769970115583412,
Elymus_repens,Elymus,repens,-1.1212412910449963,0.15551846398809982,4.325339328126856,0.29519234522100746,-1.694621737893252,0.2868939706515061
Elymus_virginicus,Elymus,virginicus,-1.3155430382152649,,5.821749388813304,,-3.2172530922113074,
Embelia_vestita,Embelia,vestita,-1.5709386132834906,,4.568821127540797,,-1.185623664203194,
Encephalartos_gratus,Encephalartos,gratus,-0.01063973476744631,,1.975897955932498,,-1.5446506675433465,
Endlicheria_anomala,Endlicheria,anomala,-0.40346710544549125,,2.3978952727983707,,-1.1907275775759154,
Endlicheria_arenosa,Endlicheria,arenosa,-1.4784096500276962,,4.299731391947051,,-1.3664917338237108,
Endlicheria_bracteolata,Endlicheria,bracteolata,-0.5008752929128226,,2.995232148512309,,-1.7092582477163114,
Endlicheria_citriodora,Endlicheria,citriodora,-0.1839228381609285,,2.3664984187376983,,-1.7486999797676082,
Endlicheria_longicaudata,Endlicheria,longicaudata,-0.14502577205025774,,1.8229350866965048,,-1.248273063222516,
Endlicheria_macrophylla,Endlicheria,macrophylla,-0.6254885320861304,,2.8909271591878647,,-1.3509272172825992,
Endlicheria_oreocola,Endlicheria,oreocola,-0.24143482128646124,,2.271753209888837,,-1.5475703410466854,
Endlicheria_ruforamula,Endlicheria,ruforamula,-0.22331436109562688,0.12308680178842019,1.90613778381925,0.23509096798506943,-1.2096146984759006,0.049715882330957174
Endospermum_chinense,Endospermum,chinense,-0.4466493155845746,0.09336341722839255,3.0152860215573107,0.34328281047348386,-1.5191514447126497,0.1285151479463151
Engelhardia_roxburghiana,Engelhardia,roxburghiana,-0.75233018371723,0.31607445012219004,3.060316557231223,0.5086702903323895,-1.1939890381068954,0.1076836041479795
Engelhardia_serrata,Engelhardia,serrata,-0.7731287782674005,,3.1568839054262496,,-1.2544277870370355,
Engelhardia_spicata,Engelhardia,spicata,-0.4532210668264868,0.0687894047649828,2.4369575003409976,0.20439799483722207,-1.2078000133211348,0.1260693584900975
Ephedra_distachya,Ephedra,distachya,-1.3458423747780277,0.16592428125321607,3.727295737018187,0.41780861490767135,-1.6587268097156853,0.17307616046539345
Ephedra_fragilis,Ephedra,fragilis,-0.6789813257443353,,1.2210552998275395,,-0.6619703133346029,
Equisetum_hyemale,Equisetum,hyemale,-0.530642373248024,0.12542455321146323,3.8690728074855136,0.399908453355056,-2.507519897897152,0.1865375573973016
Equisetum_pratense,Equisetum,pratense,-1.0734392712079035,0.17227705126034262,5.26607737965557,0.2300516237401175,-3.0870200380753867,0.13323412267607174
Eragrostis_trichodes,Eragrostis,trichodes,-1.5606477482646683,,4.290459441148391,,-0.941608539858445,
Erica_arborea,Erica,arborea,-0.9663348068612736,,2.649813790196861,,-0.42400253186199627,
Erica_scoparia,Erica,scoparia,-1.3508306968443216,,3.00616006713636,,0.12019976634216999,
Erigeron_canadensis,Erigeron,canadensis,-1.0498221244986778,,4.77912349311153,,-2.4079456086518722,
Erigeron_glabellus,Erigeron,glabellus,-1.1847149888114397,,3.9811057282116824,,-1.2907429231479308,
Erigeron_pumilus,Erigeron,pumilus,-1.6947235067164608,,4.437386082817152,,-1.2039728043259361,
Eriobotrya_japonica,Eriobotrya,japonica,-1.1430658694224145,,3.8318969609488613,,-0.941608539858445,
Eriotheca_longitubulosa,Eriotheca,longitubulosa,-0.6018450221531594,,2.491263878057017,,-1.0485337405361344,
Eriotheca_surinamensis,Eriotheca,surinamensis,-0.4216249827326848,0.073832600758888,2.2780435030815354,0.10501538790944262,-1.1934157607720872,0.1384904971951694
Erysimum_inconspicuum,Erysimum,inconspicuum,-2.104554242494911,,5.885458494246953,,-1.242333670187209,
Eschweilera_albiflora,Eschweilera,albiflora,-0.8675005677047231,,2.4973291697865574,,-0.7174398731289899,
Eschweilera_atropetiolata,Eschweilera,atropetiolata,-0.25877072895736086,,1.4182774069729414,,-0.5905905922348531,
Eschweilera_bracteosa,Eschweilera,bracteosa,-0.37106368139083207,,1.7732559976634952,,-0.7423374247507171,
Eschweilera_coriacea,Eschweilera,coriacea,-0.375928221152433,0.06209332085908202,1.5741021499950658,0.16755784678497984,-0.5762177531418224,0.079085451540467
Eschweilera_decolorans,Eschweilera,decolorans,-0.16016875215282134,,1.091923300517313,,-0.8698843590599994,
Eschweilera_grandiflora,Eschweilera,grandiflora,-0.45098562340997367,,2.075684492802124,,-0.7550225842780328,
Eschweilera_ovata,Eschweilera,ovata,-0.6772738314036552,,2.5764217586237734,,-0.8940401229393353,
Eschweilera_parviflora,Eschweilera,parviflora,-0.22690060019192196,,1.3635373739972745,,-0.8556661100577202,
Eschweilera_pedicellata,Eschweilera,pedicellata,-0.4185503476568198,,1.8468787684491346,,-0.7215466550816433,
Eschweilera_tenuifolia,Eschweilera,tenuifolia,-0.5533852381847867,,1.8325814637483102,,-0.7236063880446539,
Eschweilera_truncata,Eschweilera,truncata,-0.4845083154486173,,2.3532782073095637,,-0.908818717035454,
Eschweilera_wachenheimii,Eschweilera,wachenheimii,-0.8278220838865469,,2.7750856024383683,,-0.7194911558995473,
Eucalyptus_urophylla,Eucalyptus,urophylla,-1.93489108257288,,4.6654182663334485,,-0.4620354595965587,
Eugenia_biflora,Eugenia,biflora,-0.6971552019574841,,2.7669478423496954,,-0.8603830999358592,
Eugenia_florida,Eugenia,florida,-0.9183363251592144,0.24256087563162962,3.016522864359142,0.5110371490097005,-0.9755104230828261,0.06502439822803774
Eugenia_lambertiana,Eugenia,lambertiana,-1.1301029557594804,,3.339676525013905,,-0.941608539858445,
Eugenia_lisboae,Eugenia,lisboae,-1.1056369036050742,,3.038791763014438,,-0.7657178733947807,
Eugenia_patrisii,Eugenia,patrisii,-0.8029620465671519,,2.6004649904222727,,-0.6655320135269719,
