binominal,F01286,F01287,F00679_mean,F00679_sem,F00727_mean,F00727_sem,F00709_mean,F00709_sem
Laurelia_novae-zelandiae,Laurelia,novae-zelandiae,-0.04911380217589599,0.0075623750176608715,2.368956325202658,0.07724279699648749,-2.0294095303426416,0.09259989570322956
Lavandula_multifida,Lavandula,multifida,-1.0492999861835848,0.16178369725169037,2.4213207539740456,0.7196918797123809,-0.23729257375350912,0.029981029544163516
Leonia_glycycarpa,Leonia,glycycarpa,-0.4942963218147801,,2.311196582454366,,-1.0811840810176463,
Lepidium_densiflorum,Lepidium,densiflorum,-1.7984820149888818,,4.559569288282495,,-0.6603573570917932,
Lepidothamnus_intermedius,Lepidothamnus,intermedius,-1.2378743560016174,,3.068052935133617,,-0.9942522733438669,
Lepisanthes_senegalensis,Lepisanthes,senegalensis,-0.35241053876557166,0.151844284167506,1.9731214794464218,0.3084309617763793,-0.9112777284384382,0.06076501619458493
Leptecophylla_juniperina,Leptecophylla,juniperina,-2.3025850929940455,,4.853591544486569,,-0.342490308946776,
Leptobalanus_granvillei,Leptobalanus,granvillei,-0.5041810810473222,,2.5900171341906173,,-1.4524341636244356,
Leptobalanus_latus,Leptobalanus,latus,-0.8096809968158968,,2.3933394562625097,,-0.47160491061270937,
Leptobalanus_longistylus,Leptobalanus,longistylus,-0.8843076860211043,,3.1250046092581303,,-0.9288695140810151,
Leptobalanus_octandrus,Leptobalanus,octandrus,-0.9675840262617056,,3.078693794268338,,-0.5691612007789542,
Leptobalanus_sprucei,Leptobalanus,sprucei,-1.0133524447172864,,3.1432898379116057,,-0.7174398731289899,
Leptospermum_scoparium,Leptospermum,scoparium,-1.0799700431299677,0.10179736953908433,4.426675728536929,0.17199247690998265,-2.0041652270582913,0.09629045420750885
Lespedeza_bicolor,Lespedeza,bicolor,-1.406905315024015,,4.931618323063865,,-1.8971199848858813,
Lespedeza_capitata,Lespedeza,capitata,-0.9942522733438669,,4.290459441148391,,-2.0402208285265546,
Lespedeza_davurica,Lespedeza,davurica,-1.171182981502945,0.0,3.6940637960766245,0.018776295482155092,-1.0788096613719298,0.0
Lespedeza_thunbergii,Lespedeza,thunbergii,-1.474470052023616,,4.757488255324351,,-1.5672375562908314,
Leymus_chinensis,Leymus,chinensis,-1.480400636061793,0.020813803617137937,4.62531467849119,0.07797891889838779,-1.4055019040289338,0.09938626327947654
Liatris_aspera,Liatris,aspera,-0.7985076962177716,,4.382026634673881,,-2.5257286443082556,
Licania_bracteata,Licania,bracteata,-0.8891620644859025,,2.7212954278522306,,-0.6014799920341214,
Licania_gracilipes,Licania,gracilipes,-0.6753072624316143,,2.3832429960115,,-0.4124897230451288,
Licania_harlingii,Licania,harlingii,-1.408121667951504,0.06116313139030805,3.9699897150091115,0.1536495115526028,-0.911555074611821,0.04248009882089348
Licania_hypoleuca,Licania,hypoleuca,-1.0613165039244128,,3.177220149599368,,-0.7765287894989963,
Licania_irwinii,Licania,irwinii,-0.5206492419902901,0.1883136857007162,1.5937593842856466,0.40844666271964114,-0.312592747640554,0.14989342697069724
Licania_micrantha,Licania,micrantha,-0.4734881458246523,0.2127215723240588,1.5089430008574958,0.6426160323632124,-0.2380508522340385,0.19133631207581656
Licania_niloi,Licania,niloi,-0.6443570163905132,,2.052840859882657,,-0.6462635946610948,
Licania_ovalifolia,Licania,ovalifolia,-0.8936623705011101,0.05374612282541789,2.439875657655602,0.17808983189459016,-0.410001008686526,0.08589582426559662
Licania_parviflora,Licania,parviflora,-0.7133498878774648,,2.124653884501384,,-0.4636240222816965,
Licania_rodriguesii,Licania,rodriguesii,-1.1488535051048565,,2.4612967841488667,,-0.33547273628812946,
Licaria_chrysophylla,Licaria,chrysophylla,-0.40346710544549125,,1.5644405465033646,,-0.5762534290884459,
Licaria_guianensis,Licaria,guianensis,-0.4764241970486583,,2.254444717666111,,-1.0216512475319814,
Licaria_hirsuta,Licaria,hirsuta,-0.3285040669720361,,2.528125768907977,,-1.4312917270506265,
Licaria_macrophylla,Licaria,macrophylla,-0.5058380822549516,,2.0373166153791646,,-0.8370175509796473,
Licaria_oppositifolia,Licaria,oppositifolia,-0.5727010274840783,,2.4150205223238337,,-0.9781661355922425,
Lindera_benzoin,Lindera,benzoin,-0.3227508704329836,0.032628089904621585,2.5374088682205294,0.2902705302381634,-1.6242539580012874,0.34096896538126265
Lindera_communis,Lindera,communis,-0.6684667694033051,0.16113503133777407,2.8610621367510434,0.4158006054304759,-1.282564105575464,0.15477359142378436
Lindera_metcalfiana,Lindera,metcalfiana,-0.2388021511854031,0.059097950130395274,1.8689344489438924,0.04683441618514109,-1.0383976489639097,0.11366853103343175
Lindera_obtusiloba,Lindera,obtusiloba,-1.3417991212333393,,4.527325535091816,,-1.6175351215285083,
Linum_lewisii,Linum,lewisii,-1.3145319948929999,,4.093923640313569,,-1.252762967495368,
Liquidambar_formosana,Liquidambar,formosana,-1.2051884958233599,0.10165408430980463,4.102752903004792,0.23016631002353577,-1.4201385868533496,0.08238908540368524
Liquidambar_gracilipes,Liquidambar,gracilipes,-0.36698438752088924,0.1330241192868026,1.0196596187941127,0.49004973861882745,-0.05207953442064036,0.20608602577408103
Liquidambar_obovata,Liquidambar,obovata,-0.8684781265684585,0.13425422617694302,2.912754649685025,0.40278582864381796,-1.3901495225418485,0.12579789768914984
Liquidambar_styraciflua,Liquidambar,styraciflua,-1.099321148486337,0.5082876950575251,3.231614909993066,0.22540017839604418,-1.7795326136833534,0.13270603627955238
Liriodendron_chinense,Liriodendron,chinense,-0.372352584709675,0.13251348796652984,2.7091650878756326,0.22626948978065248,-1.7775050778477326,0.04126439179609519
Liriodendron_tulipifera,Liriodendron,tulipifera,-0.35735469094208683,0.13194035244622665,2.3371069108775897,0.08734757018321315,-1.603973974908575,0.08910881138266553
Lithocarpus_bacgiangensis,Lithocarpus,bacgiangensis,-0.37393731549612014,0.04307830021118262,1.8133486133578043,0.2042748586108479,-0.7411466036022354,0.05988917666964047
Lithocarpus_chiungchungensis,Lithocarpus,chiungchungensis,-1.5162208307229665,,4.326910252115215,,-0.843970070294529,
Lithocarpus_cleistocarpus,Lithocarpus,cleistocarpus,-1.2941710722440847,,4.231227348294458,,-1.4116121691041805,
Lithocarpus_clementianus,Lithocarpus,clementianus,-0.8652781078835793,0.10575761647833225,3.3157265079305804,0.21143122099951148,-1.255229764297944,0.12780552984387453
Lithocarpus_confertus,Lithocarpus,confertus,-0.6840567608490506,0.0936332419034222,2.875822087585895,0.28809450170906337,-1.0626164549143178,0.06926924576705744
Lithocarpus_elegans,Lithocarpus,elegans,-0.46325282604350027,0.07101169377107207,2.048502634667802,0.21149752849570486,-0.6509116835331276,0.12877095764249807
Lithocarpus_fenestratus,Lithocarpus,fenestratus,-0.26089098422577955,0.08424585459181862,1.6187975443156035,0.3109406682787666,-0.8317837055651512,0.1654347727116659
Lithocarpus_fohaiensis,Lithocarpus,fohaiensis,-0.16633010398225445,,1.2616628728791348,,-0.5030283483480308,
Lithocarpus_lampadarius,Lithocarpus,lampadarius,-0.7118715121781115,0.08223656121927422,2.9089618856129698,0.15291926360037067,-1.1262925023722081,0.060695427068145805
Lithocarpus_rigidus,Lithocarpus,rigidus,-0.6080035162733061,0.13005978986963307,2.589185155035548,0.32024644784111356,-1.0365499196004908,0.07652973034846541
Lithocarpus_variolosus,Lithocarpus,variolosus,-0.41935074625996294,0.013485558130458843,2.1516352590904626,0.20632724113684464,-0.9888817975386237,0.24684281564436478
Litsea_baviensis,Litsea,baviensis,-0.34822503093608975,,2.5664866367804233,,-2.0402208285265546,
Litsea_cubeba,Litsea,cubeba,-0.9015745480384745,,3.688629422858727,,-0.8675005677047231,
Litsea_elongata,Litsea,elongata,-0.47200255472178954,0.25209760084229776,2.4357656420694322,0.5337119766251354,-1.2078632377798821,0.06418661409032839
Litsea_glutinosa,Litsea,glutinosa,-0.08164398904051029,,1.8102357038555816,,-1.3853479610977026,
Litsea_ichangensis,Litsea,ichangensis,-0.9069903646768557,,4.118515873267373,,-2.0546731075737443,
Litsea_martabanica,Litsea,martabanica,-0.35934517297207497,,2.302191094286748,,-1.273858888894661,
Litsea_mollis,Litsea,mollis,-0.09777051291518844,0.06431713665596886,1.7580021146306057,0.010563836573958318,-1.2393490672847103,0.06693170166241891
Litsea_panamanja,Litsea,panamanja,-0.1504419306406371,0.044516677505535,1.862511791356738,0.13669386316181348,-1.2157377319039284,0.09630835617598134
Litsea_salicifolia,Litsea,salicifolia,-0.2617977578626635,,2.071326936519503,,-1.2680478915322686,
Litsea_szemaois,Litsea,szemaois,-0.21825704660501066,0.028088478375887755,1.6883441172979108,0.14965634017808005,-0.9827824390202672,0.1625691702297592
Litsea_umbellata,Litsea,umbellata,-0.1831079474584807,0.04031609552733298,1.7272750085307516,0.13546913061780713,-1.0915962547727707,0.06989226651427075
Litsea_verticillata,Litsea,verticillata,-0.6474283949149995,,2.7466296830696852,,-1.0498221244986778,
Lolium_arundinaceum,Lolium,arundinaceum,-1.3906797521757657,0.11261330827731379,5.258433387155528,0.3322850229858946,-2.616940960820948,0.5957370779928497
Lolium_perenne,Lolium,perenne,-1.6423742838418975,0.2547457010439837,5.51596625399015,0.242966695426404,-2.3423649061820946,0.8282371735523191
Lomaria_discolor,Lomaria,discolor,-1.0216512475319814,,3.269568939183719,,-1.2039728043259361,
Lonicera_chrysantha,Lonicera,chrysantha,-1.3726714420503585,0.02751902426164332,5.141944955432498,0.005227345069135136,-2.1544336490396034,0.06359405971016274
Lonicera_maackii,Lonicera,maackii,-1.3657861167431988,0.019657914010053453,3.413617372740605,0.058336332834105324,-0.23596046331520942,0.04418723991440202
Lotus_corniculatus,Lotus,corniculatus,-0.890513464873263,0.06498145927253313,4.969484454047297,0.2048031116067351,-3.1502379149210333,0.2979570105922327
Lupinus_perennis,Lupinus,perennis,-1.0788096613719298,,4.762173934797756,,-1.1394342831883648,
Lygodesmia_juncea,Lygodesmia,juncea,-0.9946577609482603,,3.501256317347026,,-1.0232459239083038,
Macaranga_sampsonii,Macaranga,sampsonii,-1.280282849999285,0.32683491515301355,3.9322958635229193,0.3759320752157442,-1.5284822190762195,0.12346581393316292
Machilus_breviflora,Machilus,breviflora,-0.5683577570595996,0.08832685411739441,2.7618022691870956,0.19695161253403629,-1.3852296284004904,0.023037242791718406
Machilus_kwangtungensis,Machilus,kwangtungensis,-0.8534802654634799,,3.475067230228611,,-1.2039728043259361,
Machilus_nanmu,Machilus,nanmu,-0.7359764044580039,0.08585678372998655,3.3351577575148266,0.1351641036846718,-1.6185478159410107,0.03486538032522179
Machilus_oculodracontis,Machilus,oculodracontis,-0.5638386744899024,0.11527030066281357,2.8915862209240424,0.25949275672392413,-1.2256502944162209,0.22757265312586106
Machilus_robusta,Machilus,robusta,-0.7361590711532363,,2.8903717578961645,,-1.3862943611198906,
Machilus_rufipes,Machilus,rufipes,-0.24574950555664843,0.058980268551680766,2.0040904993817907,0.1174498377964594,-1.2164826438801646,0.06779648454424159
Machilus_shweliensis,Machilus,shweliensis,-0.5611534291177938,0.14578353809024852,2.908716491952807,0.2996391711631515,-1.544845141259583,0.015244156601992617
Machilus_tenuipilis,Machilus,tenuipilis,-0.0697074120674221,,1.6596000116415617,,-1.1060422123176572,
Machilus_velutina,Machilus,velutina,-0.7905174809562218,,3.0809921175048145,,-1.2729656758128873,
Macropanax_undulatus,Macropanax,undulatus,-1.3329431856228962,,3.3568971227655755,,-1.1394342831883648,
Madhuca_endertii,Madhuca,endertii,-0.2351768764778696,0.0730669081274288,2.1840778382098134,0.10137564632593714,-1.4032299649282285,0.1498121637564554
Magnolia_acuminata,Magnolia,acuminata,-0.5422133261529506,0.44196908239789356,2.6787541404261748,0.22829202242027355,-1.9514747305423366,0.04777323568759841
Magnolia_baillonii,Magnolia,baillonii,-0.3863287800401584,0.1014674261947258,2.502278262721897,0.26982715300784604,-1.392515774925366,0.06498532376152537
Magnolia_balansae,Magnolia,balansae,-0.5446582123024426,,3.0037004432031678,,-1.4696759700589417,
Magnolia_carsonii,Magnolia,carsonii,-0.1649470592729187,0.045422943182254504,2.5110043461946367,0.07680343659966202,-1.8658659042382895,0.05724359278201267
Magnolia_cavaleriei,Magnolia,cavaleriei,-0.29785362777327734,,2.7343675094195836,,-1.5141277326297755,
Magnolia_champaca,Magnolia,champaca,-0.7689057449610968,,2.990719731730447,,-1.2378743560016174,
Magnolia_championii,Magnolia,championii,-0.3693287511040657,0.12974439917846442,2.87800468602326,0.3071393934918738,-1.8970453265806324,0.04640335438373364
Magnolia_chapensis,Magnolia,chapensis,-0.5008320167922563,0.049427676219141424,3.1461531138646506,0.007864138655053752,-1.88144797839479,0.10949113646291474
Magnolia_dandyi,Magnolia,dandyi,-0.4720857954500601,,2.872999508171694,,-2.0402208285265546,
Magnolia_denudata,Magnolia,denudata,-0.655636589731186,0.5072264632887639,2.8364087878146855,0.20337501208779513,-2.148573606462026,0.054239340720810714
Magnolia_ernestii,Magnolia,ernestii,-0.2277416860282759,0.09551090376292024,2.610608519239103,0.16402867681881828,-1.806259327909503,0.14696889136252925
Magnolia_fulva,Magnolia,fulva,-0.40936771337543165,,2.9647574692545606,,-1.4696759700589417,
Magnolia_grandiflora,Magnolia,grandiflora,-1.308800055429222,0.763745240112571,2.2417080129219156,0.03453310473252813,-1.7147984280919268,0.28768207245178085
Magnolia_kobus,Magnolia,kobus,-0.7876021646551027,0.33386543500992855,3.093918573231937,0.21378765232776842,-1.9986515374602822,0.11344773861604948
Magnolia_lotungensis,Magnolia,lotungensis,-0.36118509941661847,,2.485739636091892,,-1.4271163556401458,
Magnolia_macclurei,Magnolia,macclurei,-0.5204626548563267,0.09759049649384118,2.771285151576149,0.20977652513688083,-1.632201020231817,0.0736097833336401
Magnolia_macrophylla,Magnolia,macrophylla,-1.6124218098313137,,2.5572273113676265,,-2.0402208285265546,
Magnolia_maudiae,Magnolia,maudiae,-0.39877127337608653,0.08179025860604396,2.869704115946217,0.15127116015614728,-1.7800688493230759,0.1447586023485118
Magnolia_odora,Magnolia,odora,-0.45315003296454526,0.06494613803575472,2.4040193475058316,0.2693795607128308,-1.2337491883783003,0.21480590019066045
Magnolia_opipara,Magnolia,opipara,-0.5746888174329436,,2.5392369943330477,,-1.6607312068216509,
Magnolia_stellata,Magnolia,stellata,-0.8448833713569699,0.5791603170201601,3.26208769211398,0.17717760335918403,-2.310409545055926,0.05267004431532859
Magnolia_tripetala,Magnolia,tripetala,-0.9346915651658565,0.7474579640108812,2.890204449052871,2.8410308450022015e-05,-2.0024805005437076,0.0
Magnolia_virginiana,Magnolia,virginiana,-2.2178719549334867,,3.0022112396517002,,-2.1413169453979233,
Magnolia_yunnanensis,Magnolia,yunnanensis,-0.3274768169962273,,2.847232265235547,,-1.5606477482646683,
Magnolia_yuyuanensis,Magnolia,yuyuanensis,-0.42738352846332,0.14776525675446617,3.1695157215811207,0.24596315138606376,-2.0421990736998263,0.04451045986909763
Mallotus_paniculatus,Mallotus,paniculatus,-1.4447712908788664,,4.575959027819343,,-1.408767218790131,
Malus_baccata,Malus,baccata,-0.7568845256223149,0.267695422836429,2.933069037745164,0.5356964958603901,-1.1777354943676206,0.06487414014971851
Manglietia_paruicula,Manglietia,paruicula,-0.6853972886998859,,3.0828269804049246,,-1.6607312068216509,
Manoao_colensoi,Manoao,colensoi,-0.7550225842780328,,2.9391619220655967,,-1.6607312068216509,
Maquira_calophylla,Maquira,calophylla,-0.06613980250454495,,1.144222799920162,,-0.9996723408132061,
Maquira_coriacea,Maquira,coriacea,-0.9996723408132061,,3.3628029936748436,,-1.0328245481301066,
Maquira_sclerophylla,Maquira,sclerophylla,-0.5691612007789542,,2.2965670206684825,,-0.818710403535291,
Matayba_inelegans,Matayba,inelegans,-0.8190593104951254,0.09035874797640919,2.7510183776550967,0.15861991715978996,-0.8737662360395544,0.08960234024766567
Matayba_peruviana,Matayba,peruviana,-1.2803140375826587,,3.3272012310510437,,-0.5315765680726424,
Matteuccia_struthiopteris,Matteuccia,struthiopteris,-1.1591468759054073,0.19676724727663836,4.539567888782238,0.48661497107962304,-2.3403837194965105,0.25947445988018325
Maytenus_schippii,Maytenus,schippii,-0.29608573444801095,0.012615122983161683,1.9098132368643603,0.04603844545917224,-1.0755702070513735,0.04452604544040144
Medicago_minima,Medicago,minima,-1.3586791940869172,,5.342334251964811,,-2.0955709236097197,
Medicago_ruthenica,Medicago,ruthenica,-1.3470736479666092,0.0,4.188158105808921,0.045658501699773694,-1.2384692400694117,0.034496435743475606
Medicago_sativa,Medicago,sativa,-0.973566800576342,,5.764768430399355,,-3.772474303178351,
Melicope_pteleifolia,Melicope,pteleifolia,-1.3705391291753843,,4.576667825515379,,-1.5606477482646683,
Melicytus_ramiflorus,Melicytus,ramiflorus,-0.7594736356319632,0.048417145031988136,3.9925694826668874,0.08975828636502892,-2.227063657077555,0.12384931798189293
Melilotus_officinalis,Melilotus,officinalis,-1.2378743560016174,,4.605170185988092,,-1.8971199848858813,
Memecylon_nigrescens,Memecylon,nigrescens,-1.0882853652126099,0.19924547711178403,3.5069953614665437,0.5788383542876268,-1.0888601388952452,0.23423539311888802
Meriania_franciscana,Meriania,franciscana,-0.5571975135217923,0.05990133427043114,2.6747205363717894,0.10202353364678445,-1.3327471351203868,0.06824833801384163
Metasequoia_glyptostroboides,Metasequoia,glyptostroboides,-0.4250926308749947,0.07280411745077822,2.6090136775946005,0.19198109822259024,-1.5412831988847164,0.04979861706280484
Metrosideros_diffusa,Metrosideros,diffusa,-1.7719568419318752,,4.439115601658009,,-0.6931471805599453,
Metrosideros_excelsa,Metrosideros,excelsa,-0.7312576484166703,0.06165059537562073,3.1709079919307204,0.08884587101779051,-1.4510181617691869,0.06466906061793627
Metrosideros_fulgens,Metrosideros,fulgens,-1.6607312068216509,,4.33729074083249,,-0.7765287894989963,
Metrosideros_robusta,Metrosideros,robusta,-0.8585822521728742,0.0324364488737849,3.822513261226882,0.08205523837764478,-1.8563655944002215,0.04232727562046714
Metrosideros_umbellata,Metrosideros,umbellata,-1.04373685668855,0.12744612481439505,3.408778505531994,0.3407255703983771,-1.1578351662713506,0.40281258199331776
Mezilaurus_ita-uba,Mezilaurus,ita-uba,-0.3624056186477175,,2.558776498354456,,-1.5186835491656363,
Miconia_calophylla,Miconia,calophylla,-0.7055865733827621,0.0609429734657376,3.107959642472739,0.1742005039121484,-1.455747438410798,0.0953589114699503
Miconia_crebribullata,Miconia,crebribullata,-0.08981530432236398,,1.658894330987733,,-1.2373747291117831,
Miconia_dolichorrhyncha,Miconia,dolichorrhyncha,-1.0111510128981152,,3.5569680209320085,,-1.2926251706387222,
Miconia_jahnii,Miconia,jahnii,-0.7791391872275636,0.03253415694395832,2.7112431139664426,0.1322658826554762,-0.9112980145806823,0.11486056628169311
Miconia_punctata,Miconia,punctata,-0.7285864049158792,0.0559608263529126,2.867272670288294,0.28689996858177375,-1.399579507416431,0.0706798134821801
Miconia_radula,Miconia,radula,-1.3152768738846101,,3.8578803831375073,,-0.9863449860713649,
Microbiota_decussata,Microbiota,decussata,-0.7898861791201304,0.06679271680422294,2.9697308898173476,0.22063740824546818,-1.0171479862531982,0.11116504899845633
Microcos_paniculata,Microcos,paniculata,-2.1468642179972703,,4.7482310288287435,,-0.6539264674066639,
Micromelum_integerrimum,Micromelum,integerrimum,-0.4272011096992364,0.04232263470964845,2.3071441164144333,0.14345802379711703,-1.115620750139146,0.058503811636486214
Micropholis_casiquiarensis,Micropholis,casiquiarensis,-0.3243460568233724,,1.9851308622085946,,-0.8940401229393353,
Micropholis_cylindrocarpa,Micropholis,cylindrocarpa,-0.6348782724359695,,2.653241964607215,,-0.8746690571833357,
Micropholis_egensis,Micropholis,egensis,-0.32871644379287507,0.0851327997820234,1.6272386797778402,0.16616017037265116,-0.7294578520619887,0.08199212595365826
Micropholis_guyanensis,Micropholis,guyanensis,-0.5669404813384021,0.037921025430551675,2.070538227044762,0.08990093420178558,-0.6833880820333764,0.05745630618098438
Micropholis_mensalis,Micropholis,mensalis,-0.9702190738997107,,3.370738174177447,,-0.8675005677047231,
Micropholis_trunciflora,Micropholis,trunciflora,-0.36096986822161325,,1.682688374173693,,-0.6694306539426292,
Micropholis_venulosa,Micropholis,venulosa,-0.42638763973001875,0.17482629918212586,1.8048136559276096,0.5163296816451395,-0.6634437164852438,0.16881323012990682
Microtropis_discolor,Microtropis,discolor,-0.7789447490587033,,4.376888456817758,,-1.1086626245216111,
Millettia_leptobotrya,Millettia,leptobotrya,-1.0741733667910915,,3.2433732964685884,,-0.843970070294529,
Mitrephora_tomentosa,Mitrephora,tomentosa,-0.21416270756746936,0.04955339488926194,1.8747737152168316,0.19021911528799895,-1.1656420264510206,0.09628348911212643
Monarda_fistulosa,Monarda,fistulosa,-1.171182981502945,,4.795790545596741,,-2.2072749131897207,
Monoon_simiarum,Monoon,simiarum,-0.26942234773010243,0.22832253649735787,2.0297728604840195,0.28355255717648853,-0.9812724727723167,0.04854054714864275
Morus_insignis,Morus,insignis,-1.0421329944532394,0.06477664078647297,3.3003457689016313,0.2277926533747184,-0.9811559458435349,0.15074143323201025
Munroa_christianii-bernardii,Munroa,christianii-bernardii,-1.4696759700589417,,5.943350404384552,,-2.659260036932778,
Musineon_divaricatum,Musineon,divaricatum,-0.6659211943063538,,3.5699012105435526,,-1.4980539069703855,
Myrcia_bracteata,Myrcia,bracteata,-1.2801341652915,,2.9128939952449864,,-0.38272562113867487,
Myrcia_caudata,Myrcia,caudata,-0.9137938516755678,,2.8384934971274993,,-0.6558513958162484,
Myrcia_citrifolia,Myrcia,citrifolia,-1.1363141558521213,,3.5010427166318716,,-0.7787050689215919,
Myrcia_crebra,Myrcia,crebra,-0.8029620465671519,,2.6748380668960965,,-0.7052197617942145,
Myrcia_cuspidata,Myrcia,cuspidata,-1.0788096613719298,,2.8713021951758138,,-0.5344354894051245,
Myrcia_fenestrata,Myrcia,fenestrata,-1.018877320649256,,2.962692419475791,,-0.5905905922348531,
Myrcia_ferruginea,Myrcia,ferruginea,-1.0876723486297752,,3.022860940942244,,-0.5603660693261269,
Myrcia_grandis,Myrcia,grandis,-0.9123066470495667,0.04480607934484354,3.193455821036292,0.16622488042292982,-0.6283704349322958,0.01218429550847888
Myrcia_integra,Myrcia,integra,-0.8370175509796473,,2.373043556642607,,-0.6851790109107684,
Myrcia_neospeciosa,Myrcia,neospeciosa,-0.9238189982949466,,3.2445435716167785,,-1.0384583658483626,
Myrcia_paivae,Myrcia,paivae,-0.7592869830644903,,2.994231147427724,,-0.9545119446943529,
Myrcia_servata,Myrcia,servata,-0.9781661355922425,,2.9069010598473755,,-0.623621117911335,
Myrcia_splendens,Myrcia,splendens,-0.9728610833625494,,2.5687881337687024,,-0.5344354894051245,
Myrcia_subsericea,Myrcia,subsericea,-0.9781661355922425,,2.6803363625346943,,-0.5568695622673976,
Myrcia_sylvatica,Myrcia,sylvatica,-1.0384583658483626,,3.1188344706879745,,-0.7381445464906811,
Myrcia_umbraticola,Myrcia,umbraticola,-1.6245515502441485,,3.9606226752642084,,-0.6713856887784326,
Myrcianthes_rhopaloides,Myrcianthes,rhopaloides,-0.9618112471759644,,2.7805532925521232,,-0.6159222520229378,
Myrciaria_floribunda,Myrciaria,floribunda,-1.1086626245216111,,2.922623801733353,,-0.5621189181535413,
Myrciaria_tenella,Myrciaria,tenella,-0.7507762933965817,,2.010894999144726,,-0.6386589952758756,
Myrica_pubescens,Myrica,pubescens,-0.9331223293912648,0.24649574285382223,3.3038428818134804,0.38757905260301573,-1.2235691076893456,0.2815696558717648
Myriocarpa_stipitata,Myriocarpa,stipitata,-0.9011219554333162,0.1577027481865446,3.1554321463694883,0.17084746228588624,-1.1123078835656193,0.1837901869451988
Myrsine_andina,Myrsine,andina,-0.6260388255347293,0.007186822027617976,2.2656936845275424,0.03975161849088265,-0.7716218686584471,0.028087403707764826
Myrsine_australis,Myrsine,australis,-0.9040745215625219,0.023730728157197758,3.602125113283895,0.10881960244501208,-1.549849580667421,0.08843841445397667
Myrsine_coriacea,Myrsine,coriacea,-0.50393930358056,0.061985754669764095,2.4479038981507086,0.20237091011467737,-1.195239747493685,0.09087319324627094
Myrsine_divaricata,Myrsine,divaricata,-0.9751187538189012,0.051850965231855235,3.608486373329415,0.12953804804821523,-1.4159281862306399,0.06135088943378207
Myrsine_seguinii,Myrsine,seguinii,-0.591865166465905,0.21375006147009235,3.101495088658008,0.3398982189136241,-1.626093293775203,0.34077267107701986
Myrtus_communis,Myrtus,communis,-0.8600876353155976,,2.3155834521037053,,-0.2385676675207332,
Mytilaria_laosensis,Mytilaria,laosensis,-0.9283442714285841,0.08853655253050474,3.637896689925984,0.31009993575770806,-1.4909234375406564,0.16526279522981613
Nabalus_tatarinowii,Nabalus,tatarinowii,-1.7237270588362281,,5.837122182327003,,-2.1484344103096444,
Nageia_nagi,Nageia,nagi,-0.8837130157526726,0.22979509089839398,3.434648991179097,0.17739903876316396,-1.1360798172525868,0.08335069403343154
Nassella_viridula,Nassella,viridula,-1.4407505469159494,,4.005383297618432,,-0.659009773233728,
Naucleopsis_caloneura,Naucleopsis,caloneura,-1.0498221244986778,,3.558485990180341,,-1.018877320649256,
Naucleopsis_francisci,Naucleopsis,francisci,-0.9259510275941171,0.04711461998161281,3.2741998125107994,0.1296481906957372,-1.1821901556133076,0.10343671374547772
Naucleopsis_imitans,Naucleopsis,imitans,-1.07587280169862,,2.9512577834521614,,-0.8096809968158968,
Naucleopsis_insculptula,Naucleopsis,insculptula,-0.5978370007556204,,1.9487632180377197,,-0.6655320135269719,
Naucleopsis_krukovii,Naucleopsis,krukovii,-1.5141277326297755,,3.9460378840154235,,-0.8209805520698302,
Naucleopsis_ternstroemiiflora,Naucleopsis,ternstroemiiflora,-0.715392789507265,,2.613006652415316,,-0.8915981192837836,
Neolitsea_cassia,Neolitsea,cassia,-0.6264422577659549,,3.1245651453969594,,-2.0402208285265546,
Neolitsea_phanerophlebia,Neolitsea,phanerophlebia,-0.5426154373724851,0.06040664234998085,3.278699132005041,0.1893191294945381,-1.8242235845642714,0.10922403244907657
Neomyrtus_pedunculata,Neomyrtus,pedunculata,-1.5606477482646683,,3.744787086052232,,-0.3856624808119846,
Neopanax_arboreus,Neopanax,arboreus,-0.2595498229620374,0.0696744164071561,2.8460907429132924,0.11171122076411794,-2.0704031972284946,0.033864749186567365
Neopanax_colensoi,Neopanax,colensoi,-0.8209805520698302,,3.104586678466073,,-1.2729656758128873,
Nephelium_lappaceum,Nephelium,lappaceum,-1.839794918266612,,4.068171687918078,,-0.6931471805599453,
Nerium_oleander,Nerium,oleander,-0.7908886461457182,,2.6517353083394815,,-0.6148824414592808,
Nestegis_lanceolata,Nestegis,lanceolata,-0.3095076701234473,0.05758480958472667,2.350058923711602,0.09330059111602167,-1.5393936835715762,0.08455062416520338
Noronhia_mildbraedii,Noronhia,mildbraedii,-0.527632742082372,,2.247072383063787,,-0.843970070294529,
Nothofagus_fusca,Nothofagus,fusca,-1.1926432701881158,0.05406490519290017,3.9926894634513985,0.10921956271083556,-1.3264464471358481,0.07006362094150051
Nothofagus_menziesii,Nothofagus,menziesii,-1.1982669111138513,0.07584079975100799,3.7589071457434655,0.11299896441168675,-1.1204276565255729,0.12560836095418373
Nothofagus_obliqua,Nothofagus,obliqua,-1.0216512475319814,,3.5667118201397288,,-1.171182981502945,
Nothofagus_solandri,Nothofagus,solandri,-1.4482641251436172,0.031609052016372964,4.54527151387559,0.08597472481178252,-1.3861036622790959,0.04174388419345251
Nyssa_aquatica,Nyssa,aquatica,-1.7146544384589315,,2.608107083328578,,-1.8325814637483102,
