,RD,SRL,RN,RTD,F00056,F00645,F01286,F01287,F01289,F01290
773,0.436355,383.310000,27.500000,0.034000,NA,NA,Helianthus,praecox,Asteraceae,Asterales
774,0.590085,279.200000,46.300000,0.037000,NA,NA,Helianthus,radula,Asteraceae,Asterales
775,0.540895,242.360000,55.800000,0.043000,NA,NA,Helianthus,radula,Asteraceae,Asterales
776,0.404996,227.590000,33.100000,0.040000,NA,NA,Helianthus,salicifolius,Asteraceae,Asterales
777,0.401378,268.320000,36.300000,0.035000,NA,NA,Helianthus,salicifolius,Asteraceae,Asterales
778,0.483861,220.090000,42.900000,0.045000,NA,NA,Helianthus,silphioides,Asteraceae,Asterales
779,0.606730,248.010000,42.000000,0.033000,NA,NA,Helianthus,silphioides,Asteraceae,Asterales
780,0.522204,260.950000,29.600000,0.041000,NA,NA,Helianthus,verticillatus,Asteraceae,Asterales
781,0.567791,196.520000,24.800000,0.042000,NA,NA,Helianthus,verticillatus,Asteraceae,Asterales
782,0.528000,11.800000,9.890000,0.390000,NA,EM,Pinus,sylvestris,Pinaceae,Pinales
783,0.520000,15.390000,13.280000,0.330000,NA,EM,Larix,decidua,Pinaceae,Pinales
784,0.429000,18.210000,12.540000,0.390000,NA,AM,Acer,campestre,Sapindaceae,Sapindales
785,0.343000,25.080000,12.220000,0.480000,NA,AM,Prunus,avium,Rosaceae,Rosales
786,0.455000,19.120000,15.290000,0.330000,NA,AM,Fraxinus,excelsior,Oleaceae,Lamiales
787,0.359000,23.330000,12.120000,0.460000,NA,EM,Quercus,robur,Fagaceae,Fagales
788,0.398000,22.030000,13.110000,0.380000,NA,AM,Acer,platanoides,Sapindaceae,Sapindales
789,0.340000,33.880000,14.130000,0.340000,NA,AM,Acer,pseudoplatanus,Sapindaceae,Sapindales
790,0.343000,23.360000,12.010000,0.480000,NA,EM,Carpinus,betulus,Betulaceae,Fagales
791,0.534000,11.170000,12.390000,0.420000,NA,EM,Picea,abies,Pinaceae,Pinales
792,0.543000,12.860000,13.070000,0.340000,NA,EM,Abies,alba,Pinaceae,Pinales
793,0.453000,16.790000,15.540000,0.420000,NA,EM,Tilia,cordata,Malvaceae,Malvales
794,0.404000,26.200000,16.200000,0.330000,NA,EM,Fagus,sylvatica,Fagaceae,Fagales
795,0.430000,13.800000,11.500000,0.056000,1.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
796,0.470000,11.630000,11.000000,0.054430,2.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
797,0.560000,4.940000,10.500000,0.112560,3.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
798,0.375309,13.593363,11.218979,0.072500,1.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
799,0.447737,11.427391,10.708033,0.062500,2.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
800,0.460906,5.601669,10.124092,0.157500,3.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
801,0.487243,14.265563,11.620440,0.040000,1.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
802,0.493828,12.024901,11.182485,0.047500,2.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
803,0.665021,4.481338,10.817522,0.067500,3.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
804,0.238017,15.923077,12.444444,0.049787,1.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
805,0.257852,13.538456,12.777775,0.060303,2.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
806,0.376860,6.307690,11.148146,0.108173,3.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
807,0.297521,12.461538,10.481481,0.062240,1.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
808,0.363637,10.384611,9.148147,0.050350,2.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
809,0.449588,4.000000,9.777776,0.119381,3.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
810,0.309506,33.840308,9.379311,0.395437,NA,NA,Pleioblastus,amarus,Poaceae,Poales
811,0.269962,42.015214,9.057473,0.431939,NA,NA,Pleioblastus,amarus,Poaceae,Poales
812,0.309506,29.657804,7.126439,0.456274,NA,NA,Pleioblastus,amarus,Poaceae,Poales
813,0.291255,19.961991,6.436785,0.888213,NA,NA,Pleioblastus,amarus,Poaceae,Poales
814,0.455514,9.125495,7.218394,0.675286,3.000000,NA,Pleioblastus,amarus,Poaceae,Poales
815,0.428137,13.688233,7.172417,0.511027,3.000000,NA,Pleioblastus,amarus,Poaceae,Poales
816,0.467681,11.977208,5.471269,0.474525,3.000000,NA,Pleioblastus,amarus,Poaceae,Poales
817,0.437263,12.547552,5.149430,0.565780,3.000000,NA,Pleioblastus,amarus,Poaceae,Poales
818,0.478061,23.563748,18.145451,0.236548,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
819,0.528037,22.383242,17.824073,0.204116,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
820,0.544902,17.427085,16.159942,0.246189,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
821,0.609120,14.505707,16.916150,0.236694,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
822,0.482087,24.141744,17.225205,0.227045,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
823,0.523699,16.669403,16.542723,0.278642,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
824,0.525284,18.710962,16.187814,0.246744,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
825,0.539602,18.459294,16.151474,0.237011,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
826,0.589170,17.466534,15.440673,0.210108,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
827,0.587280,16.306453,17.501797,0.226506,NA,NA,Chomelia,psilocarpa,Rubiaceae ,Gentianales
828,0.469098,16.715936,17.692477,0.346316,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
829,0.395939,22.108491,19.203135,0.367549,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
830,0.449223,11.770377,11.840826,0.536310,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
831,0.356300,17.415980,12.738638,0.576169,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
832,0.329246,30.282842,17.511450,0.388056,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
833,0.375402,18.843234,15.237281,0.479714,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
834,0.453357,13.946835,18.239388,0.444401,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
835,0.399409,27.748022,16.110449,0.287781,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
836,0.422983,15.979977,15.899144,0.445561,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
837,0.467513,10.048048,13.289572,0.580043,NA,NA,Coccoloba,excelsa,Polygonaceae,Caryophyllales
838,0.492094,12.121152,11.204406,0.434000,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
839,0.551227,11.603151,12.645428,0.361321,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
840,0.573559,9.932700,9.876398,0.389858,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
841,0.701332,9.726088,10.476231,0.266284,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
842,0.720259,9.750811,13.446006,0.251832,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
843,0.613091,13.994855,15.133650,0.242166,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
844,0.701105,8.922654,12.710093,0.290449,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
845,0.671285,8.697244,11.583874,0.325038,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
846,0.653913,10.100165,11.194089,0.294959,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
847,0.558717,10.931114,11.672031,0.373321,NA,NA,Combretum,decandrum,Combretaceae,Myrtales
848,0.827059,8.168125,18.639206,0.228000,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
849,0.593635,16.194260,21.770391,0.223219,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
850,0.809222,10.363925,22.957070,0.187703,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
851,0.558343,15.561479,20.350912,0.262590,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
852,0.898738,6.199577,18.639206,0.254391,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
853,0.710195,10.925870,15.437619,0.231164,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
854,0.737442,9.931004,14.041276,0.235874,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
855,0.753455,10.814750,28.470310,0.207491,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
856,0.716664,11.787254,23.216860,0.210419,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
857,0.640636,24.345345,26.070146,0.127494,NA,NA,Clitoria,javitensis,Fabaceae,Fabales
858,0.633141,21.732194,18.859655,0.146226,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
859,0.725343,18.438289,21.864370,0.131317,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
860,0.668050,19.564744,18.859655,0.145894,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
861,0.796236,15.596748,19.324485,0.128829,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
862,0.590554,30.535016,21.946801,0.119623,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
863,0.879964,9.952166,18.747720,0.165304,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
864,0.764290,17.664417,19.324485,0.123457,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
865,0.563998,29.454258,22.316286,0.135965,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
866,0.641343,17.813434,17.981177,0.173861,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
867,0.877715,13.399898,22.975424,0.123402,NA,NA,Tanaecium,pyramidatum,Bignoniaceae,Lamiales
868,0.716040,9.612486,16.002424,0.258476,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
869,0.645603,10.813425,15.121002,0.282642,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
870,0.616656,12.311270,18.170793,0.272108,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
871,0.628212,14.036567,16.332823,0.229963,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
872,0.677455,11.501585,17.440108,0.241331,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
873,0.687289,12.357614,18.048924,0.218231,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
874,0.575164,17.767882,18.067559,0.216726,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
875,0.730846,9.486291,16.063669,0.251410,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
876,0.613306,17.889657,18.846168,0.189310,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
877,0.636231,12.211065,17.733404,0.257719,NA,NA,Alseis,blackiana,Rubiaceae,Gentianales
878,0.561424,6.886772,10.398283,0.586857,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
879,0.500707,13.122318,17.625659,0.387216,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
880,0.662342,5.252537,9.341148,0.552836,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
881,0.468251,10.139263,12.079050,0.573016,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
882,0.364380,14.928629,10.844032,0.642690,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
883,0.475383,10.800768,10.564666,0.521902,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
884,0.396485,20.946571,13.659672,0.386869,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
885,0.462766,17.401862,17.185706,0.341831,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
886,0.484873,8.821816,9.159996,0.614209,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
887,0.421897,13.347466,11.395571,0.536190,NA,NA,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
888,0.461466,22.119464,11.811127,0.270443,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
889,0.782272,6.463112,10.773519,0.322087,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
890,0.715577,8.782358,11.152569,0.283274,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
891,0.513281,14.773164,12.685116,0.327300,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
892,0.587508,11.281245,12.729732,0.327149,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
893,0.670855,9.827741,11.819791,0.288018,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
894,0.732683,6.644400,11.599814,0.357143,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
895,0.591030,18.301726,13.264097,0.199260,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
896,0.626021,10.981962,23.755876,0.295987,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
897,0.528297,17.730523,13.574203,0.257426,NA,NA,Terminalia,amazonia,Combretaceae,Myrtales
898,0.734170,6.820684,10.117747,0.346505,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
899,0.749611,6.093277,17.649957,0.372055,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
900,0.782591,5.557664,12.380441,0.374256,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
901,0.733611,7.149976,11.956902,0.331050,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
902,0.808923,6.853820,10.266527,0.284043,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
903,0.719532,8.177313,17.591995,0.300898,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
904,0.728071,8.548804,15.013379,0.281111,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
905,0.724109,5.460973,12.178671,0.444890,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
906,0.711879,6.926574,13.740862,0.362910,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
907,0.750140,6.578101,11.840345,0.344148,NA,NA,Maytenus,schippii,Celastraceae,Celastrales
908,0.790193,7.302935,12.481415,0.279362,NA,NA,Platypodium,elegans,Fabaceae,Fabales
909,0.959668,5.582722,16.964466,0.247766,NA,NA,Platypodium,elegans,Fabaceae,Fabales
910,0.929277,5.391731,14.609918,0.273597,NA,NA,Handroanthus,guayacan,Bignoniaceae,Lamiales
911,0.958003,11.671513,25.697189,0.118924,NA,NA,Handroanthus,guayacan,Bignoniaceae,Lamiales
912,0.710774,14.372446,18.203226,0.175443,NA,NA,Handroanthus,guayacan,Bignoniaceae,Lamiales
913,0.981048,12.482779,25.697189,0.106032,NA,NA,Handroanthus,guayacan,Bignoniaceae,Lamiales
914,0.320000,75.300000,9.500000,0.164000,NA,NA,Bromus,erectus,Poaceae,Poales
915,0.500000,26.000000,4.000000,0.242000,NA,NA,Carex,flacca,Cyperaceae,Poales
916,0.270000,59.800000,5.200000,0.289000,NA,NA,Carex,humilis,Cyperaceae,Poales
917,0.640000,6.100000,9.800000,0.225000,NA,NA,Centaurea,pectinata,Asteraceae,Asterales
918,0.670000,9.600000,17.400000,0.308000,NA,NA,Coronilla,minima,Fabaceae,Fabales
919,0.250000,132.600000,9.200000,0.163000,NA,NA,Festuca,christianii-bernardii,Poaceae,Poales
920,0.480000,10.400000,9.700000,0.571000,NA,NA,Helianthemum,oelandicum,Cistaceae,Malvales
921,0.470000,31.600000,8.800000,0.193000,NA,NA,Pilosella,officinarum,Asteraceae,Asterales
922,0.320000,55.600000,19.800000,0.227000,NA,NA,Koeleria,vallesiana,Poaceae,Poales
923,0.560000,12.600000,8.400000,0.429000,NA,NA,Potentilla,neumanniana,Rosaceae,Rosales
924,0.890000,2.800000,11.600000,0.616000,NA,NA,Sanguisorba,minor,Rosaceae,Rosales
925,0.460000,19.000000,10.100000,0.357000,NA,NA,Stipa,pennata,Poaceae,Poales
926,0.430000,12.800000,9.200000,0.622000,NA,NA,Thymus,dolomiticus,Lamiaceae,Lamiales
927,0.348900,46.104644,9.800000,0.226271,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
928,0.387100,17.623233,9.800000,0.481443,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
929,0.328900,41.531527,9.800000,0.283083,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
930,0.516500,32.910250,9.800000,0.144909,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
931,0.364100,55.618299,9.800000,0.172743,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
932,0.347400,65.650773,9.800000,0.160465,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
933,0.414400,38.274731,9.800000,0.193932,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
934,0.361900,61.581617,9.800000,0.157944,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
935,0.382000,42.031775,9.800000,0.207937,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
936,0.070295,60.680000,10.750000,0.086667,1.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
937,0.092048,19.457500,12.150000,0.157500,1.000000,NA,Aesculus,hippocastanum,Sapindaceae,Sapindales
938,0.054447,43.200000,13.100000,0.105000,1.000000,NA,Aesculus,parviflora,Sapindaceae,Sapindales
939,0.176976,13.546667,25.133333,0.166667,1.000000,NA,Asimina,triloba,Annonaceae,Magnoliales
940,0.146210,37.262500,27.350000,0.110000,1.000000,NA,Catalpa,bignonioides,Bignoniaceae,Lamiales
941,0.058895,27.352500,12.425000,0.160000,1.000000,NA,Cercidiphyllum,japonicum,Cercidiphyllaceae,Saxifragales
942,0.103207,13.882500,17.750000,0.162500,1.000000,NA,Chionanthus,virginicus,Oleaceae,Lamiales
943,0.037402,39.045000,16.500000,0.120000,1.000000,NA,Cornus,florida,Cornaceae,Cornales
944,0.076772,24.380000,18.675000,0.125000,1.000000,NA,Diospyros,virginiana,Ebenaceae,Ericales
945,0.131931,38.932500,22.175000,0.140000,1.000000,NA,Fraxinus,americana,Oleaceae,Lamiales
946,0.180581,20.165000,21.775000,0.135000,1.000000,NA,Gleditsia,triacanthos,Fabaceae,Fabales
947,0.093522,50.526667,21.600000,0.096667,1.000000,NA,Halesia,tetraptera,Styracaceae,Ericales
948,0.042469,24.295000,12.625000,0.187500,1.000000,NA,Hamamelis,virginiana,Hamamelidaceae,Saxifragales
949,0.094118,44.467500,15.925000,0.107500,1.000000,NA,Ilex,opaca,Aquifoliaceae,Aquifoliales
950,0.053485,31.230000,19.600000,0.146667,1.000000,NA,Juglans,nigra,Juglandaceae,Fagales
951,0.139300,97.540000,10.600000,0.060000,1.000000,NA,Koelreuteria,paniculata,Sapindaceae,Sapindales
952,0.122130,31.722500,11.650000,0.147500,1.000000,NA,Liquidambar,styraciflua,Altingiaceae,Saxifragales
953,0.060052,15.187500,20.500000,0.127500,1.000000,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
954,0.100652,12.382500,20.475000,0.142500,1.000000,NA,Magnolia,acuminata,Magnoliaceae,Magnoliales
955,0.188798,20.900000,19.200000,0.110000,1.000000,NA,Magnolia,denudata,Magnoliaceae,Magnoliales
956,0.125865,9.090000,18.350000,0.135000,1.000000,NA,Magnolia,grandiflora,Magnoliaceae,Magnoliales
957,0.233345,27.320000,36.950000,0.120000,1.000000,NA,Magnolia,kobus,Magnoliaceae,Magnoliales
958,0.199404,12.900000,31.900000,0.130000,1.000000,NA,Magnolia,macrophylla,Magnoliaceae,Magnoliales
959,0.135069,31.162500,26.275000,0.092500,1.000000,NA,Magnolia,stellata,Magnoliaceae,Magnoliales
960,0.185974,17.997500,23.625000,0.135000,1.000000,NA,Magnolia,tripetala,Magnoliaceae,Magnoliales
961,0.108840,20.130000,24.725000,0.117500,1.000000,NA,Magnolia,virginiana,Magnoliaceae,Magnoliales
962,0.180026,13.573333,16.433333,0.160000,1.000000,NA,Nyssa,aquatica,Cornaceae,Cornales
963,0.282061,23.930000,13.000000,0.147500,1.000000,NA,Platanus,acerifolia,Sapindaceae,Sapindales
964,0.168591,87.255000,13.850000,0.067500,1.000000,NA,Populus,deltoides,Salicaceae,Malpighiales
965,0.042154,81.443333,19.366667,0.103333,1.000000,NA,Prunus,sargentii,Rosaceae,Rosales
966,0.219538,20.513333,23.200000,0.116667,1.000000,NA,Sassafras,albidum,Lauraceae,Laurales
967,0.086988,36.817500,26.300000,0.155000,1.000000,NA,Styphnolobium,japonicum,Fabaceae,Fabales
968,0.061422,89.920000,23.900000,0.075000,1.000000,NA,Syringa,reticulata,Oleaceae,Lamiales
969,0.076581,71.770000,16.325000,0.077500,1.000000,NA,Ulmus,americana,Ulmaceae,Rosales
970,0.730000,9.700000,15.800000,0.280000,NA,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
971,0.330000,92.100000,15.100000,0.350000,NA,NA,Ulmus,americana,Ulmaceae,Rosales
972,0.440000,76.400000,9.800000,0.610000,NA,NA,Ulmus,americana,Ulmaceae,Rosales
973,0.830000,6.500000,14.300000,0.300000,NA,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
974,0.360000,82.800000,12.000000,0.480000,NA,NA,Ulmus,americana,Ulmaceae,Rosales
975,0.220000,87.180000,6.900000,0.300000,NA,NA,Leymus,chinensis,Poaceae,Poales
976,0.220000,78.120000,8.500000,0.350000,NA,NA,Leymus,chinensis,Poaceae,Poales
977,0.210000,77.890000,11.300000,0.370000,NA,NA,Leymus,chinensis,Poaceae,Poales
978,0.230000,80.120000,9.200000,0.300000,NA,NA,Leymus,chinensis,Poaceae,Poales
979,0.230000,83.710000,16.400000,0.290000,NA,NA,Leymus,chinensis,Poaceae,Poales
980,0.220000,119.390000,16.700000,0.220000,NA,NA,Leymus,chinensis,Poaceae,Poales
981,0.220000,127.730000,15.100000,0.210000,NA,NA,Leymus,chinensis,Poaceae,Poales
982,0.220000,131.470000,17.400000,0.210000,NA,NA,Leymus,chinensis,Poaceae,Poales
983,0.290000,64.410000,14.200000,0.230000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
984,0.310000,59.050000,17.300000,0.230000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
985,0.300000,57.320000,16.800000,0.250000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
986,0.320000,49.090000,15.100000,0.250000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
987,0.400000,30.400000,13.900000,0.260000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
988,0.410000,26.790000,15.600000,0.290000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
989,0.280000,111.500000,11.400000,0.150000,NA,NA,Stipa,krylovii,Poaceae,Poales
990,0.260000,118.900000,10.400000,0.160000,NA,NA,Stipa,krylovii,Poaceae,Poales
991,0.230000,191.000000,11.600000,0.130000,NA,NA,Agropyron,cristatum,Poaceae,Poales
992,0.230000,172.800000,10.800000,0.140000,NA,NA,Agropyron,cristatum,Poaceae,Poales
993,0.230000,198.900000,9.300000,0.120000,NA,NA,Cleistogenes,squarrosa,Poaceae,Poales
994,0.220000,229.000000,9.400000,0.110000,NA,NA,Cleistogenes,squarrosa,Poaceae,Poales
995,0.250000,143.500000,12.200000,0.150000,NA,NA,Leymus,chinensis,Poaceae,Poales
996,0.260000,119.500000,9.700000,0.160000,NA,NA,Leymus,chinensis,Poaceae,Poales
997,0.250000,231.100000,9.700000,0.090000,NA,NA,Carex,korshinskyi,Cyperaceae,Poales
998,0.240000,274.000000,10.000000,0.080000,NA,NA,Carex,korshinskyi,Cyperaceae,Poales
999,0.250000,124.200000,17.500000,0.170000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
1000,0.260000,92.770000,15.500000,0.200000,NA,NA,Artemisia,frigida,Asteraceae,Asterales
1001,0.240000,86.290000,14.800000,0.270000,NA,NA,Potentilla,acaulis,Rosaceae,Rosales
1002,0.240000,82.340000,15.100000,0.280000,NA,NA,Potentilla,acaulis,Rosaceae,Rosales
1003,0.250000,68.700000,13.900000,0.290000,NA,NA,Potentilla,tanacetifolia,Rosaceae,Rosales
1004,0.250000,69.530000,12.500000,0.310000,NA,NA,Potentilla,tanacetifolia,Rosaceae,Rosales
1005,0.260000,51.790000,13.300000,0.360000,NA,NA,Sibbaldianthe,bifurca,Rosaceae,Rosales
1006,0.270000,51.530000,12.000000,0.340000,NA,NA,Sibbaldianthe,bifurca,Rosaceae,Rosales
1007,0.310000,39.460000,17.800000,0.340000,NA,NA,Lespedeza,davurica,Fabaceae,Fabales
1008,0.310000,40.970000,16.500000,0.340000,NA,NA,Lespedeza,davurica,Fabaceae,Fabales
1009,0.260000,68.980000,24.800000,0.280000,NA,NA,Medicago,ruthenica,Fabaceae,Fabales
1010,0.260000,62.960000,25.100000,0.300000,NA,NA,Medicago,ruthenica,Fabaceae,Fabales
1011,0.290000,53.890000,25.700000,0.290000,NA,NA,Astragalus,scaberrimus,Fabaceae,Fabales
1012,0.280000,65.800000,25.200000,0.260000,NA,NA,Astragalus,scaberrimus,Fabaceae,Fabales
1013,0.400000,46.210000,15.600000,0.170000,NA,NA,Allium,tenuissimum,Amaryllidaceae,Asparagales
1014,0.400000,51.410000,16.500000,0.150000,NA,NA,Allium,tenuissimum,Amaryllidaceae,Asparagales
1015,0.490000,31.670000,16.500000,0.170000,NA,NA,Allium,bidentatum,Amaryllidaceae,Asparagales
1016,0.510000,26.060000,16.500000,0.190000,NA,NA,Allium,bidentatum,Amaryllidaceae,Asparagales
1017,0.230000,102.900000,12.200000,0.230000,NA,NA,Chamaerhodos,erecta,Rosaceae,Rosales
1018,0.240000,108.100000,10.700000,0.210000,NA,NA,Chamaerhodos,erecta,Rosaceae,Rosales
