,RD,SRL,RN,RTD,F00056,F00645,F01286,F01287,F01289,F01290
252,0.184260,97.810000,13.160000,0.720000,1.000000,AM,Helicia,formosana,Proteaceae,Proteales
253,0.145680,100.300000,12.310000,0.340000,1.000000,AM,Syzygium,hancei,Myrtaceae,Myrtales
254,0.118700,118.850000,15.800000,0.290000,1.000000,AM,Syzygium,levinei,Myrtaceae,Myrtales
255,0.144440,106.210000,5.830000,0.630000,1.000000,AM + EM,Eucalyptus,urophylla,Myrtaceae,Myrtales
256,0.196110,40.880000,11.170000,0.370000,1.000000,AM,Syzygium,globiflorum,Myrtaceae,Myrtales
257,0.458890,79.590000,22.460000,0.330000,1.000000,AM,Microtropis,discolor,Celastraceae,Celastrales
258,0.168030,40.960000,19.060000,0.490000,1.000000,EM,Castanea,henryi,Fagaceae,Fagales
259,0.203700,63.810000,17.600000,0.540000,1.000000,EM,Castanopsis,fissa,Fagaceae,Fagales
260,0.347040,45.180000,15.110000,0.210000,1.000000,EM,Quercus,asymmetrica,Fagaceae,Fagales
261,0.167490,70.610000,13.350000,0.550000,1.000000,EM,Castanopsis,hystrix,Fagaceae,Fagales
262,0.163430,81.680000,12.010000,0.530000,1.000000,EM,Castanopsis,echinocarpa,Fagaceae,Fagales
263,0.161210,92.320000,22.630000,0.510000,1.000000,EM,Castanopsis,wattii,Fagaceae,Fagales
264,0.219540,75.710000,21.950000,0.430000,1.000000,EM,Lithocarpus,chiungchungensis,Fagaceae,Fagales
265,0.366620,29.150000,20.920000,0.340000,1.000000,AM,Aporosa,octandra,Phyllanthaceae,Malpighiales
266,0.072590,67.100000,23.330000,0.330000,1.000000,AM,Macaranga,sampsonii,Euphorbiaceae,Malpighiales
267,0.258820,49.730000,19.070000,0.360000,1.000000,AM,Aporosa,yunnanensis,Phyllanthaceae,Malpighiales
268,1.009630,5.370000,17.040000,0.210000,1.000000,AM,Endospermum,chinense,Euphorbiaceae,Malpighiales
269,0.402530,19.990000,19.700000,0.290000,1.000000,AM,Antidesma,maclurei,Phyllanthaceae,Malpighiales
270,0.152300,103.480000,18.920000,0.400000,1.000000,EM,Engelhardia,roxburghiana,Juglandaceae,Fagales
271,0.257780,76.300000,17.320000,0.360000,1.000000,AM,Elaeocarpus,dubius,Elaeocarpaceae,Oxalidales
272,0.132920,143.450000,24.040000,0.320000,1.000000,AM,Ficus,variolosa,Moraceae,Rosales
273,0.282960,34.540000,11.200000,0.590000,1.000000,AM,Artocarpus,styracifolius,Moraceae,Rosales
274,0.124900,67.580000,44.620000,0.520000,1.000000,NM,Gironniera,subaequalis,Cannabaceae,Rosales
275,0.140430,113.000000,19.210000,0.620000,1.000000,AM,Celtis,sinensis,Cannabaceae,Rosales
276,0.176230,130.880000,23.100000,0.130000,1.000000,AM,Canarium,album,Burseraceae,Sapindales
277,0.239070,90.480000,13.570000,0.650000,1.000000,AM,Pistacia,chinensis,Anacardiaceae,Sapindales
278,0.283430,78.120000,20.150000,0.550000,1.000000,AM,Acronychia,pedunculata,Rutaceae,Sapindales
279,0.253970,97.190000,23.590000,0.210000,1.000000,AM,Melicope,pteleifolia,Rutaceae,Sapindales
280,0.158850,58.450000,14.070000,0.500000,1.000000,AM,Nephelium,lappaceum,Sapindaceae,Sapindales
281,0.156170,75.070000,14.880000,0.600000,1.000000,AM,Allophylus,cobbe,Sapindaceae,Sapindales
282,0.078120,106.710000,11.380000,0.530000,1.000000,ErM,Vaccinium,mandarinorum,Ericaceae,Ericales
283,0.370560,26.710000,15.500000,0.350000,1.000000,AM,Barringtonia,racemosa,Lecythidaceae,Ericales
284,0.120660,97.840000,5.550000,0.530000,1.000000,AM,Pentaphylax,euryoides,Pentaphylacaceae,Ericales
285,0.302530,89.090000,19.900000,0.180000,1.000000,AM,Alniphyllum,fortunei,Styracaceae,Ericales
286,0.543620,14.980000,5.960000,0.380000,1.000000,AM,Gordonia,axillaris,Theaceae,Ericales
287,0.239860,98.430000,14.450000,0.370000,1.000000,AM,Schima,wallichii,Theaceae,Ericales
288,0.523700,25.760000,16.380000,0.170000,1.000000,AM,Alstonia,scholaris,Apocynaceae,Gentianales
289,0.256990,80.240000,29.150000,0.380000,1.000000,AM,Catunaregam,spinosa,Rubiaceae,Gentianales
290,0.224170,45.270000,18.790000,0.430000,1.000000,AM,Wendlandia,uvariifolia,Rubiaceae,Gentianales
291,0.154440,99.960000,20.230000,0.290000,1.000000,AM,Pertusadina,metcalfii,Rubiaceae,Gentianales
292,0.191850,81.040000,17.780000,0.200000,1.000000,AM,Psychotria,asiatica,Rubiaceae,Gentianales
293,0.145060,116.950000,27.530000,0.340000,1.000000,AM,Saprosma,ternatum,Rubiaceae,Gentianales
294,0.719490,4.420000,6.780000,0.400000,1.000000,AM,Osmanthus,didymopetalus,Oleaceae,Lamiales
295,0.394360,28.910000,13.750000,0.290000,1.000000,AM,Olea,rosea,Oleaceae,Lamiales
296,0.332630,37.910000,22.530000,0.350000,1.000000,AM,Schefflera,minutistellata,Araliaceae,Apiales
297,0.263700,28.700000,14.530000,0.320000,1.000000,AM,Macropanax,undulatus,Araliaceae,Apiales
298,0.280740,25.660000,14.680000,0.240000,1.000000,AM,Pterospermum,acerifolium,Malvaceae,Malvales
299,0.213890,72.150000,15.930000,0.400000,1.000000,AM,Sterculia,lanceolata,Malvaceae,Malvales
300,0.119260,110.330000,13.550000,0.540000,1.000000,AM,Itea,chinensis,Iteaceae,Saxifragales
301,0.190190,90.870000,20.570000,0.280000,1.000000,AM,Garcinia,oblongifolia,Clusiaceae,Malpighiales
302,0.120920,32.530000,8.980000,0.410000,1.000000,AM,Cratoxylum,cochinchinense,Hypericaceae,Malpighiales
303,0.292890,87.270000,19.300000,0.470000,1.000000,AM,Garcinia,cowa,Clusiaceae,Malpighiales
304,0.318840,46.150000,16.180000,0.390000,1.000000,AM,Eriobotrya,japonica,Rosaceae,Rosales
305,0.144810,86.790000,12.700000,0.530000,1.000000,AM,Rhaphiolepis,indica,Rosaceae,Rosales
306,0.260560,58.890000,22.590000,0.310000,1.000000,AM,Archidendron,lucidum,Fabaceae,Fabales
307,0.225930,108.280000,20.700000,0.360000,1.000000,AM + EM,Acacia,crassicarpa,Fabaceae,Fabales
308,0.252550,99.190000,24.860000,0.290000,1.000000,AM + EM,Acacia,mangium,Fabaceae,Fabales
309,0.383130,93.620000,23.350000,0.250000,1.000000,AM,Acacia,auriculiformis,Fabaceae,Fabales
310,0.270830,70.330000,24.780000,0.410000,1.000000,AM,Archidendron,clypearia,Fabaceae,Fabales
311,0.341580,25.620000,31.220000,0.430000,1.000000,AM,Millettia,leptobotrya,Fabaceae,Fabales
312,0.214260,109.240000,16.920000,0.210000,1.000000,AM,Carallia,brachiata,Rhizophoraceae,Malpighiales
313,0.093150,169.910000,18.730000,0.320000,1.000000,AM,Alangium,chinense,Cornaceae,Cornales
314,0.116850,115.380000,15.790000,0.520000,1.000000,AM,Microcos,paniculata,Malvaceae,Malvales
315,0.185740,67.160000,15.420000,0.530000,1.000000,AM,Acer,fabri,Sapindaceae,Sapindales
316,0.155350,63.990000,14.130000,0.420000,1.000000,AM,Decaspermum,gracilentum,Myrtaceae,Myrtales
317,0.209000,653.000000,13.300000,0.067000,NA,NA,Arenaria,serpyllifolia,Caryophyllaceae,Caryophyllales
318,0.266000,113.000000,5.300000,0.139000,NA,NA,Brachypodium,phoenicoides,Poaceae,Poales
319,0.212000,427.000000,5.000000,0.091000,NA,NA,Bromus,madritensis,Poaceae,Poales
320,0.250000,159.000000,6.700000,0.095000,NA,NA,Bromus,erectus,Poaceae,Poales
321,0.256000,301.000000,14.200000,0.072000,NA,NA,Crepis,foetida,Asteraceae,Asterales
322,0.268000,130.000000,9.600000,0.139000,NA,NA,Clinopodium,nepeta,Lamiaceae,Lamiales
323,0.254000,385.000000,8.000000,0.078000,NA,NA,Daucus,carota,Apiaceae,Apiales
324,0.213000,287.000000,7.100000,0.132000,NA,NA,Dactylis,glomerata,Poaceae,Poales
325,0.231000,235.000000,10.300000,0.124000,NA,NA,Geranium,rotundifolium,Geraniaceae,Geraniales
326,0.334000,198.000000,10.700000,0.074000,NA,NA,Inula,conyza,Asteraceae,Asterales
327,0.257000,209.000000,31.200000,0.123000,NA,NA,Medicago,minima,Fabaceae,Fabales
328,0.343000,134.000000,17.700000,0.091000,NA,NA,Bituminaria,bituminosa,Fabaceae,Fabales
329,0.266000,200.000000,7.000000,0.118000,NA,NA,Picris,hieracioides,Asteraceae,Asterales
330,0.334000,106.000000,13.400000,0.143000,NA,NA,Rubia,peregrina,Rubiaceae,Gentianales
331,0.301000,154.000000,23.400000,0.099000,NA,NA,Trifolium,angustifolium,Fabaceae,Fabales
332,0.289000,134.000000,19.700000,0.114000,NA,NA,Teucrium,chamaedrys,Lamiaceae,Lamiales
333,0.252000,274.000000,15.600000,0.093000,NA,NA,Tordylium,maximum,Apiaceae,Apiales
334,0.230000,503.000000,13.100000,0.080000,NA,NA,Veronica,persica,Plantaginaceae,Lamiales
335,0.360000,83.800000,16.700000,0.117000,NA,AM,Acer,negundo,Sapindaceae,Sapindales
336,0.420000,48.000000,14.200000,0.158000,NA,AM,Acer,saccharum,Sapindaceae,Sapindales
337,0.270000,109.700000,18.900000,0.184000,NA,EM,Betula,lenta,Betulaceae,Fagales
338,0.330000,50.800000,1.380000,0.259000,NA,EM,Carya,glabra,Juglandaceae,Fagales
339,0.320000,83.800000,1.670000,0.145000,NA,EM,Carya,ovata,Juglandaceae,Fagales
340,0.550000,27.100000,1.710000,0.159000,NA,AM,Cercis,canadensis,Fabaceae,Fabales
341,0.340000,73.600000,1.370000,0.165000,NA,EM,Fagus,grandifolia,Fagaceae,Fagales
342,0.480000,33.500000,1.960000,0.173000,NA,AM,Fraxinus,americana,Oleaceae,Lamiales
343,0.480000,25.200000,1.160000,0.226000,NA,AM,Hamamelis,virginiana,Hamamelidaceae,Saxifragales
344,0.490000,31.000000,2.080000,0.177000,NA,AM,Juglans,nigra,Juglandaceae,Fagales
345,0.770000,22.600000,2.610000,0.100000,NA,AM,Lindera,benzoin,Lauraceae,Laurales
346,0.770000,12.400000,1.510000,0.180000,NA,AM,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
347,0.480000,31.400000,1.340000,0.176000,NA,EM,Pinus,pungens,Pinaceae,Pinales
348,0.510000,37.200000,1.570000,0.145000,NA,EM,Pinus,strobus,Pinaceae,Pinales
349,0.400000,29.900000,1.360000,0.295000,NA,EM,Pinus,virginiana,Pinaceae,Pinales
350,0.340000,87.000000,1.150000,0.136000,NA,AM + EM,Populus,grandidentata,Salicaceae,Malpighiales
351,0.410000,31.900000,1.370000,0.244000,NA,AM,Prunus,serotina,Rosaceae,Rosales
352,0.430000,44.100000,1.420000,0.157000,NA,EM,Quercus,alba,Fagaceae,Fagales
353,0.400000,47.900000,1.320000,0.166000,NA,EM,Quercus,rubra,Fagaceae,Fagales
354,0.450000,75.900000,1.510000,0.090000,NA,AM,Rhus,typhina,Anacardiaceae,Sapindales
355,0.480000,35.500000,1.400000,0.180000,NA,AM,Sassafras,albidum,Lauraceae,Laurales
356,0.440000,39.300000,1.420000,0.172000,NA,EM,Tilia,americana,Malvaceae,Malvales
357,0.500000,19.300000,1.510000,0.272000,NA,EM,Tsuga,canadensis,Pinaceae,Pinales
358,0.370000,79.100000,1.530000,0.122000,NA,AM,Ulmus,rubra,Ulmaceae,Rosales
359,0.130000,259.000000,9.400000,0.230000,NA,NA,Agrostis,capillaris,Poaceae,Poales
360,0.150000,131.000000,6.000000,0.290000,NA,NA,Brachypodium,pinnatum,Poaceae,Poales
361,0.130000,161.000000,8.500000,0.310000,NA,NA,Brachypodium,sylvaticum,Poaceae,Poales
362,0.180000,100.000000,6.000000,0.260000,NA,NA,Bromus,erectus,Poaceae,Poales
363,0.120000,252.000000,10.200000,0.250000,NA,NA,Dactylis,glomerata,Poaceae,Poales
364,0.180000,128.000000,8.600000,0.240000,NA,NA,Deschampsia,cespitosa,Poaceae,Poales
365,0.140000,187.000000,8.900000,0.300000,NA,NA,Festuca,rubra,Poaceae,Poales
366,0.130000,275.000000,10.500000,0.220000,NA,NA,Holcus,lanatus,Poaceae,Poales
367,0.200000,99.000000,7.200000,0.240000,NA,NA,Festuca,arundinacea,Poaceae,Poales
368,0.150000,195.000000,9.400000,0.220000,NA,NA,Lolium,perenne,Poaceae,Poales
369,0.110000,199.000000,9.600000,0.290000,NA,NA,Phleum,pratense,Poaceae,Poales
370,0.440000,25.800000,13.500000,0.500000,NA,AM,Chamaecyparis,obtusa,Cupressaceae,Pinales
371,0.390000,24.600000,11.800000,0.630000,NA,AM,Chamaecyparis,obtusa,Cupressaceae,Pinales
372,0.420000,16.900000,9.200000,0.800000,NA,AM,Chamaecyparis,obtusa,Cupressaceae,Pinales
373,0.368425,210.191106,16.349210,0.050704,1.000000,AM,Adiantum,pedatum,Pteridaceae,Polypodiales
374,0.407793,165.605144,16.349212,0.059155,2.000000,AM,Adiantum,pedatum,Pteridaceae,Polypodiales
375,0.408452,114.649757,15.079373,0.076057,3.000000,AM,Adiantum,pedatum,Pteridaceae,Polypodiales
376,0.223407,136.942761,10.317473,0.097183,1.000000,AM,Athyrium,multidentatum,Athyriaceae,Polypodiales
377,0.249907,84.395024,10.000014,0.139437,2.000000,AM,Athyrium,multidentatum,Athyriaceae,Polypodiales
378,0.353823,22.293150,6.507952,0.338028,3.000000,AM,Athyrium,multidentatum,Athyriaceae,Polypodiales
379,0.265480,116.242146,9.841285,0.105634,1.000000,AM,Athyrium,sinense,Athyriaceae,Polypodiales
380,0.421008,106.688014,8.571445,0.118310,2.000000,AM,Athyrium,sinense,Athyriaceae,Polypodiales
381,0.666821,46.178504,7.619065,0.219719,3.000000,AM,Athyrium,sinense,Athyriaceae,Polypodiales
382,0.339810,251.592356,16.507948,0.046479,1.000000,NA,Cystopteris,sudetica,Cystopteridaceae,Polypodiales
383,0.424373,189.490498,13.650807,0.059155,2.000000,NA,Cystopteris,sudetica,Cystopteridaceae,Polypodiales
384,0.708894,103.503307,8.730176,0.109860,3.000000,NA,Cystopteris,sudetica,Cystopteridaceae,Polypodiales
385,0.478690,85.987398,17.301598,0.067606,1.000000,AM,Equisetum,hyemale,Equisetaceae,Equisetales
386,0.576085,57.325000,16.031758,0.067606,2.000000,AM,Equisetum,hyemale,Equisetaceae,Equisetales
387,0.738064,22.293181,12.539697,0.118310,3.000000,AM,Equisetum,hyemale,Equisetaceae,Equisetales
388,0.243317,254.777067,19.523818,0.038029,1.000000,NA,Equisetum,pratense,Equisetaceae,Equisetales
389,0.385942,232.484093,19.682548,0.042254,2.000000,NA,Equisetum,pratense,Equisetaceae,Equisetales
390,0.425344,122.611573,19.523818,0.059155,3.000000,NA,Equisetum,pratense,Equisetaceae,Equisetales
391,0.214459,261.146489,22.857149,0.050705,1.000000,NA,Matteuccia,struthiopteris,Onocleaceae,Polypodiales
392,0.253861,195.859920,21.428579,0.059155,2.000000,NA,Matteuccia,struthiopteris,Onocleaceae,Polypodiales
393,0.286777,92.356822,19.047628,0.092958,3.000000,NA,Matteuccia,struthiopteris,Onocleaceae,Polypodiales
394,0.250080,148.089260,11.904777,0.067606,1.000000,NA,Onoclea,sensibilis,Onocleaceae,Polypodiales
395,0.263677,101.910954,10.317477,0.101409,2.000000,NA,Onoclea,sensibilis,Onocleaceae,Polypodiales
396,0.496587,28.662607,10.317477,0.194367,3.000000,NA,Onoclea,sensibilis,Onocleaceae,Polypodiales
397,0.176062,235.668804,17.460328,0.054930,1.000000,AM,Athyrium,spinulosum,Athyriaceae,Polypodiales
398,0.183173,85.987401,13.174618,0.139437,2.000000,AM,Athyrium,spinulosum,Athyriaceae,Polypodiales
399,0.377409,9.554343,7.777797,0.405634,3.000000,AM,Athyrium,spinulosum,Athyriaceae,Polypodiales
400,0.212903,191.761193,30.411381,0.068148,1.000000,NA,Juglans,mandshurica,Juglandaceae,Fagales
401,0.248848,143.022554,25.683925,0.102963,1.000000,NA,Juglans,mandshurica,Juglandaceae,Fagales
402,0.251613,112.619855,28.289340,0.100000,1.000000,NA,Fraxinus,mandshurica,Oleaceae,Lamiales
403,0.312443,96.287914,24.480635,0.113333,1.000000,NA,Fraxinus,mandshurica,Oleaceae,Lamiales
404,0.522581,32.331852,29.115530,0.114074,1.000000,NA,Phellodendron,amurense,Rutaceae,Sapindales
405,0.481106,43.777077,21.237580,0.121482,1.000000,NA,Phellodendron,amurense,Rutaceae,Sapindales
406,0.128382,98.828893,20.000000,0.781656,1.000000,AM,Chenopodium,serotinum,Amaranthaceae,Caryophyllales
407,0.181250,67.215385,19.200000,0.576614,2.000000,AM,Chenopodium,serotinum,Amaranthaceae,Caryophyllales
408,0.264000,53.812583,15.500000,0.339483,3.000000,AM,Chenopodium,serotinum,Amaranthaceae,Caryophyllales
409,0.404791,29.367263,14.900000,0.264597,1.000000,AM + EM,Cornus,officinalis,Cornaceae,Cornales
410,0.399497,16.982790,13.000000,0.469759,2.000000,AM + EM,Cornus,officinalis,Cornaceae,Cornales
411,0.525000,8.261260,10.300000,0.559172,3.000000,AM + EM,Cornus,officinalis,Cornaceae,Cornales
412,0.333528,56.149200,19.700000,0.203846,1.000000,AM,Cornus,bretschneideri,Cornaceae,Cornales
413,0.372525,34.540100,12.900000,0.265629,2.000000,AM,Cornus,bretschneideri,Cornaceae,Cornales
414,0.401639,21.552700,12.200000,0.366215,3.000000,AM,Cornus,bretschneideri,Cornaceae,Cornales
415,0.234375,64.316484,16.700000,0.360384,1.000000,AM,Ardisia,depressa,Primulaceae,Ericales
416,0.326531,50.391308,16.200000,0.236977,2.000000,AM,Ardisia,depressa,Primulaceae,Ericales
417,0.380500,40.733115,15.000000,0.215900,3.000000,AM,Ardisia,depressa,Primulaceae,Ericales
418,0.175658,126.849165,14.100000,0.303149,1.000000,AM,Eurya,japonica,Pentaphylacaceae,Ericales
419,0.267500,82.314286,13.700000,0.216166,2.000000,AM,Eurya,japonica,Pentaphylacaceae,Ericales
420,0.376339,34.077381,13.300000,0.263806,3.000000,AM,Eurya,japonica,Pentaphylacaceae,Ericales
421,0.356122,40.003195,13.500000,0.250967,1.000000,AM,Diospyros,strigosa,Ebenaceae,Ericales
422,0.375000,39.765166,12.500000,0.227690,2.000000,AM,Diospyros,strigosa,Ebenaceae,Ericales
423,0.471354,11.731148,7.800000,0.488512,3.000000,AM,Diospyros,strigosa,Ebenaceae,Ericales
424,0.485161,16.306105,12.900000,0.331732,1.000000,AM,Barringtonia,racemosa,Lecythidaceae,Ericales
425,0.580469,12.888689,13.100000,0.293186,2.000000,AM,Barringtonia,racemosa,Lecythidaceae,Ericales
426,0.690625,7.879601,11.700000,0.338783,3.000000,AM,Barringtonia,racemosa,Lecythidaceae,Ericales
427,0.282292,56.472938,11.800000,0.320954,1.000000,AM,Myrsine,seguinii,Primulaceae,Ericales
428,0.424185,29.986065,11.800000,0.235349,2.000000,AM,Myrsine,seguinii,Primulaceae,Ericales
429,0.691667,21.193139,10.600000,0.125580,3.000000,AM,Myrsine,seguinii,Primulaceae,Ericales
430,0.210437,57.213646,23.400000,0.502535,1.000000,EM,Betula,albosinensis,Betulaceae,Fagales
431,0.199667,70.037500,21.400000,0.456004,2.000000,EM,Betula,albosinensis,Betulaceae,Fagales
432,0.315000,24.813800,15.500000,0.517125,3.000000,EM,Betula,albosinensis,Betulaceae,Fagales
433,0.146528,63.686103,14.000000,0.931163,1.000000,EM,Carpinus,cordata,Betulaceae,Fagales
434,0.151000,56.518987,12.900000,0.988011,2.000000,EM,Carpinus,cordata,Betulaceae,Fagales
435,0.198837,26.172680,8.600000,1.230457,3.000000,EM,Carpinus,cordata,Betulaceae,Fagales
436,0.145122,88.854820,19.000000,0.680398,1.000000,EM,Quercus,aliena,Fagaceae,Fagales
437,0.232927,52.300000,12.400000,0.448714,2.000000,EM,Quercus,aliena,Fagaceae,Fagales
438,0.282282,29.287149,10.100000,0.545592,3.000000,EM,Quercus,aliena,Fagaceae,Fagales
439,0.139626,80.163903,29.700000,0.814704,1.000000,EM,Quercus,variabilis,Fagaceae,Fagales
440,0.265833,50.708661,25.800000,0.355311,2.000000,EM,Quercus,variabilis,Fagaceae,Fagales
441,0.506731,10.453721,21.600000,0.474334,3.000000,EM,Quercus,variabilis,Fagaceae,Fagales
442,0.130901,78.573265,18.600000,0.945697,1.000000,EM,Quercus,wutaishanica,Fagaceae,Fagales
443,0.150750,72.587069,15.500000,0.771856,2.000000,EM,Quercus,wutaishanica,Fagaceae,Fagales
444,0.186413,44.114053,12.000000,0.830578,3.000000,EM,Quercus,wutaishanica,Fagaceae,Fagales
445,0.677000,19.926000,23.900000,0.139000,1.000000,AM,Ginkgo,biloba,Ginkgoaceae,Ginkgoales
446,0.317857,47.680269,19.100000,0.264306,1.000000,AM,Fraxinus,chinensis,Oleaceae,Lamiales
447,0.410169,33.794079,13.200000,0.223946,2.000000,AM,Fraxinus,chinensis,Oleaceae,Lamiales
448,0.516327,13.469900,10.900000,0.354566,3.000000,AM,Fraxinus,chinensis,Oleaceae,Lamiales
449,0.422500,36.154200,20.500000,0.197287,1.000000,AM,Fraxinus,chinensis,Oleaceae,Lamiales
450,0.457500,27.900000,18.300000,0.218034,2.000000,AM,Fraxinus,chinensis,Oleaceae,Lamiales
451,0.587500,13.300000,9.400000,0.277359,3.000000,AM,Fraxinus,chinensis,Oleaceae,Lamiales
452,0.285963,105.835707,25.500000,0.147116,1.000000,AM + EM,Syringa,reticulata,Oleaceae,Lamiales
453,0.397340,51.619953,23.000000,0.156231,2.000000,AM + EM,Syringa,reticulata,Oleaceae,Lamiales
454,0.875000,23.166369,19.600000,0.071785,3.000000,AM + EM,Syringa,reticulata,Oleaceae,Lamiales
455,0.437750,33.097766,23.400000,0.200752,1.000000,AM,Cryptocarya,concinna,Lauraceae,Laurales
456,0.521000,22.230303,22.300000,0.211003,2.000000,AM,Cryptocarya,concinna,Lauraceae,Laurales
457,0.735119,6.681505,15.300000,0.352631,3.000000,AM,Cryptocarya,concinna,Lauraceae,Laurales
458,0.442438,28.444444,21.900000,0.228669,1.000000,AM,Machilus,breviflora,Lauraceae,Laurales
459,0.493608,20.684856,22.900000,0.252635,2.000000,AM,Machilus,breviflora,Lauraceae,Laurales
460,0.564432,15.711485,21.700000,0.254372,3.000000,AM,Machilus,breviflora,Lauraceae,Laurales
461,0.339660,37.866379,26.200000,0.291451,1.000000,AM,Ocotea,lancifolia,Lauraceae,Laurales
462,0.406481,29.646745,22.800000,0.259927,2.000000,AM,Ocotea,lancifolia,Lauraceae,Laurales
463,0.507609,18.093849,19.100000,0.273100,3.000000,AM,Ocotea,lancifolia,Lauraceae,Laurales
464,0.410938,72.386673,29.100000,0.104160,1.000000,AM,Cinnamomum,camphora,Lauraceae,Laurales
465,0.490125,50.889429,24.900000,0.104152,2.000000,AM,Cinnamomum,camphora,Lauraceae,Laurales
466,0.596154,13.732932,19.000000,0.260874,3.000000,AM,Cinnamomum,camphora,Lauraceae,Laurales
467,0.395000,38.767334,20.500000,0.210499,1.000000,AM,Lindera,communis,Lauraceae,Laurales
468,0.495250,14.436908,16.800000,0.359573,2.000000,AM,Lindera,communis,Lauraceae,Laurales
469,0.688088,9.543119,13.500000,0.281794,3.000000,AM,Lindera,communis,Lauraceae,Laurales
470,0.614634,16.585420,18.100000,0.203212,1.000000,AM,Goniothalamus,griffithii,Annonaceae,Magnoliales
471,0.816216,7.838756,16.200000,0.243811,2.000000,AM,Goniothalamus,griffithii,Annonaceae,Magnoliales
472,0.983889,4.687756,14.500000,0.280578,3.000000,AM,Goniothalamus,griffithii,Annonaceae,Magnoliales
473,0.585000,23.294000,21.600000,0.160000,1.000000,AM,Liriodendron,chinense,Magnoliaceae,Magnoliales
474,0.543000,31.403000,24.900000,0.138000,1.000000,AM,Magnolia,championii,Magnoliaceae,Magnoliales
475,0.485119,27.776778,22.600000,0.165749,1.000000,AM,Magnolia,macclurei,Magnoliaceae,Magnoliales
476,0.523000,20.733938,21.700000,0.187839,2.000000,AM,Magnolia,macclurei,Magnoliaceae,Magnoliales
477,0.620000,13.125850,20.200000,0.224167,3.000000,AM,Magnolia,macclurei,Magnoliaceae,Magnoliales
478,0.583000,27.663000,22.300000,0.135000,1.000000,AM,Magnolia,maudiae,Magnoliaceae,Magnoliales
479,0.813000,13.978000,26.750000,0.138000,1.000000,AM,Magnolia,ernestii,Magnoliaceae,Magnoliales
480,0.591000,18.500000,27.300000,0.197000,1.000000,AM,Magnolia,odora,Magnoliaceae,Magnoliales
481,0.848165,4.774159,11.300000,0.370725,1.000000,AM,Knema,erratica,Myristicaceae,Magnoliales
482,0.962353,4.614693,11.500000,0.297919,2.000000,AM,Knema,erratica,Myristicaceae,Magnoliales
483,1.101923,2.682019,9.500000,0.390972,3.000000,AM,Knema,erratica,Myristicaceae,Magnoliales
484,0.145000,110.673933,17.600000,0.547178,1.000000,AM + EM,Populus,cathayana,Salicaceae,Malpighiales
485,0.125000,93.621047,15.500000,0.870395,2.000000,AM + EM,Populus,cathayana,Salicaceae,Malpighiales
486,0.158654,49.623000,10.300000,1.019354,3.000000,AM + EM,Populus,cathayana,Salicaceae,Malpighiales
487,0.205303,159.434040,27.800000,0.189469,1.000000,AM,Macaranga,sampsonii,Euphorbiaceae,Malpighiales
488,0.260142,96.348134,25.400000,0.195275,2.000000,AM,Macaranga,sampsonii,Euphorbiaceae,Malpighiales
489,0.312791,49.018662,20.600000,0.265486,3.000000,AM,Macaranga,sampsonii,Euphorbiaceae,Malpighiales
490,0.354400,75.742245,20.200000,0.133840,1.000000,AM,Tilia,mandshurica,Malvaceae,Malvales
491,0.259406,71.287129,18.200000,0.265423,2.000000,AM,Tilia,mandshurica,Malvaceae,Malvales
492,0.293023,49.397841,14.700000,0.300191,3.000000,AM,Tilia,mandshurica,Malvaceae,Malvales
493,0.186502,68.711451,22.000000,0.532736,1.000000,EM,Tilia,mongolica,Malvaceae,Malvales
494,0.217975,61.593743,19.900000,0.435070,2.000000,EM,Tilia,mongolica,Malvaceae,Malvales
495,0.226449,42.802268,16.000000,0.580098,3.000000,EM,Tilia,mongolica,Malvaceae,Malvales
496,0.202760,88.050123,16.200000,0.351736,1.000000,AM,Memecylon,nigrescens,Melastomataceae,Myrtales
497,0.252804,82.107136,14.900000,0.242640,2.000000,AM,Memecylon,nigrescens,Melastomataceae,Myrtales
498,0.310185,78.154443,11.800000,0.169322,3.000000,AM,Memecylon,nigrescens,Melastomataceae,Myrtales
499,0.133740,88.701107,19.300000,0.802527,1.000000,AM,Syzygium,hancei,Myrtaceae,Myrtales
500,0.194250,79.526809,14.100000,0.424301,2.000000,AM,Syzygium,hancei,Myrtaceae,Myrtales
501,0.289815,37.874134,10.500000,0.400245,3.000000,AM,Syzygium,hancei,Myrtaceae,Myrtales
502,0.174000,126.493000,15.800000,0.333000,1.000000,AM,Syzygium,levinei,Myrtaceae,Myrtales
503,0.255065,46.978000,15.000000,0.417000,2.000000,AM,Syzygium,levinei,Myrtaceae,Myrtales
504,0.373000,25.276000,12.300000,0.362000,3.000000,AM,Syzygium,levinei,Myrtaceae,Myrtales
505,0.322222,41.727000,11.533333,0.293888,1.000000,EM,Larix,gmelinii,Pinaceae,Pinales
506,0.370673,32.010000,10.633333,0.289496,2.000000,EM,Larix,gmelinii,Pinaceae,Pinales
507,0.467000,20.782000,8.788889,0.280924,3.000000,EM,Larix,gmelinii,Pinaceae,Pinales
508,0.279044,48.494320,16.300000,0.337189,1.000000,EM,Picea,meyeri,Pinaceae,Pinales
509,0.337885,38.562704,13.800000,0.289205,2.000000,EM,Picea,meyeri,Pinaceae,Pinales
510,0.428061,20.417250,11.900000,0.340331,3.000000,EM,Picea,meyeri,Pinaceae,Pinales
