Dataset,SpeciesName,AccSpeciesName,TraitID,OrigValueStr
Sheffield-Iran-Spain Database,Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
Sheffield-Iran-Spain Database,Fraxinus excelsior,Fraxinus excelsior,22.0,C3
Sheffield-Iran-Spain Database,Sorbus aucuparia,Sorbus aucuparia,22.0,C3
Abisko & Sheffield Database,Matteuccia struthiopteris,Matteuccia struthiopteris,22.0,C3
Abisko & Sheffield Database,Populus tremula,Populus tremula,22.0,C3
Abisko & Sheffield Database,Sorbus aucuparia,Sorbus aucuparia,22.0,C3
Sheffield Database,Acer platanoides,Acer platanoides,22.0,C3
Sheffield Database,Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
Sheffield Database,Aesculus hippocastanum,Aesculus hippocastanum,22.0,C3
Sheffield Database,Carpinus betulus,Carpinus betulus,22.0,C3
Sheffield Database,Fraxinus excelsior,Fraxinus excelsior,22.0,C3
Sheffield Database,Populus tremula,Populus tremula,22.0,C3
Sheffield Database,Sorbus aucuparia,Sorbus aucuparia,22.0,C3
Sheffield Database,Tilia cordata,Tilia cordata,22.0,C3
Categorical Plant Traits Database,Acacia auriculiformis,Acacia auriculiformis,22.0,C3
Categorical Plant Traits Database,Acacia mangium,Acacia mangium,22.0,C3
Categorical Plant Traits Database,Acer negundo,Acer negundo,22.0,C3
Categorical Plant Traits Database,Acer negundo var interius,Acer negundo,22.0,C3
Categorical Plant Traits Database,Acer platanoides,Acer platanoides,22.0,C3
Categorical Plant Traits Database,"ACER PLATANOIDES,",Acer platanoides,22.0,C3
Categorical Plant Traits Database,Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
Categorical Plant Traits Database,"ACER PSEUDOPLATANUS,",Acer pseudoplatanus,22.0,C3
Categorical Plant Traits Database,Acer rubrum,Acer rubrum,22.0,C3
Categorical Plant Traits Database,Acer saccharum,Acer saccharum,22.0,C3
Categorical Plant Traits Database,Acer truncatum,Acer truncatum,22.0,C3
Categorical Plant Traits Database,Adiantum pedatum,Adiantum pedatum,22.0,C3
Categorical Plant Traits Database,Aesculus hippocastanum,Aesculus hippocastanum,22.0,C3
Categorical Plant Traits Database,Aporosa yunnanensis,Aporosa yunnanensis,22.0,C3
Categorical Plant Traits Database,Aporusa chinensis,Aporosa octandra,22.0,C3
Categorical Plant Traits Database,Aporusa yunnanensis,Aporosa yunnanensis,22.0,C3
Categorical Plant Traits Database,Ardisia quequegona,Ardisia quinquegona,22.0,C3
Categorical Plant Traits Database,Ardisia quinquegona,Ardisia quinquegona,22.0,C3
Categorical Plant Traits Database,Canarium album,Canarium album,22.0,C3
Categorical Plant Traits Database,Carpinus betulus,Carpinus betulus,22.0,C3
Categorical Plant Traits Database,"CARPINUS BETULUS,",Carpinus betulus,22.0,C3
Categorical Plant Traits Database,Carpinus cordata,Carpinus cordata,22.0,C3
Categorical Plant Traits Database,Carya glabra,Carya glabra,22.0,C3
Categorical Plant Traits Database,Celtis sinensis,Celtis sinensis,22.0,C3
Categorical Plant Traits Database,Cercidiphyllum japonicum,Cercidiphyllum japonicum,22.0,C3
Categorical Plant Traits Database,Chenopodium serotinum,Chenopodium serotinum,22.0,C3
Categorical Plant Traits Database,Chionanthus virginicus,Chionanthus virginicus,22.0,C3
Categorical Plant Traits Database,Cinnamomum camphora,Cinnamomum camphora,22.0,C3
Categorical Plant Traits Database,Cornus florida,Cornus florida,22.0,C3
Categorical Plant Traits Database,Cornus officinalis,Cornus officinalis,22.0,C3
Categorical Plant Traits Database,Cratoxylon ligustrinum,Cratoxylum cochinchinense,22.0,C4
Categorical Plant Traits Database,Cryptocarya chinensis,Cryptocarya chinensis,22.0,C3
Categorical Plant Traits Database,Cryptocarya concinna,Cryptocarya concinna,22.0,C3
Categorical Plant Traits Database,Decaspermum gracilentum,Decaspermum gracilentum,22.0,C3
Categorical Plant Traits Database,Dicranopteris Iinearis,Dicranopteris linearis,22.0,C3
Categorical Plant Traits Database,Dicranopteris linearis,Dicranopteris linearis,22.0,C3
Categorical Plant Traits Database,Equisetum hiemale,Equisetum hyemale,22.0,C3
Categorical Plant Traits Database,Equisetum pratense,Equisetum pratense,22.0,C3
Categorical Plant Traits Database,Evodia lepta,Melicope pteleifolia,22.0,C3
Categorical Plant Traits Database,Fraxinus americana,Fraxinus americana,22.0,C3
Categorical Plant Traits Database,Fraxinus chinensis,Fraxinus chinensis,22.0,C3
Categorical Plant Traits Database,Fraxinus excelsior,Fraxinus excelsior,22.0,C3
Categorical Plant Traits Database,"FRAXINUS EXCELSIOR,",Fraxinus excelsior,22.0,C3
Categorical Plant Traits Database,Fraxinus madshurica,Fraxinus mandshurica,22.0,C3
Categorical Plant Traits Database,Fraxinus mandschurica,Fraxinus mandshurica,22.0,C3
Categorical Plant Traits Database,Fraxinus mandshurica,Fraxinus mandshurica,22.0,C3
Categorical Plant Traits Database,Fraxinus rhynchophylla,Fraxinus chinensis,22.0,C3
Categorical Plant Traits Database,Garcinia oblongifolia,Garcinia oblongifolia,22.0,C3
Categorical Plant Traits Database,Ginkgo bilbosa,Ginkgo biloba,22.0,C3
Categorical Plant Traits Database,Gironniera subaequalis,Gironniera subaequalis,22.0,C4
Categorical Plant Traits Database,Ilex opaca,Ilex opaca,22.0,C3
Categorical Plant Traits Database,Juglans mandshurica,Juglans mandshurica,22.0,C3
Categorical Plant Traits Database,Juglans nigra,Juglans nigra,22.0,C3
Categorical Plant Traits Database,Larix dahurica,Larix gmelinii,22.0,C3
Categorical Plant Traits Database,Larix gmelinii,Larix gmelinii,22.0,C3
Categorical Plant Traits Database,Larix olgenisis,Larix gmelinii,22.0,C3
Categorical Plant Traits Database,Larix olgensis,Larix gmelinii,22.0,C3
Categorical Plant Traits Database,Lindera communis,Lindera communis,22.0,C3
Categorical Plant Traits Database,Liquidambar styraciflua,Liquidambar styraciflua,22.0,C3
Categorical Plant Traits Database,Liquidambar styraciflua ssp mexicana,Liquidambar styraciflua,22.0,C3
Categorical Plant Traits Database,Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
Categorical Plant Traits Database,Machilus velutina,Machilus velutina,22.0,C3
Categorical Plant Traits Database,Magnolia denudata,Magnolia denudata,22.0,C3
Categorical Plant Traits Database,Magnolia grandiflora,Magnolia grandiflora,22.0,C3
Categorical Plant Traits Database,Malus baccata,Malus baccata,22.0,C3
Categorical Plant Traits Database,Matteuccia struthiopteris,Matteuccia struthiopteris,22.0,C3
Categorical Plant Traits Database,Michelia balansae,Magnolia balansae,22.0,C4
Categorical Plant Traits Database,Microcos paniculata,Microcos paniculata,22.0,C3
Categorical Plant Traits Database,Microcos paniculata,Microcos paniculata,22.0,C4
Categorical Plant Traits Database,Myrsine seguinii,Myrsine seguinii,22.0,C3
Categorical Plant Traits Database,Nyssa aquatica,Nyssa aquatica,22.0,C3
Categorical Plant Traits Database,Nyssa sylvatica,Nyssa sylvatica,22.0,C3
Categorical Plant Traits Database,Onoclea sensibilis,Onoclea sensibilis,22.0,C3
Categorical Plant Traits Database,Phellodendron amurense,Phellodendron amurense,22.0,C3
Categorical Plant Traits Database,Picea meyeri,Picea meyeri,22.0,C3
Categorical Plant Traits Database,Pinus armandii,Pinus armandii,22.0,C3
Categorical Plant Traits Database,Pinus strobus,Pinus strobus,22.0,C3
Categorical Plant Traits Database,Pinus tabuliformis,Pinus tabuliformis,22.0,C3
Categorical Plant Traits Database,Pinus virginiana,Pinus virginiana,22.0,C3
Categorical Plant Traits Database,Pistacia chinensis,Pistacia chinensis,22.0,C3
Categorical Plant Traits Database,Pithecellobium clypearia,Archidendron clypearia,22.0,C3
Categorical Plant Traits Database,Platanus acerifolia,Platanus acerifolia,22.0,C3
Categorical Plant Traits Database,Platanus occidentalis,Platanus occidentalis,22.0,C3
Categorical Plant Traits Database,Populus deltoides,Populus deltoides,22.0,C3
Categorical Plant Traits Database,Populus deltoides x P trichopcarpa,Populus deltoides,22.0,C3
Categorical Plant Traits Database,Populus deltoids var occidentalis,Populus deltoides,22.0,C3
Categorical Plant Traits Database,Populus sieboldii,Populus tremula,22.0,C3
Categorical Plant Traits Database,Populus tremula,Populus tremula,22.0,C3
Categorical Plant Traits Database,"POPULUS TREMULA,",Populus tremula,22.0,C3
Categorical Plant Traits Database,Populus tremuloides,Populus tremuloides,22.0,C3
Categorical Plant Traits Database,Prunus sargentii,Prunus sargentii,22.0,C3
Categorical Plant Traits Database,Psychotria rubra,Psychotria asiatica,22.0,C3
Categorical Plant Traits Database,Quercus alba,Quercus alba,22.0,C3
Categorical Plant Traits Database,Quercus aliena,Quercus aliena,22.0,C3
Categorical Plant Traits Database,Quercus borealis,Quercus rubra,22.0,C3
Categorical Plant Traits Database,Quercus liaotungensis,Quercus wutaishanica,22.0,C3
Categorical Plant Traits Database,Quercus patelliformis,Quercus asymmetrica,22.0,C3
Categorical Plant Traits Database,Quercus rubra,Quercus rubra,22.0,C3
Categorical Plant Traits Database,Quercus variabilis,Quercus variabilis,22.0,C3
Categorical Plant Traits Database,Rhaphiolepis indica,Rhaphiolepis indica,22.0,C3
Categorical Plant Traits Database,Rhapiolepis indica,Rhaphiolepis indica,22.0,C3
Categorical Plant Traits Database,Schima wallichii,Schima wallichii,22.0,C3
Categorical Plant Traits Database,Sorbus amurensis,Sorbus aucuparia,22.0,C3
Categorical Plant Traits Database,Sorbus aucuparia,Sorbus aucuparia,22.0,C3
Categorical Plant Traits Database,"SORBUS AUCUPARIA,",Sorbus aucuparia,22.0,C3
Categorical Plant Traits Database,Sorbus pohuashanensis,Sorbus aucuparia,22.0,C3
Categorical Plant Traits Database,Sterculia lanceolata,Sterculia lanceolata,22.0,C3
Categorical Plant Traits Database,Syringa amurensis,Syringa reticulata,22.0,C3
Categorical Plant Traits Database,Tilia cordata,Tilia cordata,22.0,C3
Categorical Plant Traits Database,"TILIA CORDATA,",Tilia cordata,22.0,C3
Categorical Plant Traits Database,Tilia mandschurica,Tilia mandshurica,22.0,C3
Categorical Plant Traits Database,Tilia mandshurica,Tilia mandshurica,22.0,C3
Categorical Plant Traits Database,Tilia mongolica,Tilia mongolica,22.0,C3
Categorical Plant Traits Database,Tsoongiodendron odorum,Magnolia odora,22.0,C3
Categorical Plant Traits Database,Ulmus americana,Ulmus americana,22.0,C3
Categorical Plant Traits Database,Ulmus davidiana,Ulmus davidiana,22.0,C3
Categorical Plant Traits Database,Ulmus dentata,Ulmus americana,22.0,C3
Categorical Plant Traits Database,Ulmus macrocarpa,Ulmus macrocarpa,22.0,C3
Categorical Plant Traits Database,Ulmus propinqua var laevigata,Ulmus davidiana,22.0,C3
Categorical Plant Traits Database,Ulmus propinque,Ulmus davidiana,22.0,C3
Categorical Plant Traits Database,Vaccinium laetum,Vaccinium mandarinorum,22.0,C3
Midwestern and Southern US Herbaceous Species Trait Database,Diospyros virginiana,Diospyros virginiana,22.0,C3
Midwestern and Southern US Herbaceous Species Trait Database,Fraxinus americana,Fraxinus americana,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Acer negundo,Acer negundo,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Acer platanoides,Acer platanoides,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Aesculus hippocastanum,Aesculus hippocastanum,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Carpinus betulus,Carpinus betulus,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Catalpa bignonioides,Catalpa bignonioides,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Cystopteris sudetica,Cystopteris sudetica,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Equisetum hyemale,Equisetum hyemale,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Equisetum pratense,Equisetum pratense,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Fraxinus americana,Fraxinus americana,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Fraxinus excelsior,Fraxinus excelsior,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Ginkgo biloba,Ginkgo biloba,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Gleditsia triacanthos,Gleditsia triacanthos,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Juglans nigra,Juglans nigra,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Liquidambar styraciflua,Liquidambar styraciflua,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Matteuccia struthiopteris,Matteuccia struthiopteris,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Onoclea sensibilis,Onoclea sensibilis,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Pinus strobus,Pinus strobus,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Platanus occidentalis,Platanus occidentalis,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Populus balsamifera x trichocarpa,Populus trichocarpa,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Populus tremula,Populus tremula,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Quercus rubra,Quercus rubra,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Sorbus aucuparia,Sorbus aucuparia,22.0,C3
BIOPOP: Functional Traits for Nature Conservation,Tilia cordata,Tilia cordata,22.0,C3
"Global A, N, P, SLA Database",Acer saccharum,Acer saccharum,22.0,C3
"Global A, N, P, SLA Database",Acacia auriculiformis,Acacia auriculiformis,22.0,C3
"Global A, N, P, SLA Database",Carpinus betulus,Carpinus betulus,22.0,C3
"Global A, N, P, SLA Database",Quercus rubra,Quercus rubra,22.0,C3
"Global A, N, P, SLA Database",Populus tremuloides,Populus tremuloides,22.0,C3
"Global A, N, P, SLA Database",Acer rubrum,Acer rubrum,22.0,C3
"Global A, N, P, SLA Database",Acer platanoides,Acer platanoides,22.0,C3
"Global A, N, P, SLA Database",Tilia cordata,Tilia cordata,22.0,C3
"Global A, N, P, SLA Database",Ulmus americana,Ulmus americana,22.0,C3
"Global A, N, P, SLA Database",Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
"Global A, N, P, SLA Database",Pinus strobus,Pinus strobus,22.0,C3
ArtDeco Database,Populus tremuloides,Populus tremuloides,22.0,C3
ArtDeco Database,Acer platanoides,Acer platanoides,22.0,C3
ArtDeco Database,Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
ArtDeco Database,Aesculus hippocastanum,Aesculus hippocastanum,22.0,C3
ArtDeco Database,Carpinus betulus,Carpinus betulus,22.0,C3
ArtDeco Database,Fraxinus excelsior,Fraxinus excelsior,22.0,C3
ArtDeco Database,Populus tremula,Populus tremula,22.0,C3
ArtDeco Database,Sorbus aucuparia,Sorbus aucuparia,22.0,C3
ArtDeco Database,Tilia cordata,Tilia cordata,22.0,C3
ArtDeco Database,Cinnamomum comphora,Cinnamomum camphora,22.0,C3
ArtDeco Database,Litsea cubeba,Litsea cubeba,22.0,C3
ArtDeco Database,Acer negundo,Acer negundo,22.0,C3
ArtDeco Database,Gleditsia triacanthos,Gleditsia triacanthos,22.0,C3
ArtDeco Database,Sophora japonica,Styphnolobium japonicum,22.0,C3
ArtDeco Database,Dicranopteris linearis,Dicranopteris linearis,22.0,C3
ArtDeco Database,Acer saccharum,Acer saccharum,22.0,C3
ArtDeco Database,Pinus strobus,Pinus strobus,22.0,C3
ArtDeco Database,Quercus rubra,Quercus rubra,22.0,C3
ArtDeco Database,Matteuccia struthiopteris,Matteuccia struthiopteris,22.0,C3
ArtDeco Database,Acer rubrum,Acer rubrum,22.0,C3
ArtDeco Database,Cornus florida,Cornus florida,22.0,C3
ArtDeco Database,Juglans nigra,Juglans nigra,22.0,C3
ArtDeco Database,Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
ArtDeco Database,Pinus virginiana,Pinus virginiana,22.0,C3
ArtDeco Database,Platanus occidentalis,Platanus occidentalis,22.0,C3
ArtDeco Database,Quercus alba,Quercus alba,22.0,C3
ArtDeco Database,Sassafras variifolium,Sassafras albidum,22.0,C3
ArtDeco Database,Rapanea neriifolia,Myrsine seguinii,22.0,C3
ArtDeco Database,Schima wallicii,Schima wallichii,22.0,C3
Categorical Plant Traits Database,Asimina triloba,Asimina triloba,22.0,C3
Categorical Plant Traits Database,Magnolia virginiana,Magnolia virginiana,22.0,C3
Categorical Plant Traits Database,Populus cathayana,Populus cathayana,22.0,C3
Categorical Plant Traits Database,Diospyros virginiana,Diospyros virginiana,22.0,C3
Categorical Plant Traits Database,Ginkgo biloba,Ginkgo biloba,22.0,C3
Categorical Plant Traits Database,Gleditsia triacanthos,Gleditsia triacanthos,22.0,C3
Categorical Plant Traits Database,Magnolia kobus,Magnolia kobus,22.0,C3
Categorical Plant Traits Database,Magnolia stellata,Magnolia stellata,22.0,C3
Categorical Plant Traits Database,Sassafras albidum,Sassafras albidum,22.0,C3
Categorical Plant Traits Database,Sophora japonica,Styphnolobium japonicum,22.0,C3
Categorical Plant Traits Database,Syringa reticulata,Syringa reticulata,22.0,C3
Plant Traits in Pollution Gradients Database,Acer rubrum,Acer rubrum,22.0,C3
Plant Traits in Pollution Gradients Database,Pinus strobus,Pinus strobus,22.0,C3
Plant Traits in Pollution Gradients Database,Populus tremuloides,Populus tremuloides,22.0,C3
Plant Traits in Pollution Gradients Database,Quercus rubra,Quercus rubra,22.0,C3
GLOPNET - Global Plant Trait Network Database,Dicranopteris linearis,Dicranopteris linearis,22.0,C3
GLOPNET - Global Plant Trait Network Database,Fraxinus americana,Fraxinus americana,22.0,C3
GLOPNET - Global Plant Trait Network Database,Quercus rubra,Quercus rubra,22.0,C3
GLOPNET - Global Plant Trait Network Database,Quercus alba,Quercus alba,22.0,C3
GLOPNET - Global Plant Trait Network Database,Ulmus americana,Ulmus americana,22.0,C3
GLOPNET - Global Plant Trait Network Database,Acer rubrum,Acer rubrum,22.0,C3
GLOPNET - Global Plant Trait Network Database,Acer saccharum,Acer saccharum,22.0,C3
GLOPNET - Global Plant Trait Network Database,Acer platanoides,Acer platanoides,22.0,C3
GLOPNET - Global Plant Trait Network Database,Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
GLOPNET - Global Plant Trait Network Database,Sorbus aucuparia,Sorbus aucuparia,22.0,C3
GLOPNET - Global Plant Trait Network Database,Carya glabra,Carya glabra,22.0,C3
GLOPNET - Global Plant Trait Network Database,Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
GLOPNET - Global Plant Trait Network Database,Carpinus cordata,Carpinus cordata,22.0,C3
GLOPNET - Global Plant Trait Network Database,Populus sieboldii,Populus tremula,22.0,C3
GLOPNET - Global Plant Trait Network Database,Cercidiphyllum japonicum,Cercidiphyllum japonicum,22.0,C3
GLOPNET - Global Plant Trait Network Database,Fraxinus madshurica,Fraxinus mandshurica,22.0,C3
GLOPNET - Global Plant Trait Network Database,Ulmus davidiana,Ulmus davidiana,22.0,C3
GLOPNET - Global Plant Trait Network Database,Prunus sargentii,Prunus sargentii,22.0,C3
GLOPNET - Global Plant Trait Network Database,Matteuccia struthiopteris,Matteuccia struthiopteris,22.0,C3
GLOPNET - Global Plant Trait Network Database,Populus tremula,Populus tremula,22.0,C3
GLOPNET - Global Plant Trait Network Database,Populus deltoides,Populus deltoides,22.0,C3
GLOPNET - Global Plant Trait Network Database,Fraxinus excelsior,Fraxinus excelsior,22.0,C3
GLOPNET - Global Plant Trait Network Database,Tilia cordata,Tilia cordata,22.0,C3
GLOPNET - Global Plant Trait Network Database,Acacia auriculiformis,Acacia auriculiformis,22.0,C3
GLOPNET - Global Plant Trait Network Database,Pinus strobus,Pinus strobus,22.0,C3
GLOPNET - Global Plant Trait Network Database,Cornus florida,Cornus florida,22.0,C3
GLOPNET - Global Plant Trait Network Database,Juglans nigra,Juglans nigra,22.0,C3
GLOPNET - Global Plant Trait Network Database,Populus tremuloides,Populus tremuloides,22.0,C3
GLOPNET - Global Plant Trait Network Database,Acer negundo,Acer negundo,22.0,C3
GLOPNET - Global Plant Trait Network Database,Platanus occidentalis,Platanus occidentalis,22.0,C3
GLOPNET - Global Plant Trait Network Database,Carpinus betulus,Carpinus betulus,22.0,C3
GLOPNET - Global Plant Trait Network Database,Nyssa sylvatica,Nyssa sylvatica,22.0,C3
Leaf Physiology Database,Ginkgo biloba,Ginkgo biloba,22.0,C3
Leaf Physiology Database,Pinus strobus,Pinus strobus,22.0,C3
Leaf Physiology Database,Quercus rubra,Quercus rubra,22.0,C3
Leaf Physiology Database,Acer saccharum,Acer saccharum,22.0,C3
Leaf Physiology Database,Acer rubrum,Acer rubrum,22.0,C3
Leaf Physiology Database,Ulmus americana,Ulmus americana,22.0,C3
Leaf Physiology Database,Quercus alba,Quercus alba,22.0,C3
Leaf Physiology Database,Fraxinus americana,Fraxinus americana,22.0,C3
Leaf Physiology Database,Cornus florida,Cornus florida,22.0,C3
Leaf Physiology Database,Juglans nigra,Juglans nigra,22.0,C3
Leaf Physiology Database,Populus deltoides,Populus deltoides,22.0,C3
Leaf Physiology Database,Populus tremuloides,Populus tremuloides,22.0,C3
Leaf Physiology Database,Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
Leaf Physiology Database,Larix gmelinii,Larix gmelinii,22.0,C3
Leaf Physiology Database,Acer negundo,Acer negundo,22.0,C3
Leaf Physiology Database,Larix olgenisis,Larix gmelinii,22.0,C3
Leaf Physiology Database,Carya glabra,Carya glabra,22.0,C3
Leaf Physiology Database,Sassafras albidum,Sassafras albidum,22.0,C3
Leaf Physiology Database,Liquidambar styraciflua,Liquidambar styraciflua,22.0,C3
Leaf Physiology Database,Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
Leaf Physiology Database,Fraxinus excelsior,Fraxinus excelsior,22.0,C3
Leaf Physiology Database,Pinus virginiana,Pinus virginiana,22.0,C3
Leaf Physiology Database,Acacia mangium,Acacia mangium,22.0,C3
Leaf Physiology Database,Nyssa aquatica,Nyssa aquatica,22.0,C3
Leaf Physiology Database,Nyssa sylvatica,Nyssa sylvatica,22.0,C3
Leaf Physiology Database,Platanus occidentalis,Platanus occidentalis,22.0,C3
Global Respiration Database,Acer rubrum,Acer rubrum,22.0,C3
Global Respiration Database,Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
Global Respiration Database,Pinus strobus,Pinus strobus,22.0,C3
Global Respiration Database,Acer saccharum,Acer saccharum,22.0,C3
Global Respiration Database,Populus deltoides,Populus deltoides,22.0,C3
Global Respiration Database,Populus tremuloides,Populus tremuloides,22.0,C3
Global Respiration Database,Carya glabra,Carya glabra,22.0,C3
Global Respiration Database,Cornus florida,Cornus florida,22.0,C3
Global Respiration Database,Nyssa sylvatica,Nyssa sylvatica,22.0,C3
Global Respiration Database,Platanus occidentalis,Platanus occidentalis,22.0,C3
Global Respiration Database,Quercus alba,Quercus alba,22.0,C3
Global Respiration Database,Quercus rubra,Quercus rubra,22.0,C3
Photosynthesis Traits Database,Quercus alba,Quercus alba,22.0,C3
Photosynthesis Traits Database,Acer rubrum,Acer rubrum,22.0,C3
Photosynthesis Traits Database,Populus tremuloides,Populus tremuloides,22.0,C3
Photosynthesis Traits Database,Acer saccharum,Acer saccharum,22.0,C3
Photosynthesis Traits Database,Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
Photosynthesis Traits Database,Cercidiphyllum japonicum,Cercidiphyllum japonicum,22.0,C3
